fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
328685,2,2021-01-09T22:00:00+00:00,,2,0,4,0,11,5,6,3,25,12,8,4,14,2,11,10,15,13,9,3,,,52%,48%,1,2,0,0,5,7,504,461,436,392,87%,85%,1.6,3.5,5.25,Vitoria,136,America Mineiro,125
328689,2,2021-01-10T00:00:00+00:00,,2,0,3,0,12,2,9,6,26,11,5,3,13,5,13,6,13,11,3,8,1,0,38%,62%,3,2,0,0,2,9,330,517,255,437,77%,85%,3.63,2.87,2.15,Chapecoense-sc,132,Botafogo SP,2618
328698,1,2021-01-11T20:30:00+00:00,,1,0,2,2,5,8,6,8,12,22,1,6,8,14,4,8,19,12,1,6,2,1,40%,60%,0,1,0,0,5,3,367,534,290,450,79%,84%,2.15,2.9,3.3,Cuiaba,1193,Ponte Preta,139
328697,2,2021-01-11T23:00:00+00:00,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,3.2,4.6,Guarani Campinas,138,CRB,146
328703,0,2021-01-11T23:00:00+00:00,,1,0,1,2,3,2,1,5,7,11,3,4,6,7,1,4,25,21,4,8,,,41%,59%,3,3,0,0,0,2,331,468,255,380,77%,81%,2.15,2.85,3.4,Operario-PR,1223,Confiança,7772
328699,2,2021-01-12T22:15:00+00:00,,0,1,2,1,5,5,4,5,13,13,4,3,6,5,7,8,25,20,4,4,1,2,52%,48%,5,3,0,0,4,3,351,306,269,222,77%,73%,2.45,3,3.1,Sampaio Correa,155,Botafogo SP,2618
328700,2,2021-01-12T22:15:00+00:00,,2,0,2,0,2,3,3,11,5,16,0,2,3,8,2,8,21,11,1,11,3,1,30%,70%,0,1,0,0,3,0,273,613,187,545,68%,89%,3.1,3,2.5,CSA,150,Parana,122
328701,2,2021-01-12T22:15:00+00:00,,2,1,2,1,3,6,4,10,13,26,6,10,8,14,5,12,24,18,2,9,0,3,39%,61%,3,3,0,0,5,1,292,430,205,349,70%,81%,2.91,2.73,2.63,Juventude,152,Brasil DE Pelotas,141
328702,1,2021-01-12T22:15:00+00:00,,0,0,0,0,2,3,9,2,14,8,3,3,9,2,5,6,16,23,9,4,2,5,55%,45%,4,3,0,0,3,2,367,295,289,217,79%,74%,3.8,3.1,2.05,America Mineiro,125,Nautico Recife,755
328704,2,2021-01-13T00:30:00+00:00,,1,0,2,1,6,5,11,6,23,13,6,2,13,8,10,5,13,15,6,16,2,2,43%,57%,0,0,0,0,4,4,323,408,248,333,77%,82%,1.9,2.96,4.42,Figueirense,137,Chapecoense-sc,132
328696,1,2021-01-13T22:00:00+00:00,,1,0,2,2,7,2,8,6,16,8,1,0,9,7,7,1,10,21,6,1,1,3,47%,53%,1,4,0,0,0,5,457,513,385,442,84%,86%,2.1,3.1,3.4,Vitoria,136,Avai,145
328695,0,2021-01-14T00:30:00+00:00,,0,1,0,1,6,2,7,4,17,7,4,1,7,3,10,4,14,15,7,4,1,2,68%,32%,0,0,0,0,1,6,534,242,441,165,83%,68%,1.59,3.52,5.7,Oeste,143,Cruzeiro,135
328710,2,2021-01-14T22:15:00+00:00,,1,1,3,2,7,3,10,2,20,8,3,3,9,5,11,3,13,28,7,4,1,0,58%,42%,3,4,0,0,1,4,375,273,310,182,83%,67%,2.25,3,3,CRB,146,Operario-PR,1223
328714,2,2021-01-15T00:30:00+00:00,,2,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,3.8,6,Guarani Campinas,138,Cuiaba,1193
328707,,2021-01-16T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,3.48,4.03,Avai,145,CSA,150
328709,,2021-01-17T00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.76,2.8,Confiança,7772,Oeste,143
328712,,2021-01-17T19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,2.83,2.93,Chapecoense-sc,132,Vitoria,136
