fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
328680,1,2021-01-04T20:00:00+00:00,,0,1,1,1,6,4,8,0,19,4,5,0,15,3,4,1,25,15,4,0,2,3,68%,32%,5,4,0,0,3,5,591,275,495,175,84%,64%,2.05,2.8,3.8,Botafogo SP,2618,Parana,122
328683,2,2021-01-04T23:00:00+00:00,,0,0,2,0,7,4,7,6,19,13,5,3,13,6,6,7,21,16,8,4,0,1,40%,60%,3,3,1,1,4,5,230,364,166,281,72%,77%,2.3,2.9,3,Nautico Recife,755,Confiança,7772
328688,1,2021-01-05T22:15:00+00:00,,0,1,1,1,6,4,14,5,31,10,11,1,11,5,20,5,11,20,3,2,3,1,65%,35%,0,3,1,0,3,5,514,271,422,175,82%,65%,2.55,2.75,2.85,Ponte Preta,139,Guarani Campinas,138
328694,2,2021-01-06T00:30:00+00:00,,1,0,1,0,5,2,7,7,14,10,2,1,7,6,7,4,16,22,2,4,1,2,48%,52%,3,2,0,0,2,4,473,491,384,408,81%,83%,2.2,2.9,3.25,Juventude,152,Cuiaba,1193
328691,0,2021-01-08T19:00:00+00:00,,0,0,0,1,1,3,4,11,6,17,1,3,2,7,4,10,14,13,0,4,1,1,45%,55%,1,3,1,0,1,1,425,495,353,435,83%,88%,2.57,2.81,2.9,Avai,145,Brasil DE Pelotas,141
328687,2,2021-01-08T22:15:00+00:00,,0,0,2,0,4,3,8,5,14,10,2,2,9,7,5,3,18,17,3,6,1,0,43%,57%,3,2,0,0,3,2,370,475,271,366,73%,77%,2.35,2.85,3,Confiança,7772,CRB,146
328690,2,2021-01-08T22:15:00+00:00,,0,0,2,0,5,0,7,5,14,6,2,1,7,3,7,3,24,24,5,4,0,2,60%,40%,2,1,0,0,0,3,443,289,352,202,79%,70%,1.8,3.2,4.33,Oeste,143,Operario-PR,1223
328692,2,2021-01-08T22:15:00+00:00,,1,1,2,1,6,3,1,5,11,9,4,1,9,3,2,6,28,28,8,1,1,2,56%,44%,4,4,0,0,2,4,414,332,330,242,80%,73%,2.15,3,3.25,Parana,122,Nautico Recife,755
328686,1,2021-01-09T00:30:00+00:00,,0,0,0,0,3,3,11,4,16,11,2,4,8,7,8,4,9,9,8,6,3,4,43%,57%,2,3,0,0,3,3,328,442,256,355,78%,80%,3.1,3.1,2.15,CSA,150,Figueirense,137
328693,0,2021-01-09T00:30:00+00:00,,0,1,0,1,6,2,6,6,29,9,17,1,16,2,13,7,10,11,5,3,6,3,69%,31%,1,4,0,2,1,6,580,258,502,174,87%,67%,3.4,2.85,2.25,Cruzeiro,135,Sampaio Correa,155
