fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
587303,2,2021-01-08T19:30:00+00:00,,2,2,3,2,4,3,3,5,8,16,1,8,4,7,4,9,9,10,3,8,3,4,33%,67%,1,1,0,0,1,1,362,709,285,622,79%,88%,5.2,5.15,1.62,Bayern Munich,157,Borussia Monchengladbach,163
587304,1,2021-01-09T14:30:00+00:00,,0,0,1,1,2,1,6,1,12,2,4,0,6,1,6,1,21,14,3,1,3,2,73%,27%,2,2,0,0,0,2,707,262,617,155,87%,59%,1.47,4.88,7.5,Werder Bremen,162,Bayer Leverkusen,168
587305,2,2021-01-09T14:30:00+00:00,,2,0,5,0,6,2,3,1,13,5,4,2,10,2,3,3,14,9,1,3,3,2,49%,51%,,,0,0,2,1,472,477,378,367,80%,77%,2.05,3.65,3.8,FC Koln,192,SC Freiburg,160
587306,1,2021-01-09T14:30:00+00:00,,1,1,2,2,6,5,5,3,13,10,2,2,8,8,5,2,16,12,5,3,1,0,47%,53%,3,1,0,1,3,4,422,471,313,351,74%,75%,2.9,3.35,2.55,VfL Wolfsburg,161,Union Berlin,182
587307,2,2021-01-09T14:30:00+00:00,,1,0,4,0,5,4,4,9,12,19,3,6,11,9,1,10,15,13,5,4,3,1,40%,60%,2,4,0,0,5,1,332,474,245,390,74%,82%,4.2,4,1.83,1899 Hoffenheim,167,FC Schalke 04,174
587308,0,2021-01-09T14:30:00+00:00,,0,1,0,2,1,7,6,3,9,13,2,3,5,10,4,3,17,15,3,7,1,2,39%,61%,2,1,0,0,5,1,305,472,202,359,66%,76%,3.75,3.8,1.9,Eintracht Frankfurt,169,FSV Mainz 05,164
587302,0,2021-01-09T17:30:00+00:00,,0,0,1,3,4,6,4,6,12,15,4,3,5,12,7,3,8,12,3,3,0,2,54%,46%,0,2,0,0,3,3,570,477,466,369,82%,77%,2.35,3.5,2.95,Borussia Dortmund,165,RB Leipzig,173
587309,0,2021-01-10T14:30:00+00:00,,0,2,1,4,3,10,7,9,12,26,2,7,6,18,6,8,7,12,4,11,0,2,43%,57%,3,2,1,0,6,2,382,490,302,421,79%,86%,3.6,3.6,2,VfB Stuttgart,172,FC Augsburg,170
587310,2,2021-01-10T17:00:00+00:00,,0,0,1,0,2,5,6,1,12,10,4,4,7,7,5,3,8,18,8,3,1,4,48%,52%,1,1,0,0,5,1,400,421,303,320,76%,76%,4.44,3.88,1.88,Hertha Berlin,159,Arminia Bielefeld,188
587316,,2021-01-15T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.25,2.1,Bayer Leverkusen,168,Union Berlin,182
587312,,2021-01-16T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,7,13,FSV Mainz 05,164,Borussia Dortmund,165
587313,,2021-01-16T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.67,3.8,4.75,Arminia Bielefeld,188,1899 Hoffenheim,167
587314,,2021-01-16T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.64,3.62,2.14,RB Leipzig,173,VfL Wolfsburg,161
587317,,2021-01-16T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,3.2,2.25,Hertha Berlin,159,FC Koln,192
587318,,2021-01-16T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.35,3.45,FC Augsburg,170,Werder Bremen,162
587319,,2021-01-16T17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.8,2.15,Borussia Monchengladbach,163,VfB Stuttgart,172
587311,,2021-01-17T14:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.22,6.5,10,SC Freiburg,160,Bayern Munich,157
587315,,2021-01-17T17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.5,6,FC Schalke 04,174,Eintracht Frankfurt,169
587321,,2021-01-19T17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.53,4.2,6,Werder Bremen,162,Borussia Monchengladbach,163
587322,,2021-01-19T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,3.92,2.22,Borussia Dortmund,165,Bayer Leverkusen,168
587324,,2021-01-19T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,3.5,3,1899 Hoffenheim,167,Hertha Berlin,159
587326,,2021-01-19T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.75,1.85,VfL Wolfsburg,161,FSV Mainz 05,164
587325,,2021-01-20T17:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,3.25,2.7,FC Koln,192,FC Schalke 04,174
587320,,2021-01-20T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,4.33,7,Union Berlin,182,RB Leipzig,173
587323,,2021-01-20T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,3.3,2.8,Eintracht Frankfurt,169,SC Freiburg,160
587327,,2021-01-20T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6.25,1.22,Bayern Munich,157,FC Augsburg,170
587328,,2021-01-20T19:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.33,3.8,1.8,VfB Stuttgart,172,Arminia Bielefeld,188
