fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
628142,0,2021-01-04T14:00:00+00:00,,0,1,0,2,1,7,5,5,12,16,6,4,9,7,3,9,17,13,6,5,3,5,44%,56%,3,2,0,0,5,1,385,481,296,390,77%,81%,3.75,3.31,2.18,Empoli,511,Nuova Cosenza,10137
628148,1,2021-01-04T14:00:00+00:00,,0,1,1,1,11,4,4,5,19,12,4,3,12,7,7,5,15,17,11,2,4,0,61%,39%,3,4,0,0,3,10,471,301,398,213,85%,71%,2.08,3.33,4.02,Pisa,801,Venezia,517
628145,1,2021-01-04T15:00:00+00:00,,0,0,0,0,2,2,9,8,15,12,4,2,8,5,7,7,15,11,3,4,0,0,39%,61%,3,1,0,1,2,2,396,627,301,534,76%,85%,2.55,3.35,2.63,Monza,1579,Lecce,867
628140,2,2021-01-04T16:00:00+00:00,,0,1,2,1,3,5,3,5,6,13,0,3,2,6,4,7,11,18,4,5,1,1,60%,40%,3,1,0,0,4,1,573,363,477,273,83%,75%,3.1,2.88,2.5,Reggina,1692,Ascoli,507
628143,0,2021-01-04T17:00:00+00:00,,0,1,0,2,3,3,2,4,9,7,4,0,4,6,5,1,15,16,3,6,3,4,42%,58%,3,2,0,0,1,3,397,529,309,447,78%,84%,3,3,2.2,Chievo,491,Cremonese,520
628144,0,2021-01-04T17:00:00+00:00,,1,1,1,2,5,4,5,5,17,12,7,3,10,7,7,5,12,10,5,6,1,5,48%,52%,1,1,0,0,2,4,469,497,388,427,83%,86%,3.37,3.14,2.43,Spal,493,Frosinone,512
628146,0,2021-01-04T17:00:00+00:00,,0,0,0,1,2,4,8,3,15,8,5,1,9,6,6,2,12,18,4,2,1,1,66%,34%,2,5,0,2,3,2,545,266,472,197,87%,74%,2.9,3.05,2.6,Pescara,525,Reggiana,880
628147,0,2021-01-04T17:00:00+00:00,,0,0,0,2,3,6,5,6,13,15,5,3,5,8,8,7,18,20,2,3,2,0,42%,58%,6,4,2,0,4,3,294,407,200,309,68%,76%,3.17,3.1,2.37,Pordenone,862,Salernitana,514
628149,2,2021-01-04T17:00:00+00:00,,1,0,1,0,1,2,0,9,2,13,1,2,1,9,1,4,11,18,3,11,2,2,36%,64%,4,2,0,0,2,0,286,476,162,371,57%,78%,3.75,3.1,2.1,Cittadella,510,Virtus Entella,527
628141,0,2021-01-04T20:00:00+00:00,,0,2,0,3,3,6,6,4,13,12,4,2,6,9,7,3,17,13,4,3,2,1,60%,40%,1,3,0,0,3,2,563,380,459,280,82%,74%,1.89,3.47,4.13,Vicenza Virtus,1584,Brescia,518
628026,0,2021-01-09T13:00:00+00:00,,0,1,0,2,4,9,3,10,8,23,1,4,3,17,5,6,15,25,2,7,2,2,49%,51%,3,4,1,0,7,4,390,397,286,285,73%,72%,3.9,3.3,1.8,Cittadella,510,Reggiana,880
628150,,2021-01-15T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,3.4,6.5,Virtus Entella,527,Chievo,491
628153,,2021-01-15T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,2.8,2.95,Frosinone,512,Vicenza Virtus,1584
628151,,2021-01-16T13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.42,4.33,7.25,Ascoli,507,Cittadella,510
628154,,2021-01-16T13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,4.2,8.5,Nuova Cosenza,10137,Monza,1579
628156,,2021-01-16T13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,3.1,2.8,Brescia,518,Pisa,801
628157,,2021-01-16T13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.55,2.95,2.95,Venezia,517,Pordenone,862
628158,,2021-01-16T15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,3.25,2.05,Lecce,867,Reggina,1692
628155,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.88,3.1,Cremonese,520,Pescara,525
628152,,2021-01-17T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.62,3.6,5.75,Salernitana,514,Empoli,511
628159,,2021-01-18T20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,4.33,6,Reggiana,880,Spal,493
628054,,2021-01-19T18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.1,2.22,Chievo,491,Vicenza Virtus,1584
