fixture_id,h_result,event_date,venue,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage,h_win_odds,h_draw_odds,h_lose_odds,away_team,away_team_id,home_team,home_team_id
608699,2,2021-01-09T19:45:00+00:00,,2,0,2,0,4,1,2,4,8,9,2,4,3,5,5,4,22,15,7,5,1,1,46%,54%,6,2,0,0,2,2,403,464,336,392,83%,84%,1.7,3.65,5.2,Torino,503,AC Milan,489
608701,1,2021-01-10T11:30:00+00:00,,1,0,2,2,8,6,2,7,14,17,4,4,8,16,6,1,18,11,3,7,1,2,50%,50%,3,3,0,0,4,6,546,526,483,449,88%,85%,2.9,3.6,2.33,Inter,505,AS Roma,497
608700,0,2021-01-10T14:00:00+00:00,,0,0,0,2,3,5,2,10,10,21,5,6,3,18,7,3,11,7,5,6,0,5,46%,54%,4,1,0,0,3,3,465,521,385,442,83%,85%,5.5,4.2,1.57,Lazio,487,Parma,523
608703,0,2021-01-10T14:00:00+00:00,,1,1,1,2,8,6,8,7,17,17,1,4,12,11,5,6,19,6,2,7,0,1,37%,63%,3,1,0,0,4,7,397,665,321,596,81%,90%,4.5,3.53,1.93,Napoli,492,Udinese,494
608704,2,2021-01-10T14:00:00+00:00,,2,0,2,1,6,2,5,3,13,9,2,4,9,3,4,6,16,16,6,4,1,0,43%,57%,3,3,0,0,1,4,328,447,226,340,69%,76%,1.87,3.6,4.6,Crotone,501,Verona,504
608696,2,2021-01-10T17:00:00+00:00,,0,0,1,0,4,2,7,4,14,9,3,3,8,5,6,4,15,14,9,5,4,1,51%,49%,1,3,0,0,2,3,434,414,360,332,83%,80%,1.75,3.75,5,Cagliari,490,Fiorentina,502
608698,2,2021-01-10T19:45:00+00:00,,0,0,3,1,8,2,9,6,23,10,6,2,17,5,6,5,11,3,6,3,0,1,55%,45%,4,1,0,1,1,5,624,511,574,449,92%,88%,1.33,5.5,8,Sassuolo,488,Juventus,496
608702,2,2021-01-11T19:45:00+00:00,,1,1,2,1,4,3,2,2,9,6,3,1,8,6,1,0,16,16,4,2,4,0,56%,44%,4,3,0,0,2,2,516,390,404,272,78%,70%,3.36,3.47,2.29,Sampdoria,498,Spezia,515
608710,,2021-01-15T19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,3.6,2.4,AS Roma,497,Lazio,487
608706,,2021-01-16T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.2,3,Verona,504,Bologna,500
608714,,2021-01-16T17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3.4,4,Spezia,515,Torino,503
608712,,2021-01-16T19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65,3.2,2.7,Udinese,494,Sampdoria,498
608711,,2021-01-17T11:30:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,4.2,6,Fiorentina,502,Napoli,492
608708,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,3.4,2.5,Benevento,506,Crotone,501
608713,,2021-01-17T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,4,4.5,Parma,523,Sassuolo,488
608705,,2021-01-17T17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.24,6.5,10,Genoa,495,Atalanta,499
608709,,2021-01-17T19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,3.4,2.85,Juventus,496,Inter,505
608707,,2021-01-18T19:45:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.75,4.5,1.5,AC Milan,489,Cagliari,490
608633,,2021-01-20T14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3.8,1.75,Atalanta,499,Udinese,494
