,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592142,2,2020-09-12T14:00:00+00:00,Selhurst Park,52,41,1,0,1,0,3,5,2,3,5,9,0,1,5,7,0,2,14,11,7,3,4,0,29%,71%,2,1,,,5,2,236,580,121,458,51%,79%
1,592159,0,2020-09-20T11:00:00+00:00,St. Mary's Stadium,41,47,1,1,2,5,7,6,5,1,14,9,2,2,9,7,5,2,17,18,3,2,2,6,52%,48%,4,3,,,1,5,460,419,354,303,77%,72%
2,592162,0,2020-09-26T19:00:00+00:00,Turf Moor,44,41,0,1,0,1,2,1,4,2,10,5,4,2,5,3,5,2,8,10,8,2,2,1,53%,47%,1,0,,,0,2,522,480,374,341,72%,71%
3,592179,2,2020-10-04T11:00:00+00:00,St. Mary's Stadium,41,60,1,0,2,0,7,2,5,1,13,5,1,2,8,3,5,2,19,10,5,1,1,1,61%,39%,2,1,,,3,6,522,325,400,226,77%,70%
4,592181,1,2020-10-17T14:00:00+00:00,Stamford Bridge,49,41,2,1,3,3,5,6,3,5,11,13,3,2,11,9,0,4,11,9,6,2,3,1,53%,47%,1,1,,,3,2,574,503,468,381,82%,76%
5,592198,2,2020-10-25T14:00:00+00:00,St. Mary's Stadium,41,45,2,0,2,0,6,2,6,1,13,6,1,3,10,3,3,3,11,11,4,5,1,1,54%,46%,1,2,0,1,2,4,610,509,539,435,88%,85%
6,592201,0,2020-11-01T12:00:00+00:00,Villa Park,66,41,0,3,3,4,10,4,2,4,19,9,7,1,14,4,5,5,12,17,11,1,2,2,56%,44%,1,2,,,0,7,367,304,275,211,75%,69%
7,592218,2,2020-11-06T20:00:00+00:00,St. Mary's Stadium,41,34,1,0,2,0,8,2,2,1,15,4,5,1,9,3,6,1,12,11,7,3,4,1,60%,40%,1,2,,,2,5,561,360,464,270,83%,75%
8,592230,1,2020-11-23T20:00:00+00:00,Molineux Stadium,39,41,0,0,1,1,9,2,5,3,20,7,6,2,15,5,5,2,14,14,7,4,2,1,45%,55%,2,0,,,1,8,416,516,335,422,81%,82%
9,592238,0,2020-11-29T14:00:00+00:00,St. Mary's Stadium,41,33,2,0,2,3,5,6,3,5,10,15,2,4,5,10,5,5,12,12,5,9,,,49%,51%,1,0,,,3,3,525,519,418,417,80%,80%
10,592242,0,2020-12-07T20:00:00+00:00,The American Express Community Stadium,51,41,1,1,1,2,4,3,8,4,12,10,0,3,11,7,1,3,12,12,4,3,2,3,47%,53%,3,3,,,1,3,377,420,276,319,73%,76%
11,592259,2,2020-12-13T12:00:00+00:00,St. Mary's Stadium,41,62,1,0,3,0,6,0,7,3,16,3,3,0,11,3,5,0,8,14,8,4,3,0,68%,32%,0,1,,,0,3,572,259,491,179,86%,69%
12,592261,1,2020-12-16T18:00:00+00:00,Emirates Stadium,42,41,0,1,1,1,4,3,3,8,9,13,2,2,5,5,4,8,13,13,2,7,1,1,35%,65%,3,3,1,0,2,4,340,632,262,543,77%,86%
13,592278,0,2020-12-19T15:00:00+00:00,St. Mary's Stadium,41,50,0,1,0,1,3,5,3,4,9,11,3,2,7,5,2,6,9,11,6,6,3,2,48%,52%,2,2,,,4,3,498,547,408,466,82%,85%
14,592283,1,2020-12-26T15:00:00+00:00,Craven Cottage,36,41,0,0,0,0,1,2,4,1,10,3,5,0,7,1,3,2,15,12,6,3,1,4,46%,54%,2,0,,,2,1,331,396,238,285,72%,72%
15,592298,1,2020-12-29T18:00:00+00:00,St. Mary's Stadium,41,48,0,0,0,0,3,3,4,3,8,8,1,2,4,6,4,2,16,15,4,3,2,3,62%,38%,3,1,,,3,4,576,340,483,241,84%,71%
16,592308,2,2021-01-04T20:00:00+00:00,St. Mary's Stadium,41,40,1,0,1,0,3,1,3,11,7,16,1,4,1,11,6,5,5,12,1,10,6,1,32%,68%,1,3,,,1,1,350,674,230,540,66%,80%
17,592325,2,2021-01-16T20:00:00+00:00,King Power Stadium,46,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,592314,2,2021-01-20T18:00:00+00:00,Elland Road,63,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,592338,2,2021-01-26T20:15:00+00:00,St. Mary's Stadium,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,592348,2,2021-01-30T20:00:00+00:00,St. Mary's Stadium,41,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,592357,2,2021-02-02T20:00:00+00:00,Old Trafford,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,592367,2,2021-02-06T15:00:00+00:00,St. James' Park,34,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,592733,2,2021-02-13T15:00:00+00:00,St. Mary's Stadium,41,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,592743,2,2021-02-20T15:00:00+00:00,St. Mary's Stadium,41,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,592748,2,2021-02-27T15:00:00+00:00,Goodison Park,45,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,592762,2,2021-03-06T15:00:00+00:00,Bramall Lane,62,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,592774,2,2021-03-13T15:00:00+00:00,St. Mary's Stadium,41,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,592783,2,2021-03-20T15:00:00+00:00,Tottenham Hotspur Stadium,47,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,592794,2,2021-04-03T14:00:00+00:00,St. Mary's Stadium,41,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,592804,2,2021-04-10T14:00:00+00:00,The Hawthorns,60,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,592814,2,2021-04-17T14:00:00+00:00,St. Mary's Stadium,41,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,592822,2,2021-04-24T14:00:00+00:00,Etihad Stadium,50,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,592833,2,2021-05-01T14:00:00+00:00,St. Mary's Stadium,41,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,592841,2,2021-05-08T14:00:00+00:00,Anfield,40,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,592853,2,2021-05-12T18:45:00+00:00,St. Mary's Stadium,41,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,592863,2,2021-05-15T14:00:00+00:00,St. Mary's Stadium,41,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,592874,2,2021-05-23T15:00:00+00:00,London Stadium,48,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
