,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592150,0,2020-09-14T17:00:00+00:00,Bramall Lane,62,39,0,2,0,2,2,4,5,5,9,11,2,2,8,7,1,4,13,7,12,5,4,0,55%,45%,2,1,,,2,1,460,391,373,307,81%,79%
1,592152,2,2020-09-21T17:00:00+00:00,Villa Park,66,62,0,0,1,0,2,1,11,2,18,4,5,1,11,3,7,1,12,13,10,4,1,0,71%,29%,3,1,0,1,1,1,553,221,486,131,88%,59%
2,592167,0,2020-09-27T11:00:00+00:00,Bramall Lane,62,63,0,0,0,1,4,9,5,5,14,17,5,3,9,9,5,8,18,4,5,7,2,1,36%,64%,2,1,,,7,4,327,578,232,470,71%,81%
3,592171,2,2020-10-04T13:00:00+00:00,Emirates Stadium,42,62,0,0,2,1,5,2,0,2,6,6,1,2,5,1,1,5,3,9,2,4,0,3,64%,36%,0,1,,,1,3,699,373,623,295,89%,79%
4,592188,1,2020-10-18T11:00:00+00:00,Bramall Lane,62,36,0,0,1,1,6,6,3,5,10,15,1,4,6,9,4,6,5,9,2,5,4,0,41%,59%,0,2,,,5,5,399,563,320,475,80%,84%
5,592196,2,2020-10-24T19:00:00+00:00,Anfield,40,62,1,1,2,1,5,2,7,7,17,13,5,4,10,9,7,4,7,15,7,3,2,0,62%,38%,0,3,,,1,3,683,406,589,309,86%,76%
6,592208,0,2020-10-31T12:30:00+00:00,Bramall Lane,62,50,0,1,0,1,1,8,1,4,3,16,1,4,2,10,1,6,14,6,2,5,0,2,35%,65%,,,,,7,1,375,715,292,624,78%,87%
7,592213,2,2020-11-07T17:30:00+00:00,Stamford Bridge,49,62,2,1,4,1,9,3,5,1,20,6,6,2,10,4,10,2,5,14,6,7,1,1,70%,30%,0,2,,,2,6,762,320,669,223,88%,70%
8,592228,0,2020-11-22T14:00:00+00:00,Bramall Lane,62,48,0,0,0,1,5,3,3,5,9,15,1,7,6,13,3,2,7,6,2,6,4,2,50%,50%,,,,,2,5,517,497,415,397,80%,80%
9,592239,2,2020-11-28T20:00:00+00:00,The Hawthorns,60,62,1,0,1,0,6,5,7,10,17,21,4,6,9,18,8,3,10,9,14,9,2,2,48%,52%,2,3,,,5,5,380,402,296,325,78%,81%
10,592247,0,2020-12-06T14:15:00+00:00,Bramall Lane,62,46,1,1,1,2,1,4,2,4,4,13,1,5,3,9,1,4,13,6,6,5,4,4,29%,71%,1,3,,,2,0,273,674,182,574,67%,85%
11,592259,2,2020-12-13T12:00:00+00:00,St. Mary's Stadium,41,62,1,0,3,0,6,0,7,3,16,3,3,0,11,3,5,0,8,14,8,4,3,0,68%,32%,0,1,,,0,3,572,259,491,179,86%,69%
