,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592156,2,2020-09-20T18:00:00+00:00,King Power Stadium,46,44,1,1,4,2,6,5,2,8,14,16,6,3,11,11,3,5,11,13,15,4,0,1,67%,33%,1,2,,,3,3,621,292,526,199,85%,68%
1,592162,0,2020-09-26T19:00:00+00:00,Turf Moor,44,41,0,1,0,1,2,1,4,2,10,5,4,2,5,3,5,2,8,10,8,2,2,1,53%,47%,1,0,,,0,2,522,480,374,341,72%,71%
2,592178,2,2020-10-03T19:00:00+00:00,St. James' Park,34,44,1,0,3,1,5,3,4,2,10,7,1,2,6,6,4,1,13,17,3,4,4,5,47%,53%,2,3,,,2,2,416,455,310,338,75%,74%
3,592190,1,2020-10-19T16:30:00+00:00,The Hawthorns,60,44,0,0,0,0,6,4,5,4,13,9,2,1,8,6,5,3,15,17,8,2,2,0,56%,44%,2,2,,,4,6,476,352,358,240,75%,68%
4,592194,0,2020-10-26T20:00:00+00:00,Turf Moor,44,47,0,0,0,1,4,3,5,2,13,9,4,4,3,8,10,1,9,7,4,5,4,2,38%,62%,2,0,,,2,3,364,595,270,501,74%,84%
5,592202,0,2020-10-31T15:00:00+00:00,Turf Moor,44,49,0,1,0,3,0,9,4,1,5,14,1,4,1,7,4,7,10,15,3,4,1,4,36%,64%,1,0,,,6,0,392,693,294,608,75%,88%
6,592212,1,2020-11-06T17:30:00+00:00,The American Express Community Stadium,51,44,0,0,0,0,3,1,7,3,19,4,9,0,12,3,7,1,11,5,5,3,1,1,58%,42%,1,0,,,1,3,529,376,436,285,82%,76%
7,592222,2,2020-11-23T17:30:00+00:00,Turf Moor,44,52,1,0,1,0,4,5,3,5,10,15,3,5,6,7,4,8,13,9,4,7,2,2,46%,54%,2,0,,,5,3,408,459,296,351,73%,76%
8,592237,2,2020-11-28T15:00:00+00:00,Etihad Stadium,50,44,3,0,5,0,6,1,10,6,19,9,3,2,13,4,6,5,12,4,6,4,2,2,68%,32%,,,,,1,1,720,315,642,230,89%,73%
9,592243,1,2020-12-05T12:30:00+00:00,Turf Moor,44,45,1,1,1,1,3,6,2,3,8,13,3,4,5,8,3,5,6,9,8,4,0,3,41%,59%,,,,,5,2,396,581,311,480,79%,83%
