,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592147,0,2020-09-13T13:00:00+00:00,The Hawthorns,60,46,0,0,0,3,1,7,3,3,7,13,3,3,3,11,4,2,12,9,2,5,4,3,35%,65%,1,1,,,4,1,336,604,255,511,76%,85%
1,592156,2,2020-09-20T18:00:00+00:00,King Power Stadium,46,44,1,1,4,2,6,5,2,8,14,16,6,3,11,11,3,5,11,13,15,4,0,1,67%,33%,1,2,,,3,3,621,292,526,199,85%,68%
2,592166,0,2020-09-27T15:30:00+00:00,Etihad Stadium,50,46,1,1,2,5,5,7,7,0,16,7,4,0,6,4,10,3,13,8,3,3,2,3,71%,29%,1,3,,,2,3,680,267,614,200,90%,75%
3,592176,0,2020-10-04T11:00:00+00:00,King Power Stadium,46,48,0,2,0,3,0,6,2,5,4,14,2,3,3,12,1,2,10,8,6,4,4,2,69%,31%,2,2,,,3,0,684,296,578,208,85%,70%
4,592185,0,2020-10-18T18:15:00+00:00,King Power Stadium,46,66,0,0,0,1,5,4,2,5,11,10,4,1,6,5,5,5,18,18,2,7,2,3,50%,50%,4,3,,,3,5,417,397,313,303,75%,76%
5,592191,0,2020-10-25T19:15:00+00:00,Emirates Stadium,42,46,0,0,0,1,4,2,4,3,12,6,4,1,9,2,3,4,13,9,9,3,1,0,56%,44%,3,5,,,1,4,575,453,495,369,86%,81%
6,592204,0,2020-11-02T20:00:00+00:00,Elland Road,63,46,0,2,1,4,4,8,5,1,11,10,2,1,6,9,5,1,9,5,10,3,2,0,67%,33%,1,1,,,4,3,639,302,541,211,85%,70%
7,592216,2,2020-11-08T14:00:00+00:00,King Power Stadium,46,39,1,0,1,0,3,2,4,5,10,8,3,1,6,4,4,4,12,8,6,3,,,49%,51%,2,3,,,2,2,492,505,406,415,83%,82%
8,592225,2,2020-11-22T19:15:00+00:00,Anfield,40,46,2,0,3,0,13,4,8,5,24,11,3,2,19,7,5,4,15,6,10,3,2,1,56%,44%,0,2,,,4,9,572,441,488,346,85%,78%
9,592236,0,2020-11-30T17:30:00+00:00,King Power Stadium,46,36,0,2,1,2,3,5,6,3,16,10,7,2,8,7,8,3,9,21,6,5,,,68%,32%,0,2,,,3,2,666,317,576,225,86%,71%
10,592247,0,2020-12-06T14:15:00+00:00,Bramall Lane,62,46,1,1,1,2,1,4,2,4,4,13,1,5,3,9,1,4,13,6,6,5,4,4,29%,71%,1,3,,,2,0,273,674,182,574,67%,85%
