,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592157,0,2020-09-19T16:30:00+00:00,Old Trafford,33,52,0,1,1,3,4,5,4,6,17,14,9,3,7,9,10,5,13,10,9,3,1,2,75%,25%,2,1,,,2,3,705,225,606,138,86%,61%
1,592161,0,2020-09-26T11:30:00+00:00,The American Express Community Stadium,51,33,1,1,2,3,5,3,9,1,18,7,4,3,12,6,6,1,18,16,7,1,1,4,53%,47%,4,2,,,1,3,488,445,413,372,85%,84%
2,592177,0,2020-10-04T15:30:00+00:00,Old Trafford,33,47,1,4,1,6,2,8,2,6,5,22,1,8,2,16,3,6,14,11,2,4,1,0,38%,62%,2,1,1,0,2,1,416,672,348,606,84%,90%
3,592187,0,2020-10-17T19:00:00+00:00,St. James' Park,34,33,1,1,1,4,4,14,2,6,7,28,1,8,3,15,4,13,9,12,0,7,0,2,36%,64%,1,1,,,8,4,358,629,256,541,72%,86%
4,592197,1,2020-10-24T16:30:00+00:00,Old Trafford,33,49,0,0,0,0,4,1,5,2,14,6,5,3,7,4,7,2,8,6,9,6,2,0,50%,50%,3,1,,,1,4,582,582,484,484,83%,83%
5,592206,0,2020-11-01T16:30:00+00:00,Old Trafford,33,42,0,0,0,1,2,2,3,5,8,7,3,0,4,3,4,4,12,12,6,3,4,0,53%,47%,3,3,,,1,3,556,495,471,422,85%,85%
6,592215,0,2020-11-07T12:30:00+00:00,Goodison Park,45,33,1,2,1,3,1,5,5,5,7,13,1,3,5,7,2,6,12,19,5,2,3,1,54%,46%,4,2,,,2,0,523,453,442,369,85%,81%
7,592226,2,2020-11-21T20:00:00+00:00,Old Trafford,33,60,0,0,1,0,7,2,2,4,17,7,8,1,11,6,6,1,12,17,8,2,1,1,63%,37%,1,1,,,2,6,663,385,563,301,85%,78%
8,592238,0,2020-11-29T14:00:00+00:00,St. Mary's Stadium,41,33,2,0,2,3,5,6,3,5,10,15,2,4,5,10,5,5,12,12,5,9,,,49%,51%,1,0,,,3,3,525,519,418,417,80%,80%
9,592250,0,2020-12-05T17:30:00+00:00,London Stadium,48,33,1,0,1,3,6,6,9,6,19,15,4,3,14,10,5,5,9,10,5,4,4,3,39%,61%,,,,,3,5,392,631,307,544,78%,86%
10,592257,1,2020-12-12T17:30:00+00:00,Old Trafford,33,50,0,0,0,0,2,2,6,3,11,9,3,4,7,6,4,3,13,6,4,3,2,2,46%,54%,1,1,,,2,2,502,579,427,502,85%,87%
11,592266,0,2020-12-17T20:00:00+00:00,Bramall Lane,62,33,1,2,2,3,6,8,5,4,12,14,1,2,9,8,3,6,17,8,6,3,2,4,40%,60%,3,2,,,4,4,362,557,266,464,73%,83%
12,592276,2,2020-12-20T16:30:00+00:00,Old Trafford,33,63,4,1,6,2,14,3,6,7,26,17,6,7,19,14,7,3,6,6,11,13,2,4,41%,59%,1,0,,,1,8,354,478,273,398,77%,83%
13,592285,1,2020-12-26T12:30:00+00:00,King Power Stadium,46,33,1,1,2,2,2,4,4,4,10,9,4,1,5,8,5,1,10,17,5,0,1,4,54%,46%,2,1,,,2,1,507,439,405,351,80%,80%
14,592296,2,2020-12-29T20:00:00+00:00,Old Trafford,33,39,0,0,1,0,3,5,5,2,11,9,3,2,6,7,5,2,11,7,2,2,4,2,58%,42%,1,1,,,5,2,611,439,534,357,87%,81%
15,592306,2,2021-01-01T20:00:00+00:00,Old Trafford,33,66,1,0,2,1,9,5,5,6,19,15,5,4,12,12,7,3,22,10,5,10,1,1,48%,52%,4,0,,,4,7,407,417,337,332,83%,80%
16,592141,0,2021-01-12T20:15:00+00:00,Turf Moor,44,33,0,0,0,1,0,7,6,2,11,13,5,4,6,9,5,4,15,13,3,4,3,2,37%,63%,1,2,,,6,0,334,566,220,475,66%,84%
17,592326,0,2021-01-17T16:30:00+00:00,Anfield,40,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,592313,0,2021-01-20T20:15:00+00:00,Craven Cottage,36,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,592334,0,2021-01-27T20:15:00+00:00,Old Trafford,33,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,592341,0,2021-01-30T17:30:00+00:00,Emirates Stadium,42,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,592357,0,2021-02-02T20:00:00+00:00,Old Trafford,33,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,592366,0,2021-02-06T15:00:00+00:00,Old Trafford,33,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
