,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,67,2,2018-08-11T14:00:00+00:00,Vitality Stadium,35,43,1,0,2,0,4,1,6,5,12,10,2,4,10,8,2,2,11,9,7,4,0,2,62%,38%,1,1,,,1,2,502,287,397,175,79%,61%
1,80,0,2018-08-18T14:00:00+00:00,London Stadium,48,35,1,0,1,2,5,5,3,3,11,12,3,4,6,8,5,4,14,10,6,4,,,61%,39%,6,2,,,3,4,494,321,399,246,81%,77%
2,87,1,2018-08-25T14:00:00+00:00,Vitality Stadium,35,45,0,0,2,2,5,3,10,5,17,11,2,3,12,5,5,6,12,10,6,2,5,0,49%,51%,0,3,1,1,1,3,382,389,301,303,79%,78%
3,98,2,2018-09-01T14:00:00+00:00,Stamford Bridge,49,35,0,0,2,0,6,1,6,6,24,8,12,1,10,5,14,3,10,7,7,6,2,1,72%,28%,2,2,,,1,4,704,252,616,175,88%,69%
4,106,2,2018-09-15T14:00:00+00:00,Vitality Stadium,35,46,3,0,4,2,5,8,2,4,10,14,3,2,7,11,3,3,13,15,4,6,1,3,46%,54%,3,4,0,1,5,1,360,398,257,303,71%,76%
5,116,2,2018-09-22T14:00:00+00:00,Turf Moor,44,35,2,0,4,0,5,5,3,5,12,19,4,9,10,7,2,12,17,6,3,8,1,2,37%,63%,2,0,,,5,1,360,604,243,498,68%,82%
6,134,2,2018-10-01T19:00:00+00:00,Vitality Stadium,35,52,1,0,2,1,5,2,4,4,11,10,2,4,8,3,3,7,9,12,3,3,2,2,44%,56%,3,4,,,1,3,425,532,335,449,79%,84%
7,144,0,2018-10-06T14:00:00+00:00,Vicarage Road,38,35,0,3,0,4,2,7,2,3,14,10,10,0,8,9,6,1,11,9,10,7,1,2,47%,53%,5,1,1,0,3,2,374,426,291,355,78%,83%
8,146,1,2018-10-20T14:00:00+00:00,Vitality Stadium,35,41,0,0,0,0,2,4,5,2,9,8,2,2,9,2,0,6,11,14,6,4,0,4,57%,43%,1,2,,,4,2,458,346,350,250,76%,72%
9,158,0,2018-10-27T14:00:00+00:00,Craven Cottage,36,35,0,1,0,3,1,5,9,6,11,12,1,1,7,8,4,4,16,3,5,5,1,1,52%,48%,4,1,1,0,2,1,547,495,453,421,83%,85%
10,166,0,2018-11-03T12:30:00+00:00,Vitality Stadium,35,33,1,1,1,2,7,8,3,6,18,18,8,4,12,13,6,5,12,12,9,5,0,5,48%,52%,4,3,,,4,6,412,447,317,356,77%,80%
11,183,2,2018-11-10T15:00:00+00:00,"St James' Park, Newcastle upon Tyne",34,35,2,1,2,1,6,4,8,5,18,14,4,5,13,10,5,4,9,11,7,10,2,2,39%,61%,2,1,0,0,3,5,323,505,222,401,69%,79%
