,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592147,0,2020-09-13T13:00:00+00:00,The Hawthorns,60,46,0,0,0,3,1,7,3,3,7,13,3,3,3,11,4,2,12,9,2,5,4,3,35%,65%,1,1,,,4,1,336,604,255,511,76%,85%
1,592154,2,2020-09-19T11:30:00+00:00,Goodison Park,45,60,2,1,5,2,7,4,5,1,17,6,5,1,13,2,4,4,9,11,11,1,1,1,71%,29%,1,0,0,1,2,2,799,322,722,253,90%,79%
2,592169,1,2020-09-26T16:30:00+00:00,The Hawthorns,60,49,3,0,3,3,3,10,4,6,9,22,2,6,5,10,4,12,8,16,3,9,1,0,24%,76%,1,3,,,7,0,249,797,168,711,67%,89%
3,592179,2,2020-10-04T11:00:00+00:00,St. Mary's Stadium,41,60,1,0,2,0,7,2,5,1,13,5,1,2,8,3,5,2,19,10,5,1,1,1,61%,39%,2,1,,,3,6,522,325,400,226,77%,70%
4,592190,1,2020-10-19T16:30:00+00:00,The Hawthorns,60,44,0,0,0,0,6,4,5,4,13,9,2,1,8,6,5,3,15,17,8,2,2,0,56%,44%,2,2,,,4,6,476,352,358,240,75%,68%
5,592193,1,2020-10-26T17:30:00+00:00,The American Express Community Stadium,51,60,1,0,1,1,3,3,1,5,5,9,1,1,3,3,2,6,14,7,6,2,2,1,49%,51%,2,0,,,2,3,473,476,383,398,81%,84%
6,592203,2,2020-11-02T17:30:00+00:00,Craven Cottage,36,60,2,0,2,0,6,1,3,4,13,10,4,5,6,6,7,4,13,11,5,2,1,4,45%,55%,3,2,,,1,2,395,468,303,370,77%,79%
7,592219,0,2020-11-08T12:00:00+00:00,The Hawthorns,60,47,0,0,0,1,2,5,7,6,12,19,3,8,7,13,5,6,17,12,9,6,1,1,41%,59%,1,0,,,4,2,341,509,226,398,66%,78%
8,592226,2,2020-11-21T20:00:00+00:00,Old Trafford,33,60,0,0,1,0,7,2,2,4,17,7,8,1,11,6,6,1,12,17,8,2,1,1,63%,37%,1,1,,,2,6,663,385,563,301,85%,78%
9,592239,2,2020-11-28T20:00:00+00:00,The Hawthorns,60,62,1,0,1,0,6,5,7,10,17,21,4,6,9,18,8,3,10,9,14,9,2,2,48%,52%,2,3,,,5,5,380,402,296,325,78%,81%
