,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592149,0,2020-09-14T19:15:00+00:00,The American Express Community Stadium,51,49,0,1,1,3,3,5,6,2,13,10,4,3,7,7,6,3,8,13,4,3,0,3,52%,48%,1,0,,,2,2,507,465,414,387,82%,83%
1,592158,0,2020-09-20T13:00:00+00:00,St. James' Park,34,51,0,2,0,3,0,6,4,6,6,13,2,1,3,6,3,7,16,15,7,1,1,2,47%,53%,3,0,0,1,4,0,386,444,296,358,77%,81%
2,592161,0,2020-09-26T11:30:00+00:00,The American Express Community Stadium,51,33,1,1,2,3,5,3,9,1,18,7,4,3,12,6,6,1,18,16,7,1,1,4,53%,47%,4,2,,,1,3,488,445,413,372,85%,84%
3,592174,2,2020-10-03T14:00:00+00:00,Goodison Park,45,51,2,1,4,2,6,3,2,3,11,11,3,5,6,6,5,5,13,14,3,10,0,2,43%,57%,0,1,,,1,2,474,618,404,526,85%,85%
4,592182,1,2020-10-18T13:00:00+00:00,Selhurst Park,52,51,1,0,1,1,1,3,0,9,1,20,0,8,1,12,0,8,13,13,2,5,1,2,34%,66%,3,2,0,1,2,0,280,544,193,449,69%,83%
5,592193,1,2020-10-26T17:30:00+00:00,The American Express Community Stadium,51,60,1,0,1,1,3,3,1,5,5,9,1,1,3,3,2,6,14,7,6,2,2,1,49%,51%,2,0,,,2,3,473,476,383,398,81%,84%
6,592209,2,2020-11-01T19:15:00+00:00,Tottenham Hotspur Stadium,47,51,1,0,2,1,3,2,6,2,9,6,0,2,5,5,4,1,14,13,4,5,0,4,43%,57%,2,1,,,1,2,387,503,294,406,76%,81%
7,592212,1,2020-11-06T17:30:00+00:00,The American Express Community Stadium,51,44,0,0,0,0,3,1,7,3,19,4,9,0,12,3,7,1,11,5,5,3,1,1,58%,42%,1,0,,,1,3,529,376,436,285,82%,76%
8,592221,0,2020-11-21T15:00:00+00:00,Villa Park,66,51,0,1,1,2,4,3,6,3,15,7,5,1,8,6,7,1,5,18,12,3,2,0,55%,45%,2,3,0,1,1,3,457,385,381,313,83%,81%
9,592232,1,2020-11-28T12:30:00+00:00,The American Express Community Stadium,51,40,0,0,1,1,3,2,6,1,11,6,2,3,7,3,4,3,9,13,4,3,2,2,40%,60%,2,1,,,1,2,352,526,272,428,77%,81%
10,592242,0,2020-12-07T20:00:00+00:00,The American Express Community Stadium,51,41,1,1,1,2,4,3,8,4,12,10,0,3,11,7,1,3,12,12,4,3,2,3,47%,53%,3,3,,,1,3,377,420,276,319,73%,76%
11,592256,2,2020-12-13T19:15:00+00:00,King Power Stadium,46,51,3,0,3,0,6,4,5,4,15,12,4,4,13,6,2,6,9,11,9,5,4,1,54%,46%,2,1,,,4,3,516,427,449,350,87%,82%
12,592263,1,2020-12-16T20:00:00+00:00,Craven Cottage,36,51,0,0,0,0,4,4,3,4,9,9,2,1,7,5,2,4,15,11,1,8,1,2,46%,54%,1,0,,,4,4,426,481,312,348,73%,72%
13,592271,1,2020-12-20T12:00:00+00:00,The American Express Community Stadium,51,62,0,0,1,1,5,3,8,2,21,5,8,0,16,3,5,2,9,11,14,2,1,2,73%,27%,1,5,0,1,2,3,545,203,463,130,85%,64%
14,592289,1,2020-12-27T14:15:00+00:00,London Stadium,48,51,0,1,2,2,4,4,2,4,11,13,5,5,8,8,3,5,6,8,5,4,2,1,43%,57%,,,,,2,2,423,574,325,468,77%,82%
15,592291,0,2020-12-29T18:00:00+00:00,The American Express Community Stadium,51,42,0,0,0,1,2,3,5,6,13,11,6,2,9,9,4,2,11,4,5,4,,,49%,51%,2,0,,,2,2,491,511,403,438,82%,86%
16,592301,1,2021-01-02T17:30:00+00:00,The American Express Community Stadium,51,39,1,3,3,3,4,4,3,4,13,11,6,3,10,7,3,4,13,8,5,7,1,0,54%,46%,2,1,,,2,1,548,461,474,382,86%,83%
