,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592143,0,2020-09-12T11:30:00+00:00,Craven Cottage,36,42,0,1,0,3,2,6,2,4,5,13,1,3,1,9,4,4,12,12,2,3,2,2,45%,55%,2,2,,,2,2,523,626,461,562,88%,90%
1,592155,2,2020-09-19T14:00:00+00:00,Elland Road,63,36,2,1,4,3,7,6,2,5,10,14,1,3,8,7,2,7,13,18,5,3,3,0,50%,50%,1,2,,,3,3,444,438,337,354,76%,81%
2,592164,0,2020-09-28T16:45:00+00:00,Craven Cottage,36,66,0,2,0,3,3,5,9,4,16,12,4,3,11,10,5,2,18,14,5,3,0,3,65%,35%,6,3,,,2,2,538,302,461,213,86%,71%
3,592180,2,2020-10-04T13:00:00+00:00,Molineux Stadium,39,36,0,0,1,0,5,2,3,5,14,10,6,3,7,6,7,4,15,8,6,2,,,47%,53%,1,1,,,2,4,478,524,406,460,85%,88%
4,592188,1,2020-10-18T11:00:00+00:00,Bramall Lane,62,36,0,0,1,1,6,6,3,5,10,15,1,4,6,9,4,6,5,9,2,5,4,0,41%,59%,0,2,,,5,5,399,563,320,475,80%,84%
5,592195,0,2020-10-24T14:00:00+00:00,Craven Cottage,36,52,0,1,1,2,3,10,9,3,16,14,4,1,10,11,6,3,11,11,4,4,1,2,64%,36%,0,1,1,0,8,2,643,366,574,296,89%,81%
6,592203,2,2020-11-02T17:30:00+00:00,Craven Cottage,36,60,2,0,2,0,6,1,3,4,13,10,4,5,6,6,7,4,13,11,5,2,1,4,45%,55%,3,2,,,1,2,395,468,303,370,77%,79%
7,592220,2,2020-11-07T20:00:00+00:00,London Stadium,48,36,0,0,1,0,7,3,8,4,16,13,1,6,10,7,6,6,10,9,9,5,3,2,53%,47%,2,2,,,3,6,506,460,446,382,88%,83%
8,592223,0,2020-11-22T12:00:00+00:00,Craven Cottage,36,45,1,3,2,3,6,7,4,0,14,9,4,2,7,7,7,2,14,10,2,5,2,3,54%,46%,2,0,,,4,4,620,518,522,403,84%,78%
9,592236,0,2020-11-30T17:30:00+00:00,King Power Stadium,46,36,0,2,1,2,3,5,6,3,16,10,7,2,8,7,8,3,9,21,6,5,,,68%,32%,0,2,,,3,2,666,317,576,225,86%,71%
