,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592146,0,2020-09-13T15:30:00+00:00,Tottenham Hotspur Stadium,47,45,0,0,0,1,5,4,1,7,9,15,3,4,8,10,1,5,15,7,5,3,0,1,51%,49%,1,0,,,3,5,552,529,470,450,85%,85%
1,592159,0,2020-09-20T11:00:00+00:00,St. Mary's Stadium,41,47,1,1,2,5,7,6,5,1,14,9,2,2,9,7,5,2,17,18,3,2,2,6,52%,48%,4,3,,,1,5,460,419,354,303,77%,72%
2,592168,1,2020-09-27T13:00:00+00:00,Tottenham Hotspur Stadium,47,34,1,0,1,1,12,1,7,2,23,6,4,3,15,4,8,2,15,9,10,4,0,1,65%,35%,1,4,,,0,11,640,319,564,247,88%,77%
3,592177,0,2020-10-04T15:30:00+00:00,Old Trafford,33,47,1,4,1,6,2,8,2,6,5,22,1,8,2,16,3,6,14,11,2,4,1,0,38%,62%,2,1,1,0,2,1,416,672,348,606,84%,90%
4,592189,1,2020-10-18T15:30:00+00:00,Tottenham Hotspur Stadium,47,48,3,0,3,3,6,4,4,4,11,13,1,5,5,10,6,3,13,12,3,7,1,3,51%,49%,0,5,,,2,3,511,459,418,374,82%,81%
5,592194,0,2020-10-26T20:00:00+00:00,Turf Moor,44,47,0,0,0,1,4,3,5,2,13,9,4,4,3,8,10,1,9,7,4,5,4,2,38%,62%,2,0,,,2,3,364,595,270,501,74%,84%
6,592209,2,2020-11-01T19:15:00+00:00,Tottenham Hotspur Stadium,47,51,1,0,2,1,3,2,6,2,9,6,0,2,5,5,4,1,14,13,4,5,0,4,43%,57%,2,1,,,1,2,387,503,294,406,76%,81%
7,592219,0,2020-11-08T12:00:00+00:00,The Hawthorns,60,47,0,0,0,1,2,5,7,6,12,19,3,8,7,13,5,6,17,12,9,6,1,1,41%,59%,1,0,,,4,2,341,509,226,398,66%,78%
8,592229,2,2020-11-21T17:30:00+00:00,Tottenham Hotspur Stadium,47,50,1,0,2,0,2,5,0,6,4,22,2,11,1,15,3,7,13,19,0,10,1,2,33%,67%,2,2,,,5,0,318,599,233,533,73%,89%
9,592233,1,2020-11-29T16:30:00+00:00,Stamford Bridge,49,47,0,0,0,0,3,1,7,3,13,5,3,1,9,2,4,3,20,9,3,3,3,1,60%,40%,4,2,,,1,3,657,438,587,354,89%,81%
10,592248,2,2020-12-06T16:30:00+00:00,Tottenham Hotspur Stadium,47,42,2,0,2,0,3,2,2,7,6,11,1,2,3,6,3,5,16,12,3,9,,,30%,70%,1,2,,,2,1,288,632,194,548,67%,87%
11,592252,1,2020-12-13T14:15:00+00:00,Selhurst Park,52,47,0,1,1,1,5,6,5,5,16,14,6,3,11,7,5,7,15,11,4,7,4,0,42%,58%,1,1,,,5,4,344,457,273,365,79%,80%
12,592269,2,2020-12-16T20:00:00+00:00,Anfield,40,47,1,1,2,1,11,2,1,6,17,8,5,0,15,5,2,3,8,9,7,4,2,0,75%,25%,0,2,,,1,9,813,254,718,156,88%,61%
13,592279,0,2020-12-20T14:15:00+00:00,Tottenham Hotspur Stadium,47,46,0,1,0,2,3,4,4,6,8,17,1,7,5,12,3,5,15,14,5,3,2,4,56%,44%,2,2,,,3,3,518,406,408,321,79%,79%
14,592290,1,2020-12-27T19:15:00+00:00,Molineux Stadium,39,47,0,1,1,1,6,3,2,2,11,6,3,1,7,4,4,2,20,13,9,2,2,0,54%,46%,4,1,,,2,5,542,466,464,367,86%,79%
15,592309,2,2021-01-02T12:30:00+00:00,Tottenham Hotspur Stadium,47,63,2,0,3,0,7,5,9,9,20,18,4,4,14,10,6,8,15,13,3,5,0,1,36%,64%,4,1,1,0,5,4,347,591,261,501,75%,85%
16,592299,1,2021-01-13T20:15:00+00:00,Tottenham Hotspur Stadium,47,36,1,0,1,1,6,4,6,5,15,15,3,6,10,10,5,5,13,15,6,5,2,2,52%,48%,1,2,,,3,5,522,467,427,376,82%,81%
17,592312,1,2021-01-13T20:15:00+00:00,Villa Park,66,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,592328,1,2021-01-17T14:00:00+00:00,Bramall Lane,62,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,592339,1,2021-01-28T20:00:00+00:00,Tottenham Hotspur Stadium,47,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,592342,1,2021-01-31T14:00:00+00:00,The American Express Community Stadium,51,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,592359,1,2021-02-03T19:45:00+00:00,Tottenham Hotspur Stadium,47,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,592369,1,2021-02-06T15:00:00+00:00,Tottenham Hotspur Stadium,47,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,592732,1,2021-02-13T15:00:00+00:00,Etihad Stadium,50,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,592744,1,2021-02-20T15:00:00+00:00,London Stadium,48,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,592754,1,2021-02-27T15:00:00+00:00,Tottenham Hotspur Stadium,47,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,592763,1,2021-03-06T15:00:00+00:00,Tottenham Hotspur Stadium,47,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,592766,1,2021-03-13T15:00:00+00:00,Emirates Stadium,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,592783,1,2021-03-20T15:00:00+00:00,Tottenham Hotspur Stadium,47,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,592793,1,2021-04-03T14:00:00+00:00,St. James' Park,34,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,592803,1,2021-04-10T14:00:00+00:00,Tottenham Hotspur Stadium,47,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,592809,1,2021-04-17T14:00:00+00:00,Goodison Park,45,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
