,fixture_id,h_result,event_date,venue,h_team,a_team,h_halftime_score,a_haftime_score,h_fulltime_score,a_fulltime_score,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,592144,2,2020-09-12T16:30:00+00:00,Anfield,40,63,3,2,4,3,6,3,3,1,22,6,13,2,17,4,5,2,9,6,9,0,2,5,48%,52%,1,0,,,0,3,432,459,328,347,76%,76%
1,592155,2,2020-09-19T14:00:00+00:00,Elland Road,63,36,2,1,4,3,7,6,2,5,10,14,1,3,8,7,2,7,13,18,5,3,3,0,50%,50%,1,2,,,3,3,444,438,337,354,76%,81%
2,592167,0,2020-09-27T11:00:00+00:00,Bramall Lane,62,63,0,0,0,1,4,9,5,5,14,17,5,3,9,9,5,8,18,4,5,7,2,1,36%,64%,2,1,,,7,4,327,578,232,470,71%,81%
3,592175,1,2020-10-03T16:30:00+00:00,Elland Road,63,50,0,1,1,1,7,2,2,14,12,23,3,7,11,16,1,7,11,12,7,10,2,3,52%,48%,2,1,,,1,6,429,389,356,319,83%,82%
4,592184,0,2020-10-19T19:00:00+00:00,Elland Road,63,39,0,0,0,1,2,3,7,1,13,7,4,3,13,4,0,3,13,12,8,3,1,2,67%,33%,2,1,,,2,2,553,269,461,180,83%,67%
5,592192,0,2020-10-23T19:00:00+00:00,Villa Park,66,63,0,0,0,3,4,9,5,13,12,27,3,5,7,20,5,7,14,17,6,5,,,40%,60%,2,2,,,6,3,305,445,217,368,71%,83%
6,592204,0,2020-11-02T20:00:00+00:00,Elland Road,63,46,0,2,1,4,4,8,5,1,11,10,2,1,6,9,5,1,9,5,10,3,2,0,67%,33%,1,1,,,4,3,639,302,541,211,85%,70%
7,592214,2,2020-11-07T15:00:00+00:00,Selhurst Park,52,63,3,1,4,1,6,3,2,4,10,9,2,2,7,5,3,4,9,16,3,6,1,1,35%,65%,0,2,,,2,3,332,599,243,493,73%,82%
8,592224,1,2020-11-22T16:30:00+00:00,Elland Road,63,42,0,0,0,0,4,2,16,6,25,9,5,1,15,5,10,4,9,8,5,3,0,2,66%,34%,3,0,0,1,2,4,610,310,519,220,85%,71%
9,592235,0,2020-11-28T17:30:00+00:00,Goodison Park,45,63,0,0,0,1,8,6,6,11,15,23,1,6,10,17,5,6,8,14,4,2,2,6,41%,59%,1,2,,,5,8,391,542,307,453,79%,84%
10,592244,2,2020-12-05T20:00:00+00:00,Stamford Bridge,49,63,1,1,3,1,11,3,7,4,23,8,5,1,19,5,4,3,12,9,8,4,1,4,45%,55%,0,2,,,2,7,408,481,318,395,78%,82%
11,592255,0,2020-12-11T20:00:00+00:00,Elland Road,63,48,1,1,1,2,7,8,5,8,13,19,1,3,10,12,3,7,12,10,5,6,2,0,64%,36%,1,2,,,6,6,544,296,465,204,85%,69%
12,592264,2,2020-12-16T18:00:00+00:00,Elland Road,63,34,1,1,5,2,10,4,8,5,25,10,7,1,17,8,8,2,10,13,7,4,4,2,68%,32%,3,1,,,2,5,533,246,444,162,83%,66%
13,592276,2,2020-12-20T16:30:00+00:00,Old Trafford,33,63,4,1,6,2,14,3,6,7,26,17,6,7,19,14,7,3,6,6,11,13,2,4,41%,59%,1,0,,,1,8,354,478,273,398,77%,83%
14,592284,2,2020-12-27T12:00:00+00:00,Elland Road,63,44,1,0,1,0,4,6,5,4,11,14,2,4,6,10,5,4,8,14,4,12,3,2,51%,49%,0,3,,,6,3,424,378,315,271,74%,72%
15,592300,0,2020-12-29T18:00:00+00:00,The Hawthorns,60,63,0,4,0,5,1,6,2,3,4,14,1,5,2,8,2,6,7,10,3,10,1,1,24%,76%,0,1,,,2,1,238,762,155,679,65%,89%
16,592309,2,2021-01-02T12:30:00+00:00,Tottenham Hotspur Stadium,47,63,2,0,3,0,7,5,9,9,20,18,4,4,14,10,6,8,15,13,3,5,0,1,36%,64%,4,1,1,0,5,4,347,591,261,501,75%,85%
17,592324,2,2021-01-16T15:00:00+00:00,Elland Road,63,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,592314,2,2021-01-20T18:00:00+00:00,Elland Road,63,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,592337,2,2021-01-26T18:00:00+00:00,St. James' Park,34,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,592346,2,2021-01-31T14:00:00+00:00,King Power Stadium,46,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,592354,2,2021-02-02T19:45:00+00:00,Elland Road,63,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,592364,2,2021-02-06T15:00:00+00:00,Elland Road,63,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,592726,2,2021-02-13T15:00:00+00:00,Emirates Stadium,42,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,592745,2,2021-02-20T15:00:00+00:00,Molineux Stadium,39,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,592749,2,2021-02-27T15:00:00+00:00,Elland Road,63,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,592765,2,2021-03-06T15:00:00+00:00,London Stadium,48,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,592770,2,2021-03-13T15:00:00+00:00,Elland Road,63,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
