,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
0,4.0,3.0,7.0,8.0,14.0,13.0,3.0,2.0,7.0,8.0,7.0,5.0,12.0,15.0,3.0,6.0,0.0,2.0,62.0,38.0,2.0,2.0,0.0,0.0,2.0,4.0,414.0,245.0,298.0,143.0,72.0,58.0
1,5.0,2.0,9.0,6.0,20.0,10.0,6.0,2.0,10.0,4.0,10.0,6.0,19.0,9.0,10.0,4.0,2.0,0.0,56.0,44.0,3.0,3.0,0.0,0.0,2.0,4.0,440.0,325.0,353.0,234.0,80.0,72.0
2,5.0,3.0,12.0,4.0,24.0,10.0,7.0,3.0,16.0,5.0,8.0,5.0,15.0,10.0,10.0,4.0,5.0,2.0,59.0,41.0,2.0,1.0,0.0,0.0,2.0,3.0,447.0,326.0,380.0,246.0,85.0,75.0
3,4.0,4.0,5.0,4.0,12.0,12.0,3.0,4.0,7.0,6.0,5.0,6.0,5.0,9.0,6.0,6.0,3.0,1.0,57.0,43.0,1.0,2.0,0.0,0.0,2.0,3.0,526.0,390.0,450.0,306.0,86.0,78.0
4,8.0,4.0,2.0,6.0,14.0,11.0,4.0,1.0,9.0,6.0,5.0,5.0,15.0,9.0,10.0,5.0,2.0,3.0,56.0,44.0,2.0,1.0,0.0,0.0,3.0,3.0,459.0,350.0,376.0,259.0,82.0,74.0
5,4.0,4.0,4.0,13.0,11.0,21.0,3.0,4.0,6.0,15.0,5.0,6.0,15.0,12.0,3.0,5.0,3.0,2.0,44.0,56.0,0.0,2.0,0.0,0.0,1.0,2.0,360.0,450.0,260.0,336.0,72.0,75.0
6,3.0,2.0,6.0,2.0,13.0,10.0,4.0,6.0,9.0,5.0,4.0,5.0,16.0,11.0,10.0,9.0,3.0,1.0,56.0,44.0,5.0,4.0,0.0,0.0,1.0,1.0,398.0,297.0,299.0,200.0,75.0,67.0
7,3.0,4.0,8.0,5.0,12.0,12.0,1.0,3.0,7.0,6.0,5.0,6.0,12.0,13.0,7.0,6.0,1.0,1.0,55.0,45.0,1.0,5.0,0.0,1.0,3.0,3.0,411.0,351.0,305.0,251.0,74.0,72.0
8,4.0,7.0,7.0,7.0,16.0,23.0,5.0,9.0,10.0,13.0,6.0,10.0,10.0,8.0,8.0,8.0,1.0,3.0,44.0,56.0,0.0,0.0,0.0,0.0,5.0,1.0,403.0,487.0,297.0,390.0,74.0,80.0
9,6.0,10.0,1.0,5.0,7.0,17.0,0.0,2.0,6.0,13.0,1.0,4.0,15.0,5.0,3.0,3.0,4.0,1.0,44.0,56.0,1.0,2.0,0.0,0.0,6.0,4.0,417.0,518.0,304.0,399.0,73.0,77.0
10,7.0,5.0,6.0,7.0,14.0,16.0,1.0,4.0,9.0,8.0,5.0,8.0,11.0,12.0,4.0,7.0,3.0,3.0,38.0,62.0,1.0,2.0,0.0,0.0,3.0,3.0,328.0,508.0,214.0,400.0,65.0,79.0
11,2.0,4.0,4.0,5.0,8.0,10.0,2.0,1.0,6.0,8.0,2.0,2.0,12.0,15.0,2.0,7.0,1.0,1.0,38.0,62.0,1.0,2.0,0.0,0.0,1.0,1.0,276.0,447.0,164.0,337.0,59.0,75.0
12,9.0,4.0,7.0,4.0,18.0,12.0,2.0,4.0,11.0,11.0,7.0,2.0,12.0,24.0,10.0,6.0,2.0,0.0,56.0,44.0,4.0,5.0,0.0,0.0,1.0,3.0,371.0,289.0,293.0,203.0,79.0,70.0
13,4.0,3.0,3.0,10.0,9.0,17.0,2.0,4.0,5.0,12.0,4.0,5.0,11.0,13.0,4.0,9.0,0.0,0.0,41.0,59.0,3.0,1.0,0.0,0.0,3.0,1.0,338.0,458.0,246.0,360.0,73.0,79.0
14,6.0,6.0,7.0,6.0,15.0,15.0,2.0,3.0,11.0,10.0,4.0,5.0,16.0,14.0,4.0,7.0,2.0,0.0,56.0,44.0,2.0,4.0,0.0,0.0,3.0,3.0,448.0,340.0,352.0,247.0,79.0,73.0
15,3.0,6.0,3.0,7.0,6.0,16.0,0.0,3.0,4.0,10.0,2.0,6.0,16.0,10.0,1.0,8.0,0.0,1.0,39.0,61.0,2.0,3.0,0.0,0.0,4.0,2.0,400.0,625.0,301.0,529.0,75.0,85.0
16,2.0,6.0,4.0,3.0,6.0,13.0,0.0,4.0,3.0,8.0,3.0,5.0,12.0,15.0,5.0,3.0,1.0,2.0,53.0,47.0,2.0,3.0,0.0,0.0,5.0,2.0,476.0,418.0,370.0,322.0,78.0,77.0
17,3.0,4.0,4.0,5.0,9.0,10.0,2.0,1.0,3.0,5.0,6.0,5.0,18.0,17.0,7.0,3.0,0.0,1.0,56.0,44.0,2.0,4.0,0.0,0.0,3.0,2.0,355.0,292.0,235.0,174.0,66.0,60.0
18,7.0,4.0,5.0,2.0,22.0,7.0,10.0,1.0,14.0,4.0,8.0,3.0,9.0,7.0,8.0,4.0,2.0,3.0,64.0,36.0,1.0,1.0,0.0,0.0,4.0,5.0,637.0,351.0,541.0,258.0,85.0,74.0
19,3.0,4.0,2.0,5.0,7.0,11.0,2.0,2.0,4.0,7.0,3.0,4.0,13.0,14.0,4.0,5.0,1.0,1.0,47.0,53.0,2.0,1.0,0.0,0.0,2.0,2.0,411.0,477.0,315.0,377.0,77.0,79.0
20,3.0,1.0,7.0,6.0,14.0,10.0,4.0,3.0,8.0,3.0,6.0,7.0,10.0,14.0,2.0,2.0,1.0,1.0,44.0,56.0,4.0,2.0,0.0,0.0,1.0,0.0,342.0,438.0,254.0,356.0,74.0,81.0
21,2.0,8.0,2.0,6.0,8.0,17.0,4.0,3.0,5.0,9.0,3.0,8.0,10.0,15.0,8.0,7.0,1.0,1.0,44.0,56.0,0.0,1.0,0.0,0.0,7.0,2.0,371.0,476.0,272.0,379.0,73.0,80.0
22,2.0,4.0,5.0,6.0,10.0,11.0,3.0,1.0,2.0,6.0,8.0,5.0,14.0,23.0,2.0,3.0,1.0,0.0,65.0,35.0,0.0,4.0,0.0,0.0,2.0,2.0,453.0,233.0,377.0,154.0,83.0,66.0
23,9.0,7.0,8.0,3.0,21.0,10.0,4.0,0.0,14.0,5.0,7.0,5.0,9.0,8.0,7.0,1.0,1.0,1.0,65.0,35.0,3.0,3.0,0.0,0.0,3.0,8.0,502.0,278.0,413.0,198.0,82.0,71.0
24,4.0,1.0,2.0,4.0,7.0,6.0,1.0,1.0,5.0,3.0,2.0,3.0,10.0,14.0,5.0,5.0,3.0,2.0,57.0,43.0,1.0,3.0,0.0,0.0,1.0,2.0,451.0,327.0,339.0,227.0,75.0,69.0
25,3.0,4.0,7.0,6.0,15.0,11.0,5.0,1.0,11.0,4.0,4.0,7.0,13.0,15.0,4.0,2.0,2.0,0.0,45.0,55.0,3.0,1.0,0.0,0.0,4.0,2.0,347.0,430.0,251.0,327.0,72.0,76.0
26,1.0,4.0,5.0,2.0,11.0,10.0,5.0,4.0,3.0,8.0,8.0,2.0,8.0,12.0,5.0,5.0,0.0,0.0,51.0,49.0,0.0,1.0,0.0,0.0,1.0,1.0,370.0,341.0,266.0,240.0,72.0,70.0
27,0.0,2.0,5.0,4.0,7.0,6.0,2.0,0.0,6.0,2.0,2.0,4.0,8.0,15.0,3.0,2.0,1.0,1.0,43.0,57.0,0.0,2.0,0.0,0.0,2.0,0.0,284.0,394.0,187.0,272.0,66.0,69.0
28,11.0,3.0,5.0,5.0,24.0,8.0,8.0,0.0,16.0,6.0,8.0,2.0,12.0,14.0,9.0,3.0,4.0,2.0,72.0,28.0,3.0,2.0,0.0,0.0,1.0,10.0,608.0,229.0,528.0,162.0,87.0,71.0
29,9.0,3.0,12.0,6.0,25.0,17.0,4.0,8.0,19.0,11.0,6.0,6.0,16.0,11.0,11.0,11.0,1.0,1.0,61.0,39.0,2.0,1.0,0.0,0.0,2.0,4.0,401.0,252.0,330.0,167.0,82.0,66.0
30,6.0,3.0,7.0,6.0,17.0,11.0,4.0,2.0,13.0,8.0,4.0,3.0,11.0,10.0,5.0,8.0,5.0,2.0,27.0,73.0,0.0,1.0,0.0,0.0,3.0,3.0,233.0,628.0,151.0,529.0,65.0,84.0
31,4.0,2.0,6.0,2.0,15.0,6.0,5.0,2.0,11.0,5.0,4.0,1.0,10.0,16.0,8.0,5.0,0.0,0.0,57.0,43.0,0.0,2.0,0.0,0.0,0.0,2.0,420.0,311.0,309.0,198.0,74.0,64.0
32,1.0,3.0,7.0,3.0,14.0,7.0,6.0,1.0,7.0,5.0,7.0,2.0,8.0,10.0,4.0,3.0,0.0,3.0,72.0,28.0,1.0,2.0,0.0,0.0,1.0,0.0,626.0,234.0,520.0,140.0,83.0,60.0
33,1.0,4.0,2.0,8.0,6.0,18.0,3.0,6.0,5.0,10.0,1.0,8.0,13.0,15.0,2.0,11.0,1.0,0.0,31.0,69.0,3.0,3.0,0.0,0.0,3.0,1.0,264.0,593.0,157.0,492.0,59.0,83.0
34,5.0,3.0,6.0,2.0,15.0,9.0,4.0,4.0,11.0,6.0,4.0,3.0,11.0,12.0,14.0,4.0,2.0,1.0,63.0,37.0,2.0,0.0,0.0,0.0,1.0,5.0,463.0,273.0,348.0,176.0,75.0,64.0
35,12.0,2.0,10.0,2.0,26.0,5.0,4.0,1.0,22.0,2.0,4.0,3.0,12.0,8.0,9.0,3.0,2.0,0.0,69.0,31.0,1.0,3.0,0.0,0.0,2.0,7.0,611.0,266.0,538.0,189.0,88.0,71.0
36,4.0,0.0,7.0,6.0,12.0,9.0,1.0,3.0,9.0,6.0,3.0,3.0,13.0,14.0,3.0,7.0,3.0,1.0,29.0,71.0,3.0,5.0,0.0,0.0,0.0,0.0,200.0,487.0,120.0,388.0,60.0,80.0
37,2.0,1.0,3.0,2.0,9.0,6.0,4.0,3.0,6.0,2.0,3.0,4.0,16.0,10.0,3.0,6.0,0.0,1.0,58.0,42.0,2.0,0.0,0.0,0.0,1.0,0.0,542.0,360.0,478.0,294.0,88.0,82.0
38,2.0,1.0,6.0,9.0,12.0,12.0,4.0,2.0,8.0,7.0,4.0,5.0,18.0,14.0,9.0,6.0,1.0,2.0,45.0,55.0,3.0,5.0,0.0,0.0,0.0,1.0,349.0,420.0,262.0,330.0,75.0,79.0
39,5.0,3.0,6.0,2.0,18.0,8.0,7.0,3.0,13.0,3.0,5.0,5.0,11.0,14.0,8.0,1.0,2.0,0.0,46.0,54.0,1.0,1.0,0.0,0.0,1.0,4.0,401.0,476.0,307.0,372.0,77.0,78.0
40,2.0,2.0,6.0,4.0,13.0,7.0,5.0,1.0,8.0,5.0,5.0,2.0,12.0,11.0,5.0,4.0,1.0,3.0,41.0,59.0,1.0,3.0,0.0,0.0,2.0,2.0,350.0,515.0,259.0,428.0,74.0,83.0
41,4.0,4.0,5.0,4.0,12.0,12.0,3.0,4.0,7.0,6.0,5.0,6.0,5.0,9.0,6.0,6.0,3.0,1.0,57.0,43.0,1.0,2.0,0.0,0.0,2.0,3.0,526.0,390.0,450.0,306.0,86.0,78.0
42,6.0,0.0,4.0,3.0,11.0,7.0,1.0,4.0,8.0,2.0,3.0,6.0,5.0,15.0,6.0,3.0,4.0,3.0,52.0,48.0,2.0,1.0,0.0,0.0,0.0,3.0,544.0,502.0,457.0,409.0,84.0,81.0
43,2.0,5.0,2.0,7.0,6.0,19.0,2.0,7.0,5.0,10.0,1.0,9.0,14.0,9.0,2.0,10.0,0.0,3.0,41.0,59.0,2.0,1.0,0.0,0.0,3.0,1.0,391.0,550.0,286.0,452.0,73.0,82.0
44,2.0,3.0,11.0,4.0,19.0,9.0,6.0,2.0,10.0,7.0,9.0,2.0,13.0,12.0,4.0,5.0,5.0,2.0,40.0,60.0,2.0,3.0,0.0,0.0,1.0,1.0,327.0,482.0,246.0,384.0,75.0,80.0
45,3.0,2.0,7.0,1.0,10.0,4.0,0.0,1.0,6.0,2.0,4.0,2.0,15.0,10.0,4.0,6.0,0.0,1.0,63.0,37.0,4.0,1.0,0.0,0.0,1.0,3.0,467.0,265.0,388.0,186.0,83.0,70.0
46,6.0,4.0,3.0,3.0,10.0,11.0,1.0,4.0,3.0,8.0,7.0,3.0,6.0,13.0,8.0,3.0,5.0,2.0,74.0,26.0,1.0,0.0,0.0,0.0,4.0,6.0,706.0,235.0,604.0,132.0,86.0,56.0
47,3.0,3.0,6.0,8.0,11.0,18.0,2.0,7.0,5.0,7.0,6.0,11.0,7.0,7.0,4.0,9.0,0.0,0.0,40.0,60.0,2.0,1.0,0.0,0.0,2.0,1.0,357.0,526.0,275.0,438.0,77.0,83.0
48,7.0,3.0,11.0,1.0,25.0,5.0,7.0,1.0,14.0,3.0,11.0,2.0,7.0,15.0,8.0,2.0,5.0,2.0,71.0,29.0,1.0,3.0,0.0,0.0,2.0,6.0,632.0,266.0,554.0,181.0,88.0,68.0
49,1.0,3.0,7.0,6.0,12.0,13.0,4.0,4.0,6.0,10.0,6.0,3.0,13.0,10.0,2.0,3.0,0.0,1.0,42.0,58.0,2.0,3.0,0.0,0.0,2.0,1.0,451.0,620.0,365.0,527.0,81.0,85.0
50,3.0,2.0,6.0,2.0,11.0,6.0,2.0,2.0,7.0,4.0,4.0,2.0,15.0,12.0,2.0,3.0,3.0,1.0,40.0,60.0,4.0,4.0,0.0,0.0,0.0,1.0,330.0,487.0,210.0,378.0,64.0,78.0
51,4.0,2.0,5.0,3.0,16.0,6.0,7.0,1.0,10.0,3.0,6.0,3.0,6.0,10.0,13.0,7.0,3.0,2.0,60.0,40.0,1.0,1.0,0.0,0.0,2.0,3.0,601.0,395.0,524.0,300.0,87.0,76.0
52,3.0,2.0,6.0,1.0,14.0,6.0,5.0,3.0,10.0,4.0,4.0,2.0,14.0,12.0,4.0,2.0,3.0,2.0,55.0,45.0,4.0,3.0,0.0,0.0,1.0,1.0,510.0,418.0,396.0,314.0,78.0,75.0
53,3.0,4.0,1.0,4.0,8.0,15.0,4.0,7.0,3.0,12.0,5.0,3.0,11.0,14.0,5.0,2.0,1.0,4.0,37.0,63.0,1.0,0.0,0.0,0.0,1.0,3.0,393.0,679.0,314.0,598.0,80.0,88.0
54,4.0,2.0,5.0,6.0,10.0,14.0,1.0,6.0,5.0,6.0,5.0,8.0,10.0,11.0,3.0,8.0,0.0,3.0,43.0,57.0,1.0,0.0,0.0,0.0,2.0,1.0,409.0,523.0,306.0,420.0,75.0,80.0
55,4.0,2.0,2.0,4.0,6.0,8.0,0.0,2.0,2.0,4.0,4.0,4.0,17.0,18.0,7.0,3.0,3.0,4.0,45.0,55.0,6.0,5.0,0.0,0.0,2.0,3.0,321.0,396.0,190.0,275.0,59.0,69.0
56,12.0,2.0,12.0,4.0,32.0,9.0,8.0,3.0,24.0,3.0,8.0,6.0,9.0,14.0,12.0,2.0,5.0,0.0,65.0,35.0,1.0,1.0,0.0,0.0,1.0,10.0,610.0,332.0,532.0,241.0,87.0,73.0
57,1.0,4.0,5.0,4.0,9.0,10.0,3.0,2.0,4.0,4.0,5.0,6.0,10.0,9.0,2.0,2.0,0.0,0.0,62.0,38.0,3.0,0.0,0.0,0.0,4.0,1.0,530.0,331.0,431.0,219.0,81.0,66.0
58,5.0,1.0,6.0,4.0,12.0,5.0,1.0,0.0,9.0,3.0,3.0,2.0,15.0,15.0,3.0,1.0,2.0,3.0,46.0,54.0,3.0,1.0,0.0,0.0,1.0,5.0,355.0,431.0,250.0,325.0,70.0,75.0
59,2.0,5.0,5.0,5.0,11.0,13.0,4.0,3.0,7.0,9.0,4.0,4.0,7.0,14.0,7.0,5.0,2.0,0.0,61.0,39.0,2.0,1.0,0.0,0.0,2.0,1.0,529.0,338.0,426.0,255.0,81.0,75.0
60,3.0,5.0,3.0,5.0,11.0,15.0,5.0,5.0,7.0,10.0,4.0,5.0,12.0,13.0,4.0,3.0,0.0,2.0,61.0,39.0,2.0,1.0,0.0,0.0,4.0,4.0,482.0,288.0,384.0,201.0,80.0,70.0
61,5.0,0.0,6.0,5.0,17.0,8.0,6.0,3.0,11.0,5.0,6.0,3.0,8.0,11.0,11.0,2.0,5.0,1.0,65.0,35.0,0.0,1.0,0.0,0.0,0.0,4.0,583.0,315.0,494.0,216.0,85.0,69.0
62,3.0,3.0,4.0,3.0,9.0,7.0,2.0,1.0,6.0,5.0,3.0,2.0,14.0,9.0,5.0,2.0,0.0,2.0,45.0,55.0,2.0,0.0,0.0,0.0,3.0,3.0,470.0,562.0,344.0,455.0,73.0,81.0
63,3.0,4.0,7.0,6.0,15.0,11.0,5.0,1.0,11.0,4.0,4.0,7.0,13.0,15.0,4.0,2.0,2.0,0.0,45.0,55.0,3.0,1.0,0.0,0.0,4.0,2.0,347.0,430.0,251.0,327.0,72.0,76.0
64,8.0,2.0,5.0,3.0,13.0,8.0,0.0,3.0,11.0,4.0,2.0,4.0,16.0,20.0,6.0,1.0,1.0,4.0,54.0,46.0,1.0,2.0,0.0,0.0,2.0,5.0,435.0,369.0,340.0,277.0,78.0,75.0
65,3.0,6.0,4.0,4.0,10.0,14.0,3.0,4.0,9.0,9.0,1.0,5.0,9.0,8.0,8.0,3.0,0.0,1.0,63.0,37.0,1.0,1.0,0.0,0.0,3.0,2.0,555.0,326.0,460.0,239.0,83.0,73.0
66,3.0,1.0,6.0,4.0,15.0,8.0,6.0,3.0,6.0,6.0,9.0,2.0,9.0,16.0,11.0,3.0,1.0,0.0,55.0,45.0,2.0,3.0,0.0,0.0,1.0,3.0,420.0,358.0,334.0,259.0,80.0,72.0
67,5.0,4.0,7.0,4.0,17.0,12.0,5.0,4.0,15.0,7.0,2.0,5.0,13.0,12.0,8.0,4.0,1.0,1.0,47.0,53.0,2.0,1.0,0.0,0.0,2.0,1.0,400.0,433.0,307.0,326.0,77.0,75.0
68,5.0,2.0,5.0,5.0,13.0,7.0,3.0,0.0,8.0,5.0,5.0,2.0,9.0,12.0,4.0,3.0,2.0,2.0,57.0,43.0,0.0,3.0,0.0,0.0,2.0,3.0,451.0,340.0,372.0,259.0,82.0,76.0
69,5.0,4.0,6.0,4.0,13.0,12.0,2.0,4.0,9.0,7.0,4.0,5.0,11.0,16.0,2.0,4.0,3.0,0.0,35.0,65.0,2.0,2.0,0.0,0.0,2.0,4.0,308.0,584.0,216.0,492.0,70.0,84.0
70,10.0,2.0,7.0,3.0,21.0,5.0,4.0,0.0,11.0,1.0,10.0,4.0,4.0,14.0,4.0,3.0,2.0,2.0,68.0,32.0,0.0,4.0,0.0,1.0,2.0,6.0,601.0,276.0,540.0,215.0,90.0,78.0
71,2.0,4.0,3.0,4.0,6.0,10.0,1.0,2.0,2.0,4.0,4.0,6.0,15.0,11.0,3.0,5.0,1.0,6.0,48.0,52.0,3.0,3.0,0.0,0.0,4.0,1.0,397.0,416.0,282.0,302.0,71.0,73.0
72,6.0,4.0,6.0,10.0,14.0,22.0,2.0,8.0,7.0,14.0,7.0,8.0,9.0,9.0,4.0,11.0,1.0,1.0,31.0,69.0,4.0,4.0,0.0,0.0,2.0,4.0,256.0,540.0,174.0,473.0,68.0,88.0
73,7.0,1.0,11.0,0.0,21.0,2.0,3.0,1.0,13.0,1.0,8.0,1.0,8.0,21.0,8.0,1.0,0.0,2.0,57.0,43.0,0.0,2.0,0.0,0.0,1.0,4.0,619.0,466.0,531.0,393.0,86.0,84.0
74,3.0,4.0,5.0,6.0,14.0,14.0,6.0,4.0,8.0,10.0,6.0,4.0,19.0,11.0,6.0,3.0,2.0,0.0,41.0,59.0,3.0,0.0,0.0,0.0,2.0,2.0,367.0,522.0,281.0,439.0,77.0,84.0
75,10.0,3.0,9.0,3.0,25.0,9.0,6.0,3.0,12.0,6.0,13.0,3.0,13.0,8.0,3.0,3.0,1.0,0.0,73.0,27.0,0.0,1.0,0.0,0.0,3.0,7.0,752.0,260.0,670.0,174.0,89.0,67.0
76,6.0,1.0,10.0,4.0,24.0,5.0,8.0,0.0,11.0,1.0,13.0,4.0,8.0,12.0,6.0,2.0,1.0,0.0,64.0,36.0,1.0,2.0,0.0,1.0,0.0,6.0,583.0,325.0,495.0,224.0,85.0,69.0
77,2.0,4.0,2.0,6.0,6.0,13.0,2.0,3.0,3.0,6.0,3.0,7.0,20.0,10.0,0.0,5.0,1.0,2.0,37.0,63.0,4.0,3.0,0.0,0.0,2.0,1.0,330.0,560.0,251.0,488.0,76.0,87.0
78,6.0,7.0,6.0,2.0,14.0,10.0,2.0,1.0,8.0,6.0,6.0,4.0,18.0,15.0,3.0,2.0,1.0,2.0,45.0,55.0,6.0,1.0,0.0,0.0,4.0,6.0,397.0,490.0,311.0,411.0,78.0,84.0
79,4.0,8.0,11.0,3.0,19.0,13.0,4.0,2.0,8.0,10.0,11.0,3.0,10.0,15.0,4.0,4.0,2.0,1.0,57.0,43.0,2.0,2.0,0.0,0.0,4.0,2.0,445.0,325.0,384.0,233.0,86.0,72.0
80,5.0,2.0,3.0,9.0,10.0,15.0,2.0,4.0,6.0,8.0,4.0,7.0,14.0,19.0,5.0,7.0,0.0,2.0,39.0,61.0,3.0,4.0,0.0,0.0,1.0,2.0,284.0,417.0,182.0,347.0,64.0,83.0
81,4.0,2.0,3.0,4.0,13.0,12.0,6.0,6.0,10.0,5.0,3.0,7.0,11.0,15.0,7.0,6.0,5.0,0.0,43.0,57.0,1.0,3.0,0.0,0.0,2.0,2.0,349.0,469.0,241.0,348.0,69.0,74.0
82,7.0,2.0,5.0,6.0,17.0,11.0,5.0,3.0,9.0,4.0,8.0,7.0,17.0,12.0,4.0,5.0,0.0,2.0,48.0,52.0,3.0,4.0,0.0,0.0,0.0,5.0,349.0,382.0,270.0,299.0,77.0,78.0
83,3.0,2.0,7.0,1.0,10.0,4.0,0.0,1.0,6.0,2.0,4.0,2.0,15.0,10.0,4.0,6.0,0.0,1.0,63.0,37.0,4.0,1.0,0.0,0.0,1.0,3.0,467.0,265.0,388.0,186.0,83.0,70.0
84,5.0,2.0,3.0,3.0,11.0,10.0,3.0,5.0,4.0,5.0,7.0,5.0,15.0,16.0,7.0,2.0,1.0,4.0,53.0,47.0,2.0,1.0,0.0,0.0,2.0,5.0,443.0,385.0,348.0,287.0,79.0,75.0
85,0.0,2.0,16.0,4.0,23.0,8.0,7.0,2.0,12.0,3.0,12.0,5.0,13.0,8.0,7.0,2.0,0.0,2.0,54.0,46.0,1.0,2.0,0.0,0.0,2.0,0.0,476.0,399.0,374.0,290.0,79.0,73.0
86,17.0,8.0,9.0,2.0,28.0,11.0,2.0,1.0,22.0,4.0,6.0,7.0,14.0,10.0,6.0,3.0,1.0,2.0,59.0,41.0,1.0,2.0,0.0,0.0,7.0,11.0,563.0,378.0,446.0,262.0,79.0,69.0
87,3.0,2.0,7.0,3.0,10.0,11.0,0.0,6.0,7.0,7.0,3.0,4.0,12.0,18.0,4.0,6.0,1.0,0.0,45.0,55.0,2.0,3.0,0.0,0.0,1.0,1.0,353.0,410.0,222.0,269.0,63.0,66.0
88,2.0,1.0,8.0,7.0,11.0,14.0,1.0,6.0,7.0,8.0,4.0,7.0,24.0,14.0,3.0,3.0,1.0,6.0,49.0,51.0,5.0,0.0,1.0,0.0,1.0,2.0,356.0,371.0,250.0,273.0,70.0,74.0
89,3.0,5.0,8.0,5.0,11.0,17.0,0.0,7.0,6.0,10.0,5.0,7.0,12.0,8.0,3.0,4.0,1.0,2.0,40.0,60.0,2.0,1.0,0.0,1.0,5.0,0.0,298.0,442.0,185.0,343.0,62.0,78.0
90,6.0,4.0,4.0,4.0,11.0,11.0,1.0,3.0,10.0,8.0,1.0,3.0,11.0,16.0,2.0,4.0,3.0,3.0,47.0,53.0,2.0,2.0,0.0,0.0,2.0,3.0,357.0,400.0,262.0,287.0,73.0,72.0
91,7.0,2.0,4.0,3.0,13.0,5.0,2.0,0.0,8.0,2.0,5.0,3.0,16.0,20.0,5.0,2.0,3.0,3.0,63.0,37.0,1.0,2.0,0.0,0.0,2.0,5.0,501.0,287.0,405.0,202.0,81.0,70.0
92,2.0,4.0,3.0,4.0,11.0,10.0,6.0,2.0,9.0,6.0,2.0,4.0,10.0,9.0,4.0,11.0,2.0,2.0,42.0,58.0,1.0,2.0,0.0,0.0,4.0,1.0,275.0,364.0,187.0,264.0,68.0,73.0
93,3.0,4.0,4.0,5.0,9.0,10.0,2.0,1.0,3.0,5.0,6.0,5.0,18.0,17.0,7.0,3.0,0.0,1.0,56.0,44.0,2.0,4.0,0.0,0.0,3.0,2.0,355.0,292.0,235.0,174.0,66.0,60.0
94,2.0,6.0,1.0,11.0,6.0,19.0,3.0,2.0,4.0,11.0,2.0,8.0,11.0,6.0,0.0,3.0,5.0,3.0,33.0,67.0,3.0,0.0,0.0,0.0,2.0,1.0,293.0,578.0,190.0,480.0,65.0,83.0
95,5.0,2.0,7.0,4.0,16.0,9.0,4.0,3.0,11.0,5.0,5.0,4.0,10.0,15.0,7.0,6.0,3.0,0.0,54.0,46.0,1.0,2.0,0.0,0.0,1.0,3.0,399.0,352.0,296.0,237.0,74.0,67.0
96,5.0,1.0,6.0,4.0,12.0,5.0,1.0,0.0,9.0,3.0,3.0,2.0,15.0,15.0,3.0,1.0,2.0,3.0,46.0,54.0,3.0,1.0,0.0,0.0,1.0,5.0,355.0,431.0,250.0,325.0,70.0,75.0
97,5.0,3.0,6.0,2.0,15.0,10.0,4.0,5.0,10.0,3.0,5.0,7.0,6.0,16.0,9.0,4.0,3.0,2.0,62.0,38.0,1.0,2.0,0.0,0.0,1.0,3.0,526.0,319.0,415.0,200.0,79.0,63.0
98,5.0,6.0,8.0,2.0,20.0,10.0,7.0,2.0,14.0,6.0,6.0,4.0,12.0,15.0,9.0,5.0,2.0,1.0,73.0,27.0,3.0,3.0,0.0,0.0,4.0,4.0,598.0,207.0,503.0,125.0,84.0,60.0
99,7.0,7.0,3.0,1.0,16.0,11.0,6.0,3.0,7.0,5.0,9.0,6.0,12.0,10.0,3.0,6.0,2.0,4.0,60.0,40.0,5.0,0.0,0.0,1.0,5.0,5.0,520.0,338.0,398.0,204.0,77.0,60.0
100,11.0,3.0,7.0,5.0,22.0,9.0,4.0,1.0,12.0,3.0,10.0,6.0,10.0,12.0,5.0,1.0,5.0,0.0,57.0,43.0,1.0,0.0,0.0,0.0,3.0,9.0,587.0,426.0,496.0,327.0,84.0,77.0
101,1.0,2.0,3.0,7.0,9.0,13.0,5.0,4.0,5.0,6.0,4.0,7.0,18.0,14.0,4.0,6.0,2.0,2.0,35.0,65.0,4.0,3.0,0.0,1.0,1.0,0.0,258.0,463.0,168.0,370.0,65.0,80.0
102,4.0,11.0,7.0,4.0,16.0,20.0,5.0,5.0,11.0,12.0,5.0,8.0,16.0,9.0,6.0,5.0,2.0,2.0,37.0,63.0,3.0,2.0,0.0,0.0,7.0,1.0,258.0,446.0,156.0,338.0,60.0,76.0
103,0.0,2.0,5.0,4.0,7.0,6.0,2.0,0.0,6.0,2.0,2.0,4.0,8.0,15.0,3.0,2.0,1.0,1.0,43.0,57.0,0.0,2.0,0.0,0.0,2.0,0.0,284.0,394.0,187.0,272.0,66.0,69.0
104,10.0,3.0,5.0,2.0,23.0,11.0,8.0,6.0,15.0,3.0,8.0,8.0,12.0,8.0,13.0,9.0,1.0,0.0,56.0,44.0,1.0,3.0,0.0,0.0,3.0,9.0,387.0,302.0,318.0,208.0,82.0,69.0
