,h_shot_on_goal,a_shot_on_goal,h_shot_off_goal,a_shot_off_goal,h_total_shots,a_total_shots,h_blocked_shots,a_blocked_shots,h_shots_inside_box,a_shots_inside_box,h_shots_outside_box,a_shots_outside_box,h_fouls,a_fouls,h_corner_kicks,a_corner_kicks,h_offsides,a_offsides,h_ball_possession,a_ball_possession,h_yellow_cards,a_yellow_cards,h_red_cards,a_red_cards,h_goalkeeper_saves,a_goalkeeper_saves,h_total_passes,a_total_passes,h_accurate_passes,a_accurate_passes,h_pass_percentage,a_pass_percentage
642,3.0,5.0,7.0,3.0,12.0,11.0,2.0,3.0,6.0,8.0,6.0,3.0,13.0,11.0,2.0,4.0,2.0,1.0,49.0,51.0,3.0,4.0,0.0,0.0,2.0,2.0,423.0,426.0,332.0,340.0,78.0,80.0
643,4.0,2.0,2.0,5.0,9.0,9.0,3.0,2.0,8.0,4.0,1.0,5.0,5.0,13.0,9.0,5.0,0.0,0.0,37.0,63.0,0.0,0.0,0.0,0.0,2.0,3.0,341.0,568.0,260.0,490.0,76.0,86.0
644,6.0,2.0,4.0,6.0,15.0,14.0,5.0,6.0,6.0,12.0,9.0,2.0,7.0,11.0,9.0,8.0,2.0,1.0,62.0,38.0,0.0,3.0,0.0,0.0,2.0,5.0,538.0,317.0,449.0,237.0,83.0,75.0
645,9.0,7.0,3.0,8.0,17.0,22.0,5.0,7.0,13.0,15.0,4.0,7.0,10.0,15.0,4.0,6.0,0.0,1.0,49.0,51.0,2.0,4.0,1.0,0.0,6.0,6.0,438.0,428.0,369.0,366.0,84.0,86.0
646,3.0,9.0,5.0,6.0,10.0,17.0,2.0,2.0,6.0,11.0,4.0,6.0,10.0,14.0,7.0,4.0,3.0,2.0,47.0,53.0,3.0,2.0,0.0,0.0,7.0,3.0,353.0,383.0,249.0,297.0,71.0,78.0
647,2.0,5.0,1.0,13.0,3.0,26.0,0.0,8.0,0.0,9.0,3.0,17.0,14.0,5.0,1.0,12.0,3.0,0.0,19.0,81.0,0.0,1.0,0.0,0.0,5.0,0.0,210.0,848.0,130.0,765.0,62.0,90.0
648,10.0,0.0,7.0,4.0,22.0,6.0,5.0,2.0,14.0,4.0,8.0,2.0,6.0,9.0,9.0,5.0,1.0,2.0,60.0,40.0,2.0,2.0,0.0,0.0,0.0,6.0,626.0,410.0,545.0,314.0,87.0,77.0
649,2.0,3.0,6.0,8.0,13.0,11.0,5.0,0.0,5.0,5.0,8.0,6.0,13.0,3.0,5.0,9.0,0.0,3.0,39.0,61.0,2.0,0.0,0.0,0.0,2.0,1.0,394.0,615.0,314.0,528.0,80.0,86.0
650,6.0,2.0,3.0,4.0,14.0,7.0,5.0,1.0,8.0,3.0,7.0,4.0,10.0,9.0,7.0,1.0,2.0,4.0,59.0,41.0,0.0,1.0,0.0,0.0,2.0,4.0,517.0,361.0,393.0,248.0,76.0,69.0
651,4.0,2.0,3.0,4.0,13.0,12.0,6.0,6.0,10.0,5.0,3.0,7.0,11.0,15.0,7.0,6.0,5.0,0.0,43.0,57.0,1.0,3.0,0.0,0.0,2.0,2.0,349.0,469.0,241.0,348.0,69.0,74.0
652,1.0,3.0,6.0,8.0,10.0,18.0,3.0,7.0,5.0,13.0,5.0,5.0,2.0,3.0,2.0,6.0,4.0,0.0,32.0,68.0,0.0,0.0,0.0,0.0,2.0,1.0,351.0,741.0,246.0,637.0,70.0,86.0
653,14.0,1.0,9.0,4.0,34.0,6.0,11.0,1.0,24.0,4.0,10.0,2.0,11.0,10.0,8.0,4.0,0.0,1.0,64.0,36.0,1.0,2.0,0.0,0.0,0.0,11.0,553.0,307.0,469.0,211.0,85.0,69.0
654,3.0,8.0,4.0,3.0,10.0,21.0,3.0,10.0,4.0,9.0,6.0,12.0,16.0,15.0,2.0,8.0,1.0,1.0,34.0,66.0,2.0,3.0,0.0,0.0,7.0,1.0,294.0,557.0,197.0,452.0,67.0,81.0
655,11.0,1.0,8.0,5.0,38.0,7.0,19.0,1.0,21.0,4.0,17.0,3.0,12.0,9.0,19.0,1.0,0.0,2.0,72.0,28.0,3.0,3.0,1.0,0.0,1.0,11.0,646.0,244.0,573.0,162.0,89.0,66.0
656,7.0,5.0,6.0,7.0,14.0,16.0,1.0,4.0,9.0,8.0,5.0,8.0,11.0,12.0,4.0,7.0,3.0,3.0,38.0,62.0,1.0,2.0,0.0,0.0,3.0,3.0,328.0,508.0,214.0,400.0,65.0,79.0
657,6.0,2.0,8.0,2.0,16.0,5.0,2.0,1.0,7.0,2.0,9.0,3.0,12.0,12.0,4.0,3.0,2.0,3.0,45.0,55.0,0.0,0.0,0.0,0.0,2.0,2.0,401.0,482.0,313.0,389.0,78.0,81.0
658,5.0,5.0,0.0,8.0,10.0,21.0,5.0,8.0,5.0,12.0,5.0,9.0,8.0,15.0,5.0,8.0,4.0,3.0,33.0,67.0,2.0,3.0,0.0,0.0,3.0,4.0,266.0,545.0,146.0,443.0,55.0,81.0
659,4.0,4.0,3.0,5.0,10.0,14.0,3.0,5.0,6.0,7.0,4.0,7.0,7.0,13.0,4.0,9.0,3.0,5.0,55.0,45.0,3.0,2.0,0.0,0.0,4.0,2.0,448.0,339.0,349.0,246.0,78.0,73.0
660,7.0,4.0,6.0,8.0,15.0,18.0,2.0,6.0,12.0,8.0,3.0,10.0,14.0,18.0,4.0,11.0,5.0,0.0,30.0,70.0,2.0,2.0,0.0,0.0,2.0,4.0,242.0,545.0,139.0,447.0,57.0,82.0
661,7.0,2.0,10.0,4.0,20.0,8.0,3.0,2.0,10.0,3.0,10.0,5.0,12.0,15.0,6.0,1.0,0.0,3.0,58.0,42.0,0.0,2.0,0.0,0.0,2.0,6.0,440.0,312.0,352.0,197.0,80.0,63.0
662,9.0,2.0,12.0,1.0,30.0,5.0,9.0,2.0,13.0,4.0,17.0,1.0,10.0,11.0,11.0,2.0,0.0,2.0,60.0,40.0,1.0,2.0,0.0,0.0,1.0,7.0,482.0,325.0,401.0,202.0,83.0,62.0
663,4.0,2.0,2.0,4.0,6.0,8.0,0.0,2.0,2.0,4.0,4.0,4.0,17.0,18.0,7.0,3.0,3.0,4.0,45.0,55.0,6.0,5.0,0.0,0.0,2.0,3.0,321.0,396.0,190.0,275.0,59.0,69.0
664,6.0,3.0,8.0,5.0,16.0,11.0,2.0,3.0,11.0,5.0,5.0,6.0,10.0,9.0,6.0,2.0,3.0,2.0,45.0,55.0,1.0,1.0,0.0,0.0,2.0,2.0,344.0,418.0,233.0,314.0,68.0,75.0
665,3.0,3.0,4.0,6.0,14.0,11.0,7.0,2.0,5.0,6.0,9.0,5.0,11.0,11.0,8.0,8.0,3.0,3.0,55.0,45.0,4.0,3.0,1.0,0.0,1.0,1.0,450.0,357.0,359.0,247.0,80.0,69.0
666,3.0,5.0,4.0,7.0,9.0,20.0,2.0,8.0,2.0,15.0,7.0,5.0,14.0,14.0,2.0,7.0,0.0,2.0,40.0,60.0,1.0,2.0,0.0,0.0,5.0,2.0,292.0,405.0,179.0,317.0,61.0,78.0
667,8.0,7.0,7.0,3.0,24.0,13.0,9.0,3.0,15.0,7.0,9.0,6.0,12.0,11.0,10.0,4.0,2.0,0.0,69.0,31.0,1.0,3.0,1.0,0.0,6.0,6.0,578.0,237.0,502.0,158.0,87.0,67.0
668,3.0,5.0,12.0,3.0,24.0,13.0,9.0,5.0,15.0,7.0,9.0,6.0,4.0,8.0,10.0,2.0,1.0,4.0,59.0,41.0,1.0,0.0,0.0,0.0,5.0,2.0,422.0,286.0,286.0,160.0,68.0,56.0
669,7.0,7.0,3.0,1.0,16.0,11.0,6.0,3.0,7.0,5.0,9.0,6.0,12.0,10.0,3.0,6.0,2.0,4.0,60.0,40.0,5.0,0.0,0.0,1.0,5.0,5.0,520.0,338.0,398.0,204.0,77.0,60.0
670,4.0,2.0,1.0,5.0,7.0,13.0,2.0,6.0,3.0,7.0,4.0,6.0,12.0,11.0,1.0,1.0,3.0,0.0,28.0,72.0,3.0,2.0,0.0,0.0,1.0,3.0,291.0,729.0,182.0,615.0,63.0,84.0
671,1.0,3.0,9.0,4.0,15.0,11.0,5.0,4.0,10.0,5.0,5.0,6.0,8.0,13.0,6.0,3.0,0.0,6.0,66.0,34.0,1.0,3.0,0.0,1.0,2.0,0.0,477.0,240.0,371.0,136.0,78.0,57.0
672,9.0,4.0,11.0,2.0,24.0,6.0,4.0,0.0,16.0,4.0,8.0,2.0,7.0,13.0,9.0,2.0,1.0,1.0,71.0,29.0,2.0,2.0,0.0,0.0,2.0,5.0,580.0,248.0,496.0,162.0,86.0,65.0
673,3.0,1.0,2.0,8.0,10.0,11.0,5.0,2.0,6.0,6.0,4.0,5.0,12.0,16.0,11.0,1.0,3.0,3.0,63.0,37.0,2.0,2.0,0.0,0.0,0.0,1.0,558.0,309.0,423.0,194.0,76.0,63.0
674,5.0,3.0,7.0,7.0,14.0,16.0,2.0,6.0,7.0,9.0,7.0,7.0,14.0,7.0,3.0,5.0,0.0,1.0,44.0,56.0,3.0,1.0,0.0,0.0,3.0,5.0,297.0,384.0,186.0,272.0,63.0,71.0
675,2.0,7.0,6.0,6.0,13.0,19.0,5.0,6.0,5.0,10.0,8.0,9.0,9.0,6.0,3.0,7.0,5.0,1.0,39.0,61.0,2.0,0.0,0.0,0.0,5.0,2.0,361.0,573.0,248.0,467.0,69.0,82.0
676,3.0,2.0,1.0,7.0,7.0,15.0,3.0,6.0,4.0,8.0,3.0,7.0,9.0,16.0,3.0,5.0,4.0,3.0,48.0,52.0,3.0,2.0,0.0,0.0,2.0,2.0,372.0,400.0,242.0,275.0,65.0,69.0
677,5.0,2.0,5.0,5.0,13.0,7.0,3.0,0.0,8.0,5.0,5.0,2.0,9.0,12.0,4.0,3.0,2.0,2.0,57.0,43.0,0.0,3.0,0.0,0.0,2.0,3.0,451.0,340.0,372.0,259.0,82.0,76.0
678,7.0,6.0,9.0,4.0,29.0,13.0,13.0,3.0,17.0,7.0,13.0,6.0,15.0,14.0,6.0,7.0,3.0,0.0,63.0,37.0,2.0,0.0,0.0,0.0,3.0,5.0,529.0,301.0,446.0,197.0,84.0,65.0
679,0.0,6.0,4.0,3.0,8.0,12.0,4.0,3.0,4.0,7.0,4.0,5.0,17.0,16.0,3.0,3.0,3.0,1.0,45.0,55.0,2.0,1.0,0.0,0.0,4.0,0.0,385.0,471.0,274.0,369.0,71.0,78.0
680,5.0,3.0,6.0,2.0,15.0,9.0,4.0,4.0,11.0,6.0,4.0,3.0,11.0,12.0,14.0,4.0,2.0,1.0,63.0,37.0,2.0,0.0,0.0,0.0,1.0,5.0,463.0,273.0,348.0,176.0,75.0,64.0
681,4.0,3.0,5.0,1.0,14.0,11.0,5.0,7.0,10.0,7.0,4.0,4.0,9.0,14.0,5.0,8.0,3.0,1.0,55.0,45.0,1.0,3.0,0.0,0.0,1.0,3.0,383.0,306.0,271.0,192.0,71.0,63.0
682,6.0,3.0,6.0,7.0,18.0,14.0,6.0,4.0,11.0,5.0,7.0,9.0,6.0,11.0,7.0,1.0,3.0,5.0,54.0,46.0,0.0,1.0,0.0,0.0,2.0,4.0,488.0,397.0,388.0,288.0,80.0,73.0
683,1.0,4.0,7.0,5.0,9.0,14.0,1.0,5.0,4.0,6.0,5.0,8.0,11.0,14.0,2.0,5.0,0.0,3.0,44.0,56.0,2.0,2.0,0.0,0.0,2.0,0.0,396.0,489.0,278.0,374.0,70.0,76.0
684,3.0,9.0,5.0,6.0,10.0,17.0,2.0,2.0,6.0,11.0,4.0,6.0,10.0,14.0,7.0,4.0,3.0,2.0,47.0,53.0,3.0,2.0,0.0,0.0,7.0,3.0,353.0,383.0,249.0,297.0,71.0,78.0
685,3.0,4.0,13.0,3.0,23.0,12.0,7.0,5.0,9.0,9.0,14.0,3.0,7.0,10.0,8.0,3.0,0.0,5.0,56.0,44.0,0.0,0.0,0.0,0.0,2.0,3.0,563.0,460.0,478.0,362.0,85.0,79.0
686,6.0,3.0,5.0,5.0,13.0,9.0,2.0,1.0,8.0,4.0,5.0,5.0,14.0,10.0,4.0,6.0,3.0,1.0,52.0,48.0,2.0,2.0,0.0,0.0,2.0,4.0,408.0,363.0,302.0,260.0,74.0,72.0
687,2.0,7.0,2.0,12.0,6.0,28.0,2.0,9.0,3.0,18.0,3.0,10.0,17.0,9.0,1.0,11.0,0.0,3.0,44.0,56.0,3.0,4.0,0.0,0.0,5.0,0.0,399.0,488.0,313.0,416.0,78.0,85.0
688,6.0,3.0,9.0,5.0,19.0,9.0,4.0,1.0,13.0,6.0,6.0,3.0,14.0,9.0,7.0,1.0,5.0,1.0,53.0,47.0,1.0,1.0,0.0,0.0,3.0,5.0,442.0,402.0,365.0,315.0,83.0,78.0
689,5.0,4.0,7.0,9.0,13.0,18.0,1.0,5.0,9.0,11.0,4.0,7.0,15.0,9.0,2.0,7.0,1.0,2.0,41.0,59.0,2.0,4.0,0.0,0.0,1.0,4.0,391.0,566.0,304.0,482.0,78.0,85.0
690,3.0,6.0,4.0,3.0,8.0,18.0,1.0,9.0,6.0,10.0,2.0,8.0,11.0,9.0,3.0,10.0,1.0,2.0,40.0,60.0,2.0,2.0,0.0,0.0,5.0,2.0,406.0,595.0,306.0,495.0,75.0,83.0
691,6.0,6.0,7.0,5.0,16.0,13.0,3.0,2.0,10.0,9.0,6.0,4.0,7.0,10.0,5.0,6.0,9.0,2.0,48.0,52.0,0.0,1.0,1.0,0.0,4.0,3.0,514.0,525.0,428.0,418.0,83.0,80.0
692,5.0,2.0,3.0,3.0,11.0,10.0,3.0,5.0,4.0,5.0,7.0,5.0,15.0,16.0,7.0,2.0,1.0,4.0,53.0,47.0,2.0,1.0,0.0,0.0,2.0,5.0,443.0,385.0,348.0,287.0,79.0,75.0
693,4.0,6.0,8.0,4.0,17.0,14.0,5.0,4.0,11.0,8.0,7.0,6.0,7.0,14.0,6.0,4.0,2.0,1.0,45.0,55.0,2.0,0.0,0.0,0.0,5.0,2.0,364.0,435.0,267.0,347.0,73.0,80.0
694,1.0,3.0,2.0,5.0,6.0,9.0,3.0,1.0,2.0,7.0,4.0,2.0,9.0,16.0,2.0,0.0,0.0,1.0,37.0,63.0,0.0,2.0,0.0,0.0,0.0,0.0,449.0,762.0,366.0,695.0,82.0,91.0
695,6.0,3.0,6.0,3.0,14.0,6.0,2.0,0.0,9.0,4.0,5.0,2.0,13.0,12.0,10.0,3.0,1.0,4.0,62.0,38.0,5.0,2.0,0.0,0.0,2.0,5.0,500.0,308.0,386.0,204.0,77.0,66.0
696,9.0,4.0,7.0,4.0,18.0,12.0,2.0,4.0,11.0,11.0,7.0,2.0,12.0,24.0,10.0,6.0,2.0,0.0,56.0,44.0,4.0,5.0,0.0,0.0,1.0,3.0,371.0,289.0,293.0,203.0,79.0,70.0
697,15.0,0.0,7.0,0.0,28.0,1.0,6.0,1.0,15.0,0.0,13.0,1.0,11.0,17.0,5.0,0.0,3.0,4.0,60.0,40.0,0.0,4.0,0.0,0.0,0.0,10.0,575.0,379.0,491.0,276.0,85.0,73.0
698,5.0,2.0,7.0,4.0,14.0,11.0,2.0,5.0,10.0,6.0,4.0,5.0,10.0,8.0,7.0,4.0,1.0,2.0,61.0,39.0,1.0,2.0,0.0,0.0,2.0,2.0,477.0,301.0,389.0,211.0,82.0,70.0
699,4.0,4.0,5.0,2.0,13.0,9.0,4.0,3.0,8.0,8.0,5.0,1.0,8.0,8.0,0.0,11.0,3.0,1.0,39.0,61.0,0.0,0.0,0.0,0.0,4.0,1.0,350.0,520.0,255.0,422.0,73.0,81.0
700,4.0,2.0,5.0,6.0,10.0,14.0,1.0,6.0,5.0,6.0,5.0,8.0,10.0,11.0,3.0,8.0,0.0,3.0,43.0,57.0,1.0,0.0,0.0,0.0,2.0,1.0,409.0,523.0,306.0,420.0,75.0,80.0
701,7.0,7.0,6.0,4.0,14.0,14.0,1.0,3.0,10.0,11.0,4.0,3.0,10.0,12.0,8.0,4.0,2.0,1.0,56.0,44.0,0.0,0.0,0.0,0.0,3.0,6.0,515.0,408.0,427.0,318.0,83.0,78.0
702,5.0,6.0,5.0,5.0,14.0,11.0,4.0,0.0,7.0,6.0,7.0,5.0,14.0,9.0,4.0,3.0,1.0,2.0,45.0,55.0,2.0,0.0,0.0,0.0,4.0,5.0,451.0,571.0,370.0,483.0,82.0,85.0
703,3.0,4.0,2.0,5.0,7.0,11.0,2.0,2.0,4.0,7.0,3.0,4.0,13.0,14.0,4.0,5.0,1.0,1.0,47.0,53.0,2.0,1.0,0.0,0.0,2.0,2.0,411.0,477.0,315.0,377.0,77.0,79.0
704,3.0,6.0,6.0,2.0,12.0,14.0,3.0,6.0,6.0,12.0,6.0,4.0,12.0,8.0,3.0,2.0,2.0,0.0,43.0,57.0,2.0,0.0,0.0,0.0,4.0,3.0,446.0,605.0,373.0,507.0,84.0,84.0
705,5.0,3.0,7.0,2.0,16.0,6.0,4.0,1.0,9.0,5.0,7.0,1.0,7.0,7.0,6.0,3.0,2.0,1.0,73.0,27.0,1.0,1.0,0.0,0.0,0.0,3.0,785.0,288.0,683.0,215.0,87.0,75.0
706,5.0,2.0,4.0,5.0,12.0,10.0,3.0,3.0,6.0,6.0,6.0,4.0,10.0,19.0,5.0,4.0,1.0,1.0,43.0,57.0,2.0,0.0,0.0,0.0,1.0,3.0,421.0,553.0,340.0,469.0,81.0,85.0
707,5.0,2.0,5.0,2.0,17.0,4.0,7.0,0.0,14.0,1.0,3.0,3.0,9.0,13.0,10.0,3.0,4.0,0.0,68.0,32.0,2.0,3.0,0.0,0.0,1.0,3.0,704.0,323.0,624.0,216.0,89.0,67.0
708,4.0,1.0,5.0,4.0,10.0,9.0,1.0,4.0,7.0,4.0,3.0,5.0,7.0,14.0,7.0,3.0,0.0,0.0,49.0,51.0,2.0,2.0,0.0,0.0,1.0,2.0,478.0,505.0,352.0,371.0,74.0,73.0
709,5.0,2.0,6.0,1.0,16.0,3.0,5.0,0.0,10.0,2.0,6.0,1.0,11.0,14.0,8.0,1.0,1.0,0.0,65.0,35.0,1.0,3.0,0.0,0.0,1.0,2.0,734.0,382.0,636.0,291.0,87.0,76.0
710,9.0,4.0,11.0,2.0,24.0,6.0,4.0,0.0,16.0,4.0,8.0,2.0,7.0,13.0,9.0,2.0,1.0,1.0,71.0,29.0,2.0,2.0,0.0,0.0,2.0,5.0,580.0,248.0,496.0,162.0,86.0,65.0
711,7.0,3.0,3.0,5.0,15.0,11.0,5.0,3.0,8.0,9.0,7.0,2.0,14.0,5.0,2.0,7.0,7.0,3.0,49.0,51.0,3.0,1.0,0.0,0.0,2.0,4.0,376.0,377.0,291.0,283.0,77.0,75.0
712,6.0,1.0,4.0,5.0,12.0,10.0,2.0,4.0,6.0,4.0,7.0,6.0,10.0,9.0,2.0,4.0,2.0,1.0,47.0,53.0,0.0,2.0,0.0,0.0,1.0,5.0,449.0,476.0,359.0,374.0,80.0,79.0
713,3.0,1.0,6.0,4.0,15.0,8.0,6.0,3.0,6.0,6.0,9.0,2.0,9.0,16.0,11.0,3.0,1.0,0.0,55.0,45.0,2.0,3.0,0.0,0.0,1.0,3.0,420.0,358.0,334.0,259.0,80.0,72.0
714,1.0,8.0,2.0,5.0,4.0,18.0,1.0,5.0,3.0,11.0,1.0,7.0,7.0,8.0,5.0,7.0,3.0,4.0,28.0,72.0,1.0,1.0,0.0,0.0,5.0,0.0,246.0,642.0,170.0,558.0,69.0,87.0
715,6.0,1.0,5.0,3.0,14.0,5.0,3.0,1.0,7.0,4.0,7.0,1.0,12.0,12.0,4.0,3.0,2.0,0.0,46.0,54.0,5.0,1.0,0.0,0.0,1.0,5.0,361.0,413.0,267.0,321.0,74.0,78.0
716,7.0,4.0,6.0,5.0,15.0,13.0,2.0,4.0,5.0,9.0,10.0,4.0,8.0,13.0,6.0,2.0,4.0,2.0,53.0,47.0,0.0,0.0,0.0,0.0,4.0,6.0,446.0,381.0,347.0,291.0,78.0,76.0
717,6.0,3.0,2.0,5.0,10.0,9.0,2.0,1.0,8.0,6.0,2.0,3.0,5.0,14.0,11.0,4.0,1.0,1.0,45.0,55.0,2.0,2.0,0.0,0.0,3.0,4.0,365.0,455.0,300.0,389.0,82.0,85.0
718,6.0,4.0,5.0,5.0,12.0,12.0,1.0,3.0,8.0,8.0,4.0,4.0,11.0,13.0,5.0,2.0,1.0,2.0,55.0,45.0,2.0,2.0,0.0,0.0,3.0,5.0,519.0,425.0,438.0,345.0,84.0,81.0
719,4.0,2.0,2.0,5.0,9.0,9.0,3.0,2.0,8.0,4.0,1.0,5.0,5.0,13.0,9.0,5.0,0.0,0.0,37.0,63.0,0.0,0.0,0.0,0.0,2.0,3.0,341.0,568.0,260.0,490.0,76.0,86.0
720,4.0,3.0,6.0,0.0,13.0,3.0,3.0,0.0,9.0,2.0,4.0,1.0,13.0,6.0,8.0,4.0,2.0,1.0,52.0,48.0,4.0,0.0,0.0,0.0,1.0,4.0,441.0,400.0,364.0,322.0,83.0,81.0
721,2.0,5.0,6.0,6.0,12.0,16.0,4.0,5.0,9.0,10.0,3.0,6.0,8.0,10.0,7.0,4.0,1.0,0.0,65.0,35.0,1.0,1.0,0.0,0.0,4.0,0.0,589.0,316.0,510.0,251.0,87.0,79.0
722,6.0,3.0,6.0,2.0,16.0,7.0,4.0,2.0,9.0,4.0,7.0,3.0,16.0,16.0,7.0,1.0,1.0,1.0,61.0,39.0,5.0,2.0,0.0,0.0,2.0,4.0,556.0,350.0,480.0,257.0,86.0,73.0
723,2.0,5.0,9.0,1.0,16.0,8.0,5.0,2.0,9.0,4.0,7.0,4.0,15.0,15.0,1.0,6.0,1.0,1.0,46.0,54.0,3.0,3.0,0.0,1.0,5.0,1.0,355.0,410.0,277.0,320.0,78.0,78.0
724,5.0,2.0,10.0,5.0,22.0,9.0,7.0,2.0,17.0,7.0,5.0,2.0,5.0,10.0,5.0,4.0,3.0,3.0,67.0,33.0,1.0,3.0,0.0,0.0,1.0,3.0,587.0,274.0,508.0,196.0,87.0,72.0
725,4.0,8.0,11.0,3.0,19.0,13.0,4.0,2.0,8.0,10.0,11.0,3.0,10.0,15.0,4.0,4.0,2.0,1.0,57.0,43.0,2.0,2.0,0.0,0.0,4.0,2.0,445.0,325.0,384.0,233.0,86.0,72.0
726,6.0,5.0,2.0,9.0,8.0,23.0,0.0,9.0,6.0,15.0,2.0,8.0,14.0,6.0,2.0,6.0,1.0,1.0,29.0,71.0,2.0,1.0,0.0,0.0,3.0,2.0,260.0,622.0,183.0,555.0,70.0,89.0
727,1.0,9.0,7.0,5.0,13.0,18.0,5.0,4.0,7.0,15.0,6.0,3.0,9.0,14.0,6.0,2.0,0.0,0.0,45.0,55.0,5.0,2.0,0.0,0.0,6.0,0.0,370.0,472.0,286.0,386.0,77.0,82.0
728,2.0,3.0,11.0,4.0,19.0,9.0,6.0,2.0,10.0,7.0,9.0,2.0,13.0,12.0,4.0,5.0,5.0,2.0,40.0,60.0,2.0,3.0,0.0,0.0,1.0,1.0,327.0,482.0,246.0,384.0,75.0,80.0
729,3.0,4.0,8.0,5.0,12.0,12.0,1.0,3.0,7.0,6.0,5.0,6.0,12.0,13.0,7.0,6.0,1.0,1.0,55.0,45.0,1.0,5.0,0.0,1.0,3.0,3.0,411.0,351.0,305.0,251.0,74.0,72.0
730,3.0,2.0,9.0,4.0,20.0,10.0,8.0,4.0,12.0,4.0,8.0,6.0,10.0,13.0,6.0,2.0,3.0,1.0,64.0,36.0,2.0,5.0,0.0,0.0,2.0,2.0,541.0,296.0,469.0,207.0,87.0,70.0
731,6.0,3.0,4.0,4.0,17.0,13.0,7.0,6.0,12.0,7.0,5.0,6.0,15.0,12.0,8.0,8.0,2.0,1.0,49.0,51.0,2.0,3.0,0.0,0.0,3.0,4.0,410.0,418.0,333.0,351.0,81.0,84.0
732,2.0,4.0,6.0,7.0,9.0,12.0,1.0,1.0,6.0,6.0,4.0,6.0,11.0,10.0,6.0,4.0,4.0,1.0,58.0,42.0,4.0,1.0,0.0,0.0,3.0,2.0,498.0,361.0,410.0,267.0,82.0,74.0
733,6.0,3.0,4.0,3.0,14.0,11.0,4.0,5.0,8.0,7.0,6.0,4.0,13.0,16.0,4.0,5.0,2.0,6.0,66.0,34.0,3.0,4.0,0.0,1.0,1.0,3.0,595.0,294.0,511.0,212.0,86.0,72.0
734,8.0,2.0,7.0,4.0,17.0,6.0,2.0,0.0,13.0,3.0,4.0,3.0,16.0,16.0,8.0,4.0,4.0,2.0,68.0,32.0,3.0,1.0,0.0,0.0,1.0,7.0,611.0,278.0,540.0,191.0,88.0,69.0
735,3.0,10.0,5.0,6.0,10.0,19.0,2.0,3.0,6.0,14.0,4.0,5.0,10.0,11.0,3.0,2.0,0.0,2.0,50.0,50.0,3.0,3.0,0.0,0.0,5.0,2.0,491.0,483.0,393.0,384.0,80.0,80.0
736,3.0,3.0,7.0,4.0,19.0,8.0,9.0,1.0,16.0,3.0,3.0,5.0,7.0,8.0,11.0,4.0,5.0,2.0,67.0,33.0,2.0,0.0,0.0,0.0,1.0,1.0,611.0,303.0,516.0,195.0,84.0,64.0
737,7.0,2.0,10.0,4.0,20.0,8.0,3.0,2.0,10.0,3.0,10.0,5.0,12.0,15.0,6.0,1.0,0.0,3.0,58.0,42.0,0.0,2.0,0.0,0.0,2.0,6.0,440.0,312.0,352.0,197.0,80.0,63.0
738,6.0,5.0,4.0,8.0,19.0,16.0,9.0,3.0,10.0,11.0,9.0,5.0,13.0,9.0,10.0,6.0,1.0,9.0,56.0,44.0,2.0,4.0,0.0,0.0,4.0,4.0,419.0,322.0,344.0,219.0,82.0,68.0
739,7.0,7.0,6.0,4.0,14.0,14.0,1.0,3.0,10.0,11.0,4.0,3.0,10.0,12.0,8.0,4.0,2.0,1.0,56.0,44.0,0.0,0.0,0.0,0.0,3.0,6.0,515.0,408.0,427.0,318.0,83.0,78.0
740,4.0,5.0,6.0,10.0,12.0,24.0,2.0,9.0,9.0,11.0,3.0,13.0,11.0,8.0,7.0,7.0,3.0,2.0,39.0,61.0,5.0,3.0,0.0,0.0,5.0,4.0,311.0,481.0,205.0,368.0,66.0,77.0
741,2.0,6.0,5.0,5.0,8.0,13.0,1.0,2.0,3.0,8.0,5.0,5.0,9.0,13.0,2.0,1.0,0.0,5.0,36.0,64.0,2.0,2.0,1.0,0.0,4.0,2.0,396.0,713.0,309.0,642.0,78.0,90.0
742,3.0,1.0,7.0,6.0,14.0,10.0,4.0,3.0,8.0,3.0,6.0,7.0,10.0,14.0,2.0,2.0,1.0,1.0,44.0,56.0,4.0,2.0,0.0,0.0,1.0,0.0,342.0,438.0,254.0,356.0,74.0,81.0
743,2.0,5.0,5.0,5.0,11.0,13.0,4.0,3.0,7.0,9.0,4.0,4.0,7.0,14.0,7.0,5.0,2.0,0.0,61.0,39.0,2.0,1.0,0.0,0.0,2.0,1.0,529.0,338.0,426.0,255.0,81.0,75.0
744,1.0,4.0,1.0,5.0,6.0,11.0,4.0,2.0,1.0,7.0,5.0,4.0,11.0,14.0,2.0,4.0,6.0,3.0,29.0,71.0,3.0,3.0,0.0,0.0,0.0,1.0,281.0,673.0,211.0,591.0,75.0,88.0
745,7.0,4.0,11.0,1.0,21.0,6.0,3.0,1.0,13.0,3.0,8.0,3.0,12.0,15.0,3.0,2.0,2.0,3.0,55.0,45.0,0.0,2.0,0.0,0.0,1.0,6.0,474.0,390.0,388.0,296.0,82.0,76.0
746,4.0,3.0,4.0,3.0,16.0,8.0,8.0,2.0,7.0,7.0,9.0,1.0,7.0,14.0,7.0,5.0,3.0,1.0,65.0,35.0,3.0,2.0,0.0,0.0,1.0,2.0,532.0,282.0,445.0,183.0,84.0,65.0
