StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
709498,7,20001400,1,2020,Josh Richardson,PHI,SF,53,55,1278.80,1693,13,278.00,646.00,43.0,193.00,397.00,48.6,85.00,249.00,34.1,114.00,141.00,80.9,41.00,133.00,174.00,162.00,52.00,36.00,104.00,136.00,755.00,1366.80,1382.00,119.00,0.00,0.00
709449,7,20001434,1,2020,Raul Neto,PHI,PG,3,54,503.70,667,33,101.00,222.00,45.5,67.00,134.00,50.0,34.00,88.00,38.6,39.00,47.00,83.0,11.00,50.00,61.00,95.00,24.00,6.00,47.00,50.00,275.00,533.70,547.25,36.00,0.00,0.00
709574,7,20001661,1,2020,Ben Simmons,PHI,PG,57,57,2256.30,2016,56,375.00,647.00,58.0,373.00,640.00,58.3,2.00,7.00,28.6,185.00,298.00,62.1,113.00,331.00,444.00,455.00,119.00,33.00,200.00,186.00,937.00,2408.30,2435.00,62.00,31.00,6.00
709639,7,20001722,1,2020,Furkan Korkmaz,PHI,SG,12,72,1079.10,1558,55,242.00,563.00,43.0,99.00,207.00,47.8,143.00,356.00,40.2,77.00,102.00,75.5,18.00,150.00,168.00,79.00,41.00,16.00,59.00,98.00,704.00,1136.10,1188.50,90.00,0.00,0.00
709424,7,20002001,1,2020,Zhaire Smith,PHI,SG,0,7,17.40,32,19,3.00,11.00,27.3,3.00,8.00,37.5,0.00,3.00,0,2.00,4.00,50.0,0.00,2.00,2.00,2.00,3.00,0.00,2.00,4.00,8.00,20.40,18.50,-10.00,0.00,0.00
709558,7,20002033,1,2020,Shake Milton,PHI,SG,24,40,645.60,805,20,134.00,277.00,48.4,76.00,142.00,53.5,58.00,135.00,43.0,51.00,65.00,78.5,15.00,73.00,88.00,104.00,20.00,7.00,47.00,92.00,377.00,672.60,702.50,-5.00,0.00,0.00
709539,7,20002191,1,2020,Norvel Pelle,PHI,C,0,24,205.40,231,44,25.00,48.00,52.1,25.00,47.00,53.2,0.00,1.00,0,7.00,14.00,50.0,20.00,52.00,72.00,8.00,3.00,31.00,18.00,55.00,57.00,239.40,218.00,-74.00,0.00,0.00
709733,7,20002244,1,2020,Ryan Broekhoff,PHI,PG,1,17,151.10,180,6,22.00,59.00,37.3,2.00,8.00,25.0,20.00,51.00,39.2,7.00,8.00,87.5,5.00,38.00,43.00,11.00,5.00,4.00,6.00,15.00,71.00,160.10,166.25,8.00,0.00,0.00
709583,7,20002288,1,2020,Matisse Thybulle,PHI,PG,14,65,782.90,1287,21,112.00,265.00,42.3,56.00,108.00,51.9,56.00,157.00,35.7,25.00,41.00,61.0,44.00,63.00,107.00,79.00,94.00,47.00,51.00,141.00,305.00,923.90,841.75,35.00,0.00,0.00
709766,7,20002321,1,2020,Marial Shayok,PHI,PG,0,4,19.90,27,51,3.00,12.00,25.0,1.00,6.00,16.7,2.00,6.00,33.3,3.00,4.00,75.0,1.00,6.00,7.00,1.00,0.00,1.00,3.00,4.00,11.00,20.90,22.75,-13.00,0.00,0.00
709703,8,20000452,1,2020,Garrett Temple,BKN,SG,35,62,1230.60,1729,42,222.00,587.00,37.8,95.00,201.00,47.3,127.00,386.00,32.9,70.00,87.00,80.5,29.00,189.00,218.00,156.00,49.00,29.00,62.00,108.00,641.00,1308.60,1339.00,-41.00,2.00,0.00
709617,8,20000574,1,2020,Kyrie Irving,BKN,PG,20,20,885.60,657,58,199.00,416.00,47.8,143.00,274.00,52.2,56.00,142.00,39.4,94.00,102.00,92.2,22.00,81.00,103.00,128.00,27.00,10.00,52.00,53.00,548.00,922.60,950.75,-7.00,3.00,1.00
727044,8,20000576,1,2020,Iman Shumpert,BKN,SG,0,13,130.80,240,38,21.00,64.00,32.8,13.00,31.00,41.9,8.00,33.00,24.2,4.00,7.00,57.1,9.00,25.00,34.00,12.00,12.00,2.00,10.00,21.00,54.00,144.80,141.50,-52.00,0.00,0.00
709479,8,20000584,1,2020,Joe Harris,BKN,SF,69,69,1583.60,2122,51,381.00,784.00,48.6,209.00,378.00,55.3,172.00,406.00,42.4,64.00,89.00,71.9,64.00,234.00,298.00,144.00,41.00,17.00,104.00,159.00,998.00,1641.60,1736.50,85.00,0.00,0.00
709634,8,20000663,1,2020,DeAndre Jordan,BKN,C,6,56,1361.70,1234,15,191.00,287.00,66.6,191.00,287.00,66.6,0.00,0.00,0,83.00,122.00,68.0,141.00,420.00,561.00,105.00,18.00,52.00,74.00,114.00,465.00,1431.70,1446.25,-39.00,13.00,0.00
792766,8,20000666,1,2020,Jamal Crawford,BKN,SG,0,1,9.50,5,58,2.00,4.00,50.0,1.00,2.00,50.0,1.00,2.00,50.0,0.00,0.00,0,0.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,5.00,9.50,10.00,4.00,0.00,0.00
709495,8,20000816,1,2020,Spencer Dinwiddie,BKN,PG,49,64,2179.20,1994,3,424.00,1021.00,41.5,301.00,621.00,48.5,123.00,400.00,30.8,347.00,446.00,77.8,32.00,189.00,221.00,432.00,40.00,21.00,174.00,180.00,1318.00,2240.20,2352.25,52.00,9.00,0.00
709741,8,20000824,1,2020,Wilson Chandler,BKN,SF,3,35,459.50,734,9,74.00,183.00,40.4,37.00,62.00,59.7,37.00,121.00,30.6,20.00,23.00,87.0,11.00,134.00,145.00,39.00,16.00,12.00,34.00,79.00,205.00,487.50,502.25,-120.00,0.00,0.00
792767,8,20000878,1,2020,Lance Thomas,BKN,SF,4,7,42.60,97,46,8.00,23.00,34.8,4.00,10.00,40.0,4.00,13.00,30.8,4.00,4.00,100,2.00,11.00,13.00,6.00,0.00,0.00,6.00,11.00,24.00,42.60,48.25,-55.00,0.00,0.00
709742,8,20000884,1,2020,Kevin Durant,BKN,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
709467,8,20000916,1,2020,Tyler Johnson,BKN,SG,7,39,498.40,709,17,97.00,250.00,38.8,59.00,131.00,45.0,38.00,119.00,31.9,42.00,50.00,84.0,18.00,59.00,77.00,74.00,16.00,9.00,29.00,58.00,274.00,523.40,535.75,-103.00,0.00,0.00
753353,8,20001452,1,2020,Justin Anderson,BKN,SG,1,10,73.20,107,20,10.00,38.00,26.3,4.00,9.00,44.4,6.00,29.00,20.7,2.00,4.00,50.0,1.00,20.00,21.00,8.00,0.00,6.00,4.00,13.00,28.00,79.20,79.25,3.00,0.00,0.00
709717,8,20001680,1,2020,Taurean Prince,BKN,SF,61,64,1441.20,1857,23,278.00,739.00,37.6,132.00,308.00,42.9,146.00,431.00,33.9,71.00,89.00,79.8,50.00,331.00,381.00,116.00,57.00,25.00,127.00,159.00,773.00,1523.20,1608.75,71.00,8.00,0.00
709548,8,20001681,1,2020,Henry Ellenson,BKN,PF,0,5,10.70,15,7,1.00,7.00,14.3,1.00,3.00,33.3,0.00,4.00,0,0.00,0.00,0,2.00,4.00,6.00,1.00,0.00,0.00,0.00,1.00,2.00,10.70,11.00,12.00,0.00,0.00
709489,8,20001692,1,2020,Timothe Luwawu,BKN,SG,2,47,573.90,852,41,117.00,269.00,43.5,55.00,109.00,50.5,62.00,160.00,38.8,69.00,81.00,85.2,29.00,98.00,127.00,29.00,18.00,7.00,37.00,106.00,365.00,598.90,629.75,-52.00,0.00,0.00
709568,8,20001707,1,2020,Caris Levert,BKN,SG,31,45,1374.10,1329,48,311.00,732.00,42.5,231.00,512.00,45.1,80.00,220.00,36.4,140.00,197.00,71.1,49.00,139.00,188.00,199.00,53.00,10.00,118.00,81.00,842.00,1437.10,1487.00,-4.00,2.00,1.00
709730,8,20001820,1,2020,David Nwaba,BKN,SG,0,20,208.00,268,29,37.00,71.00,52.1,25.00,43.00,58.1,12.00,28.00,42.9,18.00,27.00,66.7,8.00,37.00,45.00,8.00,11.00,12.00,8.00,32.00,104.00,231.00,220.25,35.00,0.00,0.00
709761,8,20001837,1,2020,Jarrett Allen,BKN,C,64,70,1932.20,1851,57,302.00,465.00,64.9,302.00,459.00,65.8,0.00,6.00,0,171.00,270.00,63.3,216.00,455.00,671.00,110.00,40.00,92.00,77.00,162.00,775.00,2064.20,2049.25,45.00,30.00,0.00
709533,8,20002022,1,2020,Rodions Kurucs,BKN,PF,9,47,469.90,683,33,79.00,177.00,44.6,46.00,87.00,52.9,33.00,90.00,36.7,24.00,38.00,63.2,25.00,112.00,137.00,51.00,25.00,5.00,46.00,90.00,215.00,499.90,516.25,-27.00,0.00,0.00
709750,8,20002023,1,2020,Dzanan Musa,BKN,SG,0,40,355.70,487,15,64.00,172.00,37.2,45.00,94.00,47.9,19.00,78.00,24.4,45.00,60.00,75.0,21.00,65.00,86.00,43.00,15.00,1.00,36.00,30.00,192.00,371.70,387.50,-23.00,0.00,0.00
709694,8,20002118,1,2020,Theo Pinson,BKN,PG,0,33,277.80,365,29,45.00,155.00,29.0,30.00,75.00,40.0,15.00,80.00,18.8,15.00,16.00,93.8,10.00,44.00,54.00,56.00,17.00,4.00,33.00,35.00,120.00,298.80,304.50,-40.00,0.00,0.00
709490,8,20002233,1,2020,Chris Chiozza,BKN,PG,2,28,348.10,401,0,55.00,140.00,39.3,28.00,68.00,41.2,27.00,72.00,37.5,5.00,5.00,100,9.00,44.00,53.00,83.00,21.00,4.00,32.00,37.00,142.00,373.10,381.75,91.00,1.00,0.00
709722,8,20002292,1,2020,Nicolas Claxton,BKN,PF,0,15,151.80,186,51,27.00,48.00,56.2,26.00,41.00,63.4,1.00,7.00,14.3,11.00,21.00,52.4,19.00,25.00,44.00,16.00,1.00,8.00,9.00,14.00,66.00,160.80,159.00,-67.00,0.00,0.00
759614,8,20002388,1,2020,Jeremiah Martin,BKN,PG,0,9,117.00,99,6,24.00,53.00,45.3,19.00,35.00,54.3,5.00,18.00,27.8,11.00,14.00,78.6,1.00,9.00,10.00,18.00,7.00,2.00,4.00,7.00,64.00,126.00,122.00,-17.00,0.00,0.00
774811,8,20002462,1,2020,Donta Hall,BKN,PF,0,9,103.60,133,8,15.00,22.00,68.2,15.00,22.00,68.2,0.00,0.00,0,9.00,18.00,50.0,14.00,24.00,38.00,4.00,3.00,6.00,5.00,23.00,39.00,112.60,108.00,-35.00,0.00,0.00
709626,9,20000560,1,2020,Marcus Smart,BOS,PG,40,60,1639.50,1919,17,256.00,682.00,37.5,119.00,287.00,41.5,137.00,395.00,34.7,127.00,152.00,83.6,42.00,183.00,225.00,291.00,101.00,29.00,103.00,162.00,776.00,1769.50,1775.25,281.00,3.00,0.00
709710,9,20000752,1,2020,Kemba Walker,BOS,PG,56,56,1842.40,1742,28,378.00,889.00,42.5,198.00,416.00,47.6,180.00,473.00,38.1,209.00,242.00,86.4,36.00,181.00,217.00,268.00,48.00,28.00,117.00,91.00,1145.00,1918.40,2004.75,248.00,2.00,0.00
709491,9,20000833,1,2020,Gordon Hayward,BOS,SF,52,52,1668.60,1740,2,350.00,700.00,50.0,265.00,478.00,55.4,85.00,222.00,38.3,124.00,145.00,85.5,55.00,293.00,348.00,212.00,38.00,22.00,96.00,96.00,909.00,1728.60,1788.50,332.00,8.00,0.00
709751,9,20000835,1,2020,Enes Kanter,BOS,C,7,58,1140.20,983,28,199.00,348.00,57.2,198.00,341.00,58.1,1.00,7.00,14.3,70.00,99.00,70.7,163.00,268.00,431.00,56.00,22.00,41.00,56.00,100.00,469.00,1203.20,1203.75,211.00,9.00,0.00
709432,9,20001503,1,2020,Brad Wanamaker,BOS,PG,1,71,1002.30,1369,5,162.00,362.00,44.8,125.00,260.00,48.1,37.00,102.00,36.3,126.00,136.00,92.6,22.00,122.00,144.00,179.00,61.00,14.00,76.00,133.00,487.00,1077.30,1066.00,133.00,0.00,0.00
709476,9,20001672,1,2020,Jaylen Brown,BOS,SG,57,57,1817.80,1933,41,427.00,887.00,48.1,298.00,549.00,54.3,129.00,338.00,38.2,176.00,243.00,72.4,62.00,302.00,364.00,118.00,65.00,20.00,125.00,167.00,1159.00,1902.80,1975.00,229.00,8.00,0.00
709501,9,20001829,1,2020,Jayson Tatum,BOS,SF,66,66,2544.00,2265,6,552.00,1226.00,45.0,363.00,757.00,48.0,189.00,469.00,40.3,254.00,313.00,81.2,64.00,396.00,460.00,200.00,93.00,57.00,155.00,136.00,1547.00,2694.00,2754.00,501.00,10.00,0.00
709512,9,20001867,1,2020,Semi Ojeleye,BOS,PF,6,69,498.50,1010,33,80.00,196.00,40.8,32.00,69.00,46.4,48.00,127.00,37.8,28.00,32.00,87.5,26.00,119.00,145.00,37.00,21.00,5.00,19.00,80.00,236.00,524.50,539.25,-31.00,0.00,0.00
709430,9,20001901,1,2020,Daniel Theis,BOS,PF,64,65,1466.70,1566,3,241.00,426.00,56.6,209.00,330.00,63.3,32.00,96.00,33.3,87.00,114.00,76.3,140.00,286.00,426.00,111.00,37.00,84.00,54.00,219.00,601.00,1587.70,1541.50,203.00,7.00,0.00
709431,9,20002024,1,2020,Robert Williams,BOS,PF,1,29,437.10,387,45,64.00,88.00,72.7,64.00,88.00,72.7,0.00,0.00,0,22.00,34.00,64.7,40.00,88.00,128.00,27.00,22.00,35.00,21.00,51.00,150.00,494.10,454.00,36.00,0.00,0.00
709629,9,20002200,1,2020,Javonte Green,BOS,PF,2,48,354.60,467,52,63.00,126.00,50.0,54.00,93.00,58.1,9.00,33.00,27.3,28.00,42.00,66.7,24.00,69.00,93.00,26.00,24.00,8.00,23.00,43.00,163.00,386.60,375.25,-31.00,0.00,0.00
709622,9,20002277,1,2020,Romeo Langford,BOS,PG,2,32,168.70,369,50,28.00,80.00,35.0,23.00,53.00,43.4,5.00,27.00,18.5,18.00,25.00,72.0,15.00,26.00,41.00,13.00,8.00,8.00,11.00,33.00,79.00,184.70,178.75,67.00,0.00,0.00
709758,9,20002278,1,2020,Grant Williams,BOS,PF,5,69,634.60,1043,9,87.00,211.00,41.2,63.00,115.00,54.8,24.00,96.00,25.0,39.00,54.00,72.2,59.00,119.00,178.00,68.00,30.00,36.00,50.00,163.00,237.00,700.60,680.50,131.00,0.00,0.00
709407,9,20002293,1,2020,Carsen Edwards,BOS,PG,0,37,230.40,350,31,42.00,128.00,32.8,18.00,52.00,34.6,24.00,76.00,31.6,13.00,19.00,68.4,6.00,41.00,47.00,24.00,12.00,4.00,15.00,34.00,121.00,246.40,252.25,-47.00,0.00,0.00
709725,9,20002315,1,2020,Tremont Waters,BOS,PG,1,11,87.40,118,39,14.00,49.00,28.6,10.00,25.00,40.0,4.00,24.00,16.7,8.00,8.00,100,0.00,12.00,12.00,16.00,10.00,2.00,15.00,13.00,40.00,99.40,97.50,20.00,0.00,0.00
709459,9,20002342,1,2020,Tacko Fall,BOS,C,0,7,49.50,32,31,11.00,14.00,78.6,11.00,14.00,78.6,0.00,0.00,0,1.00,3.00,33.3,1.00,14.00,15.00,1.00,1.00,4.00,3.00,7.00,23.00,54.50,51.75,7.00,0.00,0.00
709473,9,20002459,1,2020,Vincent Poirier,BOS,C,0,21,118.60,130,0,17.00,36.00,47.2,16.00,34.00,47.1,1.00,2.00,50.0,6.00,7.00,85.7,13.00,30.00,43.00,8.00,2.00,9.00,8.00,25.00,41.00,129.60,125.25,-20.00,0.00,0.00
708365,10,20000457,1,2020,Kyle Lowry,TOR,PG,58,58,2163.90,2098,18,334.00,803.00,41.6,170.00,337.00,50.4,164.00,466.00,35.2,294.00,343.00,85.7,32.00,260.00,292.00,433.00,82.00,26.00,178.00,190.00,1126.00,2271.90,2375.00,275.00,15.00,2.00
708313,10,20000633,1,2020,Marc Gasol,TOR,C,43,44,966.50,1161,11,119.00,279.00,42.7,62.00,131.00,47.3,57.00,148.00,38.5,36.00,49.00,73.5,31.00,244.00,275.00,147.00,34.00,38.00,59.00,124.00,331.00,1038.50,1042.75,267.00,3.00,0.00
708342,10,20000874,1,2020,Serge Ibaka,TOR,PF,27,55,1541.90,1484,39,343.00,670.00,51.2,273.00,488.00,55.9,70.00,182.00,38.5,89.00,124.00,71.8,114.00,338.00,452.00,77.00,28.00,46.00,109.00,153.00,845.00,1615.90,1684.00,95.00,20.00,0.00
708376,10,20001408,1,2020,Rondae Hollis-Jefferson,TOR,SF,6,60,995.60,1121,54,155.00,329.00,47.1,152.00,306.00,49.7,3.00,23.00,13.0,105.00,143.00,73.4,110.00,173.00,283.00,106.00,46.00,23.00,59.00,115.00,418.00,1064.60,1043.75,79.00,2.00,0.00
708354,10,20001416,1,2020,Norman Powell,TOR,SF,26,52,1279.50,1478,48,296.00,598.00,49.5,187.00,325.00,57.5,109.00,273.00,39.9,129.00,153.00,84.3,26.00,164.00,190.00,91.00,60.00,21.00,77.00,108.00,830.00,1360.50,1382.00,148.00,0.00,0.00
708368,10,20001427,1,2020,Stanley Johnson,TOR,SF,0,25,139.40,149,42,22.00,59.00,37.3,15.00,35.00,42.9,7.00,24.00,29.2,9.00,16.00,56.2,7.00,30.00,37.00,20.00,6.00,4.00,15.00,16.00,60.00,149.40,152.25,12.00,0.00,0.00
708358,10,20001530,1,2020,Malcolm Miller,TOR,SF,1,28,80.70,161,53,12.00,29.00,41.4,4.00,7.00,57.1,8.00,22.00,36.4,3.00,8.00,37.5,2.00,14.00,16.00,11.00,5.00,2.00,4.00,18.00,35.00,87.70,87.50,60.00,0.00,0.00
708371,10,20001682,1,2020,Patrick McCaw,TOR,SG,12,37,448.70,908,7,67.00,162.00,41.4,44.00,91.00,48.4,23.00,71.00,32.4,13.00,18.00,72.2,19.00,67.00,86.00,79.00,39.00,4.00,29.00,60.00,170.00,491.70,480.50,2.00,1.00,0.00
708326,10,20001710,1,2020,Pascal Siakam,TOR,PF,60,60,2288.30,2110,20,500.00,1104.00,45.3,369.00,739.00,49.9,131.00,365.00,35.9,240.00,303.00,79.2,64.00,375.00,439.00,207.00,61.00,53.00,148.00,170.00,1371.00,2402.30,2467.75,398.00,12.00,0.00
708348,10,20001733,1,2020,Fred Vanvleet,TOR,PG,54,54,1844.10,1928,9,319.00,773.00,41.3,173.00,399.00,43.4,146.00,374.00,39.0,168.00,198.00,84.8,18.00,185.00,203.00,357.00,100.00,17.00,121.00,132.00,952.00,1961.10,1999.75,204.00,8.00,0.00
708317,10,20001838,1,2020,OG Anunoby,TOR,SF,68,69,1534.80,2065,43,286.00,566.00,50.5,197.00,338.00,58.3,89.00,228.00,39.0,72.00,102.00,70.6,80.00,284.00,364.00,108.00,96.00,45.00,79.00,167.00,733.00,1675.80,1644.50,273.00,5.00,0.00
708378,10,20001886,1,2020,Chris Boucher,TOR,PF,0,62,920.40,818,34,141.00,299.00,47.2,103.00,181.00,56.9,38.00,118.00,32.2,91.00,116.00,78.4,107.00,170.00,277.00,26.00,22.00,61.00,28.00,114.00,411.00,1003.40,974.75,99.00,5.00,0.00
753354,10,20002169,1,2020,Paul Watson,TOR,PG,0,10,70.40,87,12,10.00,26.00,38.5,6.00,14.00,42.9,4.00,12.00,33.3,7.00,9.00,77.8,2.00,15.00,17.00,8.00,4.00,1.00,3.00,5.00,31.00,75.40,74.75,33.00,0.00,0.00
708360,10,20002326,1,2020,Dewan Hernandez,TOR,PF,0,6,34.30,28,15,5.00,14.00,35.7,4.00,12.00,33.3,1.00,2.00,50.0,3.00,5.00,60.0,5.00,9.00,14.00,3.00,1.00,0.00,3.00,6.00,14.00,35.30,37.00,11.00,0.00,0.00
712490,10,20002351,1,2020,Shamorie Ponds,TOR,PG,0,4,15.20,10,35,3.00,5.00,60.0,2.00,3.00,66.7,1.00,2.00,50.0,2.00,2.00,100,0.00,1.00,1.00,2.00,0.00,1.00,0.00,2.00,9.00,16.20,15.75,0.00,0.00,0.00
708322,10,20002356,1,2020,Oshae Brissett,TOR,PF,0,19,81.70,135,5,13.00,36.00,36.1,10.00,21.00,47.6,3.00,15.00,20.0,8.00,10.00,80.0,9.00,17.00,26.00,7.00,4.00,1.00,7.00,18.00,37.00,86.70,88.00,34.00,0.00,0.00
708337,10,20002457,1,2020,Matt Thomas,TOR,PG,1,41,314.20,439,55,73.00,150.00,48.7,26.00,51.00,51.0,47.00,99.00,47.5,9.00,12.00,75.0,9.00,52.00,61.00,22.00,10.00,1.00,16.00,38.00,202.00,325.20,348.75,65.00,0.00,0.00
708373,10,20002493,1,2020,Terence Davis,TOR,PF,4,72,1029.90,1209,9,199.00,436.00,45.6,105.00,194.00,54.1,94.00,242.00,38.8,51.00,59.00,86.4,50.00,187.00,237.00,115.00,39.00,14.00,76.00,124.00,543.00,1082.90,1128.25,200.00,1.00,0.00
709681,11,20000443,1,2020,Otto Porter,CHI,SF,9,14,293.10,330,48,62.00,140.00,44.3,38.00,78.00,48.7,24.00,62.00,38.7,19.00,27.00,70.4,13.00,35.00,48.00,25.00,15.00,6.00,11.00,31.00,167.00,314.10,313.00,26.00,0.00,0.00
709404,11,20000587,1,2020,Thaddeus Young,CHI,PF,16,64,1340.50,1590,39,269.00,601.00,44.8,190.00,379.00,50.1,79.00,222.00,35.6,42.00,72.00,58.3,94.00,221.00,315.00,117.00,92.00,23.00,102.00,134.00,659.00,1455.50,1449.75,-209.00,2.00,0.00
709764,11,20000804,1,2020,Zach LaVine,CHI,PG,60,60,2283.80,2085,27,539.00,1199.00,45.0,355.00,715.00,49.7,184.00,484.00,38.0,268.00,334.00,80.2,41.00,248.00,289.00,254.00,88.00,28.00,206.00,131.00,1530.00,2399.80,2496.25,-191.00,2.00,0.00
709716,11,20001419,1,2020,Cristiano Da Silva Felicio,CHI,C,0,22,238.40,385,46,34.00,54.00,63.0,34.00,52.00,65.4,0.00,2.00,0,18.00,23.00,78.3,55.00,47.00,102.00,16.00,10.00,2.00,18.00,34.00,86.00,250.40,252.50,-57.00,0.00,0.00
709579,11,20001670,1,2020,Kris Dunn,CHI,PG,32,51,1023.70,1268,36,152.00,342.00,44.4,123.00,230.00,53.5,29.00,112.00,25.9,40.00,54.00,74.1,23.00,163.00,186.00,173.00,101.00,17.00,68.00,158.00,373.00,1141.70,1081.50,-29.00,0.00,0.00
709538,11,20001693,1,2020,Denzel Valentine,CHI,SF,5,36,437.30,487,50,97.00,237.00,40.9,51.00,100.00,51.0,46.00,137.00,33.6,6.00,8.00,75.0,9.00,65.00,74.00,43.00,26.00,6.00,26.00,51.00,246.00,469.30,477.00,-41.00,0.00,0.00
709410,11,20001746,1,2020,Ryan Arcidiacono,CHI,PG,4,58,560.00,929,53,90.00,220.00,40.9,36.00,82.00,43.9,54.00,138.00,39.1,27.00,38.00,71.1,20.00,90.00,110.00,96.00,27.00,3.00,37.00,96.00,261.00,590.00,611.00,-82.00,0.00,0.00
709456,11,20001749,1,2020,Tomas Satoransky,CHI,PG,64,65,1523.80,1877,56,237.00,551.00,43.0,173.00,352.00,49.1,64.00,199.00,32.2,106.00,121.00,87.6,76.00,178.00,254.00,354.00,80.00,7.00,130.00,135.00,644.00,1610.80,1638.00,-69.00,3.00,0.00
709470,11,20001795,1,2020,Shaquille Harrison,CHI,PG,10,43,472.70,484,20,77.00,165.00,46.7,61.00,123.00,49.6,16.00,42.00,38.1,39.00,50.00,78.0,22.00,64.00,86.00,49.00,34.00,19.00,19.00,55.00,209.00,525.70,496.00,61.00,1.00,0.00
709665,11,20001831,1,2020,Lauri Markkanen,CHI,PF,50,50,1272.60,1491,32,251.00,591.00,42.5,142.00,274.00,51.8,109.00,317.00,34.4,126.00,153.00,82.4,60.00,253.00,313.00,74.00,42.00,23.00,81.00,96.00,737.00,1337.60,1387.75,-68.00,3.00,0.00
709721,11,20001889,1,2020,Luke Kornet,CHI,PF,14,36,423.80,558,34,82.00,187.00,43.9,51.00,79.00,64.6,31.00,108.00,28.7,20.00,28.00,71.4,22.00,62.00,84.00,32.00,11.00,26.00,14.00,54.00,215.00,460.80,450.50,-42.00,0.00,0.00
709580,11,20001996,1,2020,Wendell Carter Jr.,CHI,PF,43,43,1112.50,1255,52,183.00,343.00,53.4,177.00,314.00,56.4,6.00,29.00,20.7,112.00,152.00,73.7,139.00,266.00,405.00,51.00,33.00,36.00,72.00,162.00,484.00,1181.50,1197.25,-29.00,17.00,0.00
709477,11,20002004,1,2020,Chandler Hutchison,CHI,SF,10,28,427.60,526,46,80.00,175.00,45.7,68.00,137.00,49.6,12.00,38.00,31.6,46.00,78.00,59.0,18.00,90.00,108.00,26.00,27.00,7.00,27.00,47.00,218.00,461.60,452.50,-143.00,0.00,0.00
