StatID,TeamID,PlayerID,SeasonType,Season,Name,Team,Position,Started,Games,FantasyPoints,Minutes,Seconds,FieldGoalsMade,FieldGoalsAttempted,FieldGoalsPercentage,TwoPointersMade,TwoPointersAttempted,TwoPointersPercentage,ThreePointersMade,ThreePointersAttempted,ThreePointersPercentage,FreeThrowsMade,FreeThrowsAttempted,FreeThrowsPercentage,OffensiveRebounds,DefensiveRebounds,Rebounds,Assists,Steals,BlockedShots,Turnovers,PersonalFouls,Points,FantasyPointsFanDuel,FantasyPointsDraftKings,PlusMinus,DoubleDoubles,TripleDoubles
700416,8,20000584,2,2020,Joe Harris,BKN,SF,3,3,38.10,64,38,7.00,19.00,36.8,4.00,8.00,50.0,3.00,11.00,27.3,1.00,2.00,50.0,0.00,8.00,8.00,7.00,1.00,0.00,2.00,5.00,18.00,39.10,41.00,26.00,0.00,0.00
700423,8,20000663,2,2020,DeAndre Jordan,BKN,C,1,3,63.40,63,48,4.00,8.00,50.0,4.00,8.00,50.0,0.00,0.00,0,6.00,10.00,60.0,4.00,23.00,27.00,6.00,3.00,4.00,6.00,7.00,14.00,70.40,67.75,-8.00,0.00,0.00
700417,8,20000816,2,2020,Spencer Dinwiddie,BKN,PG,1,3,66.90,65,44,10.00,33.00,30.3,4.00,18.00,22.2,6.00,15.00,40.0,11.00,13.00,84.6,2.00,5.00,7.00,15.00,3.00,0.00,7.00,6.00,37.00,69.90,73.75,8.00,0.00,0.00
700431,8,20000824,2,2020,Wilson Chandler,BKN,SF,0,2,9.90,53,59,2.00,2.00,100,2.00,2.00,100,0.00,0.00,0,0.00,0.00,0,0.00,2.00,2.00,1.00,1.00,0.00,0.00,3.00,4.00,10.90,10.00,8.00,0.00,0.00
700429,8,20000878,2,2020,Lance Thomas,BKN,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
700432,8,20000884,2,2020,Kevin Durant,BKN,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
700426,8,20001680,2,2020,Taurean Prince,BKN,SF,2,3,59.80,66,31,16.00,28.00,57.1,6.00,13.00,46.2,10.00,15.00,66.7,3.00,3.00,100,2.00,7.00,9.00,4.00,2.00,1.00,8.00,6.00,45.00,62.80,69.25,-5.00,0.00,0.00
700419,8,20001681,2,2020,Henry Ellenson,BKN,PF,0,2,6.30,12,10,1.00,3.00,33.3,1.00,2.00,50.0,0.00,1.00,0,0.00,2.00,0,1.00,3.00,4.00,1.00,0.00,0.00,2.00,1.00,2.00,6.30,7.50,-6.00,0.00,0.00
700420,8,20001707,2,2020,Caris Levert,BKN,SG,3,3,64.20,48,20,12.00,21.00,57.1,7.00,12.00,58.3,5.00,9.00,55.6,3.00,4.00,75.0,0.00,11.00,11.00,8.00,5.00,1.00,5.00,5.00,32.00,70.20,69.75,9.00,0.00,0.00
700422,8,20001799,2,2020,C.J. Williams,BKN,SG,0,1,0.00,2,14,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-3.00,0.00,0.00
700428,8,20001820,2,2020,David Nwaba,BKN,SG,0,3,35.20,58,33,7.00,17.00,41.2,5.00,8.00,62.5,2.00,9.00,22.2,4.00,6.00,66.7,6.00,5.00,11.00,2.00,3.00,1.00,9.00,5.00,20.00,39.20,41.25,-16.00,0.00,0.00
700434,8,20001837,2,2020,Jarrett Allen,BKN,C,2,3,60.40,62,20,10.00,19.00,52.6,10.00,16.00,62.5,0.00,3.00,0,6.00,10.00,60.0,5.00,12.00,17.00,2.00,2.00,6.00,5.00,4.00,26.00,68.40,63.75,11.00,0.00,0.00
700418,8,20002022,2,2020,Rodions Kurucs,BKN,PF,1,3,36.10,66,3,6.00,16.00,37.5,1.00,5.00,20.0,5.00,11.00,45.5,1.00,2.00,50.0,3.00,15.00,18.00,1.00,1.00,0.00,7.00,9.00,18.00,37.10,43.00,7.00,0.00,0.00
700433,8,20002023,2,2020,Dzanan Musa,BKN,SG,0,3,44.30,46,19,10.00,20.00,50.0,4.00,10.00,40.0,6.00,10.00,60.0,4.00,6.00,66.7,0.00,4.00,4.00,1.00,4.00,1.00,2.00,2.00,30.00,49.30,48.50,-13.00,0.00,0.00
700415,8,20002050,2,2020,Deng Adel,BKN,PF,0,1,1.20,2,14,0.00,1.00,0,0.00,0.00,0,0.00,1.00,0,0.00,0.00,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.20,1.25,-3.00,0.00,0.00
700424,8,20002118,2,2020,Theo Pinson,BKN,PG,0,3,29.00,46,25,6.00,24.00,25.0,5.00,12.00,41.7,1.00,12.00,8.3,6.00,7.00,85.7,1.00,4.00,5.00,6.00,0.00,1.00,7.00,1.00,19.00,30.00,33.25,-7.00,0.00,0.00
700427,8,20002292,2,2020,Nicolas Claxton,BKN,PF,0,2,25.20,17,52,3.00,6.00,50.0,2.00,4.00,50.0,1.00,2.00,50.0,2.00,5.00,40.0,2.00,4.00,6.00,2.00,1.00,2.00,0.00,4.00,9.00,28.20,26.00,-2.00,0.00,0.00
700430,8,20002501,2,2020,John Egbunu,BKN,,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
705614,8,20002508,2,2020,Devin Cannady,BKN,,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
705617,8,20002509,2,2020,CJ Massinburg,BKN,,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
698041,9,20000560,2,2020,Marcus Smart,BOS,PG,1,3,40.80,57,37,7.00,19.00,36.8,2.00,7.00,28.6,5.00,12.00,41.7,0.00,0.00,0,1.00,3.00,4.00,8.00,2.00,3.00,5.00,3.00,19.00,45.80,46.00,51.00,0.00,0.00
698049,9,20000752,2,2020,Kemba Walker,BOS,PG,2,2,30.20,36,16,6.00,13.00,46.2,1.00,5.00,20.0,5.00,8.00,62.5,7.00,9.00,77.8,0.00,1.00,1.00,4.00,1.00,0.00,3.00,2.00,24.00,31.20,34.25,12.00,0.00,0.00
698026,9,20000833,2,2020,Gordon Hayward,BOS,SF,3,3,48.10,63,10,8.00,23.00,34.8,6.00,13.00,46.2,2.00,10.00,20.0,3.00,4.00,75.0,2.00,6.00,8.00,9.00,2.00,0.00,0.00,2.00,21.00,50.10,49.50,25.00,0.00,0.00
698053,9,20000835,2,2020,Enes Kanter,BOS,C,0,3,41.80,51,35,8.00,15.00,53.3,8.00,14.00,57.1,0.00,1.00,0,3.00,5.00,60.0,9.00,10.00,19.00,4.00,0.00,1.00,8.00,1.00,19.00,42.80,46.75,26.00,0.00,0.00
698019,9,20001503,2,2020,Brad Wanamaker,BOS,PG,1,3,57.30,52,59,7.00,17.00,41.2,6.00,12.00,50.0,1.00,5.00,20.0,13.00,14.00,92.9,0.00,9.00,9.00,11.00,3.00,0.00,4.00,7.00,28.00,60.30,60.25,28.00,0.00,0.00
698025,9,20001672,2,2020,Jaylen Brown,BOS,SG,3,3,59.60,53,55,11.00,21.00,52.4,10.00,17.00,58.8,1.00,4.00,25.0,4.00,5.00,80.0,1.00,12.00,13.00,6.00,3.00,2.00,2.00,2.00,27.00,64.60,61.75,47.00,0.00,0.00
698027,9,20001829,2,2020,Jayson Tatum,BOS,SF,3,3,74.10,63,28,16.00,38.00,42.1,11.00,22.00,50.0,5.00,16.00,31.2,2.00,5.00,40.0,1.00,17.00,18.00,3.00,6.00,2.00,7.00,0.00,39.00,82.10,81.00,51.00,0.00,0.00
698029,9,20001867,2,2020,Semi Ojeleye,BOS,PF,1,4,39.20,69,30,9.00,27.00,33.3,7.00,18.00,38.9,2.00,9.00,22.2,2.00,4.00,50.0,5.00,11.00,16.00,0.00,1.00,0.00,4.00,2.00,22.00,40.20,43.00,24.00,0.00,0.00
698017,9,20001901,2,2020,Daniel Theis,BOS,PF,2,2,39.90,24,55,5.00,8.00,62.5,5.00,7.00,71.4,0.00,1.00,0,4.00,5.00,80.0,5.00,7.00,12.00,5.00,0.00,2.00,0.00,4.00,14.00,41.90,40.50,27.00,0.00,0.00
698018,9,20002024,2,2020,Robert Williams,BOS,PF,2,4,37.10,33,3,5.00,7.00,71.4,5.00,7.00,71.4,0.00,0.00,0,0.00,0.00,0,0.00,8.00,8.00,3.00,3.00,5.00,3.00,6.00,10.00,45.10,39.00,6.00,0.00,0.00
698020,9,20002087,2,2020,Yante Maten,BOS,PF,0,2,7.60,15,33,2.00,5.00,40.0,2.00,5.00,40.0,0.00,0.00,0,0.00,0.00,0,1.00,2.00,3.00,0.00,0.00,1.00,2.00,2.00,4.00,8.60,8.75,7.00,0.00,0.00
698035,9,20002108,2,2020,Kaiser Gates,BOS,PF,0,2,9.70,15,47,1.00,4.00,25.0,1.00,2.00,50.0,0.00,2.00,0,0.00,0.00,0,1.00,5.00,6.00,1.00,0.00,0.00,1.00,0.00,2.00,9.70,10.50,12.00,0.00,0.00
698042,9,20002200,2,2020,Javonte Green,BOS,PF,0,4,63.20,56,15,16.00,20.00,80.0,15.00,16.00,93.8,1.00,4.00,25.0,4.00,6.00,66.7,4.00,12.00,16.00,4.00,2.00,1.00,5.00,2.00,37.00,66.20,67.00,26.00,0.00,0.00
698040,9,20002277,2,2020,Romeo Langford,BOS,PG,0,2,8.50,21,9,1.00,5.00,20.0,1.00,4.00,25.0,0.00,1.00,0,0.00,0.00,0,1.00,4.00,5.00,1.00,0.00,0.00,1.00,2.00,2.00,8.50,9.25,-6.00,0.00,0.00
698054,9,20002278,2,2020,Grant Williams,BOS,PF,1,4,65.00,73,54,10.00,22.00,45.5,5.00,10.00,50.0,5.00,12.00,41.7,3.00,4.00,75.0,5.00,10.00,15.00,8.00,2.00,3.00,3.00,12.00,28.00,70.00,69.75,27.00,0.00,0.00
698014,9,20002293,2,2020,Carsen Edwards,BOS,PG,1,4,70.00,72,31,22.00,43.00,51.2,8.00,12.00,66.7,14.00,31.00,45.2,3.00,4.00,75.0,0.00,5.00,5.00,2.00,1.00,2.00,6.00,12.00,61.00,73.00,80.25,46.00,0.00,0.00
698051,9,20002315,2,2020,Tremont Waters,BOS,PG,0,4,80.20,65,12,18.00,33.00,54.5,14.00,20.00,70.0,4.00,13.00,30.8,2.00,4.00,50.0,2.00,4.00,6.00,16.00,6.00,1.00,7.00,4.00,42.00,87.20,86.00,13.00,0.00,0.00
698023,9,20002342,2,2020,Tacko Fall,BOS,C,0,4,33.30,38,16,5.00,7.00,71.4,5.00,7.00,71.4,0.00,0.00,0,4.00,8.00,50.0,2.00,7.00,9.00,3.00,2.00,3.00,6.00,7.00,14.00,38.30,36.75,7.00,0.00,0.00
698038,9,20002343,2,2020,Max Strus,BOS,PG,0,4,35.60,58,32,6.00,15.00,40.0,1.00,4.00,25.0,5.00,11.00,45.5,3.00,5.00,60.0,2.00,6.00,8.00,6.00,0.00,2.00,7.00,6.00,20.00,37.60,42.00,20.00,0.00,0.00
698024,9,20002459,2,2020,Vincent Poirier,BOS,C,0,4,29.30,36,23,3.00,3.00,100,3.00,3.00,100,0.00,0.00,0,4.00,8.00,50.0,2.00,7.00,9.00,3.00,3.00,2.00,6.00,6.00,10.00,34.30,32.75,26.00,0.00,0.00
699207,10,20000457,2,2020,Kyle Lowry,TOR,PG,1,1,17.90,25,52,3.00,12.00,25.0,1.00,5.00,20.0,2.00,7.00,28.6,1.00,1.00,100,0.00,2.00,2.00,5.00,1.00,0.00,3.00,0.00,9.00,18.90,20.50,5.00,0.00,0.00
699193,10,20000633,2,2020,Marc Gasol,TOR,C,1,2,45.00,44,48,4.00,12.00,33.3,1.00,4.00,25.0,3.00,8.00,37.5,6.00,7.00,85.7,1.00,14.00,15.00,4.00,3.00,1.00,4.00,5.00,17.00,49.00,49.25,13.00,0.00,0.00
699201,10,20000874,2,2020,Serge Ibaka,TOR,PF,2,3,81.30,59,42,20.00,29.00,69.0,18.00,25.00,72.0,2.00,4.00,50.0,3.00,4.00,75.0,10.00,14.00,24.00,3.00,1.00,3.00,5.00,5.00,45.00,85.30,87.50,4.00,1.00,0.00
699212,10,20001408,2,2020,Rondae Hollis-Jefferson,TOR,SF,0,3,36.10,35,53,5.00,8.00,62.5,5.00,7.00,71.4,0.00,1.00,0,5.00,8.00,62.5,4.00,9.00,13.00,5.00,2.00,0.00,6.00,6.00,15.00,38.10,39.75,10.00,0.00,0.00
699204,10,20001416,2,2020,Norman Powell,TOR,SF,2,4,61.40,60,48,16.00,26.00,61.5,7.00,13.00,53.8,9.00,13.00,69.2,6.00,7.00,85.7,1.00,6.00,7.00,4.00,1.00,0.00,2.00,5.00,47.00,62.40,67.25,30.00,0.00,0.00
699208,10,20001427,2,2020,Stanley Johnson,TOR,SF,0,4,30.90,51,15,1.00,13.00,7.7,0.00,9.00,0,1.00,4.00,25.0,4.00,8.00,50.0,3.00,9.00,12.00,5.00,2.00,2.00,6.00,9.00,7.00,34.90,35.00,10.00,0.00,0.00
699196,10,20001437,2,2020,Cameron Payne,TOR,PG,0,2,17.20,29,54,2.00,9.00,22.2,1.00,4.00,25.0,1.00,5.00,20.0,4.00,4.00,100,0.00,6.00,6.00,4.00,0.00,0.00,5.00,4.00,9.00,17.20,20.50,6.00,0.00,0.00
699205,10,20001530,2,2020,Malcolm Miller,TOR,SF,1,4,26.20,48,35,7.00,14.00,50.0,2.00,2.00,100,5.00,12.00,41.7,3.00,4.00,75.0,0.00,1.00,1.00,0.00,3.00,0.00,3.00,9.00,22.00,29.20,30.25,-18.00,0.00,0.00
699209,10,20001682,2,2020,Patrick McCaw,TOR,SG,1,3,32.90,57,49,2.00,9.00,22.2,2.00,5.00,40.0,0.00,4.00,0,5.00,6.00,83.3,3.00,4.00,7.00,5.00,5.00,0.00,2.00,3.00,9.00,37.90,34.25,-35.00,0.00,0.00
699197,10,20001710,2,2020,Pascal Siakam,TOR,PF,3,3,100.80,70,39,17.00,37.00,45.9,12.00,24.00,50.0,5.00,13.00,38.5,12.00,14.00,85.7,3.00,21.00,24.00,12.00,5.00,2.00,11.00,7.00,51.00,107.80,111.50,0.00,1.00,0.00
699203,10,20001733,2,2020,Fred Vanvleet,TOR,PG,3,3,96.50,77,34,12.00,28.00,42.9,5.00,12.00,41.7,7.00,16.00,43.8,11.00,12.00,91.7,0.00,10.00,10.00,23.00,6.00,0.00,4.00,3.00,42.00,102.50,104.00,22.00,1.00,0.00
699211,10,20001737,2,2020,Isaiah Taylor,TOR,PG,0,3,16.70,23,42,2.00,8.00,25.0,2.00,6.00,33.3,0.00,2.00,0,0.00,0.00,0,1.00,0.00,1.00,5.00,2.00,1.00,2.00,1.00,4.00,19.70,17.75,10.00,0.00,0.00
699194,10,20001838,2,2020,OG Anunoby,TOR,SF,4,4,73.60,95,45,15.00,32.00,46.9,9.00,19.00,47.4,6.00,13.00,46.2,6.00,8.00,75.0,2.00,11.00,13.00,8.00,6.00,0.00,8.00,9.00,42.00,79.60,81.25,-29.00,0.00,0.00
699213,10,20001886,2,2020,Chris Boucher,TOR,PF,1,4,76.80,55,53,14.00,25.00,56.0,11.00,18.00,61.1,3.00,7.00,42.9,7.00,13.00,53.8,4.00,10.00,14.00,2.00,2.00,8.00,1.00,6.00,38.00,86.80,79.50,-24.00,0.00,0.00
699200,10,20001910,2,2020,Devin Robinson,TOR,SF,0,1,6.20,11,18,2.00,3.00,66.7,1.00,2.00,50.0,1.00,1.00,100,0.00,2.00,0,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,5.00,6.20,6.75,13.00,0.00,0.00
699206,10,20002326,2,2020,Dewan Hernandez,TOR,PF,0,3,46.50,38,46,5.00,15.00,33.3,5.00,14.00,35.7,0.00,1.00,0,5.00,7.00,71.4,5.00,15.00,20.00,3.00,0.00,3.00,3.00,2.00,15.00,49.50,49.00,-5.00,0.00,0.00
699195,10,20002356,2,2020,Oshae Brissett,TOR,PF,0,4,36.60,40,36,4.00,14.00,28.6,3.00,9.00,33.3,1.00,5.00,20.0,5.00,8.00,62.5,2.00,6.00,8.00,6.00,3.00,0.00,2.00,3.00,14.00,39.60,38.50,17.00,0.00,0.00
699202,10,20002448,2,2020,Sagaba Konate,TOR,PF,0,1,5.20,4,40,1.00,2.00,50.0,1.00,1.00,100,0.00,1.00,0,2.00,2.00,100,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,5.20,5.25,12.00,0.00,0.00
699198,10,20002457,2,2020,Matt Thomas,TOR,PG,0,4,46.60,57,3,12.00,26.00,46.2,5.00,11.00,45.5,7.00,15.00,46.7,2.00,2.00,100,1.00,7.00,8.00,4.00,2.00,0.00,6.00,5.00,33.00,48.60,53.50,-29.00,0.00,0.00
699210,10,20002493,2,2020,Terence Davis,TOR,PF,1,4,65.20,70,6,13.00,34.00,38.2,10.00,21.00,47.6,3.00,13.00,23.1,2.00,3.00,66.7,1.00,15.00,16.00,12.00,4.00,0.00,11.00,12.00,31.00,69.20,73.00,-9.00,0.00,0.00
698783,11,20000443,2,2020,Otto Porter,CHI,SF,4,4,95.30,77,28,18.00,41.00,43.9,11.00,21.00,52.4,7.00,20.00,35.0,4.00,8.00,50.0,6.00,8.00,14.00,13.00,3.00,4.00,2.00,3.00,47.00,102.30,100.50,23.00,0.00,0.00
698676,11,20000587,2,2020,Thaddeus Young,CHI,PF,0,4,57.30,79,49,10.00,27.00,37.0,9.00,19.00,47.4,1.00,8.00,12.5,0.00,0.00,0,5.00,14.00,19.00,9.00,2.00,1.00,6.00,6.00,21.00,60.30,61.75,55.00,0.00,0.00
704693,11,20000770,2,2020,Luol Deng,CHI,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
698816,11,20000804,2,2020,Zach LaVine,CHI,PG,4,4,128.40,96,18,32.00,54.00,59.3,18.00,29.00,62.1,14.00,25.00,56.0,15.00,18.00,83.3,2.00,15.00,17.00,12.00,5.00,0.00,13.00,6.00,93.00,133.40,142.75,35.00,0.00,0.00
698801,11,20001419,2,2020,Cristiano Da Silva Felicio,CHI,C,2,4,29.90,49,6,4.00,9.00,44.4,4.00,9.00,44.4,0.00,0.00,0,4.00,6.00,66.7,6.00,6.00,12.00,1.00,0.00,1.00,0.00,3.00,12.00,30.90,30.50,-43.00,0.00,0.00
698745,11,20001670,2,2020,Kris Dunn,CHI,PG,2,5,88.90,116,27,12.00,32.00,37.5,10.00,19.00,52.6,2.00,13.00,15.4,0.00,0.00,0,0.00,22.00,22.00,17.00,14.00,0.00,17.00,11.00,26.00,102.90,99.50,17.00,0.00,0.00
698722,11,20001693,2,2020,Denzel Valentine,CHI,SF,1,5,55.30,77,42,7.00,31.00,22.6,2.00,13.00,15.4,5.00,18.00,27.8,5.00,6.00,83.3,2.00,17.00,19.00,7.00,2.00,0.00,6.00,9.00,24.00,57.30,61.75,-57.00,0.00,0.00
698678,11,20001746,2,2020,Ryan Arcidiacono,CHI,PG,0,5,57.80,71,48,8.00,17.00,47.1,7.00,10.00,70.0,1.00,7.00,14.3,7.00,8.00,87.5,1.00,8.00,9.00,14.00,2.00,1.00,4.00,6.00,24.00,60.80,60.75,7.00,0.00,0.00
698695,11,20001749,2,2020,Tomas Satoransky,CHI,PG,3,4,89.90,84,52,11.00,21.00,52.4,7.00,16.00,43.8,4.00,5.00,80.0,4.00,7.00,57.1,10.00,7.00,17.00,19.00,9.00,0.00,7.00,6.00,30.00,98.90,96.25,33.00,0.00,0.00
698701,11,20001795,2,2020,Shaquille Harrison,CHI,PG,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
698778,11,20001831,2,2020,Lauri Markkanen,CHI,PF,4,4,95.60,90,53,16.00,42.00,38.1,8.00,18.00,44.4,8.00,24.00,33.3,5.00,7.00,71.4,5.00,28.00,33.00,8.00,2.00,0.00,5.00,8.00,45.00,97.60,105.25,25.00,1.00,0.00
698804,11,20001889,2,2020,Luke Kornet,CHI,PF,1,4,60.50,70,2,13.00,32.00,40.6,7.00,13.00,53.8,6.00,19.00,31.6,2.00,2.00,100,3.00,7.00,10.00,9.00,1.00,1.00,3.00,8.00,34.00,62.50,65.50,20.00,0.00,0.00
698754,11,20001928,2,2020,Milton Doyle,CHI,SG,0,3,19.50,27,54,2.00,14.00,14.3,2.00,6.00,33.3,0.00,8.00,0,2.00,2.00,100,2.00,3.00,5.00,3.00,2.00,1.00,3.00,1.00,6.00,22.50,21.25,-36.00,0.00,0.00
698746,11,20001996,2,2020,Wendell Carter Jr.,CHI,PF,2,2,39.50,39,4,4.00,15.00,26.7,4.00,14.00,28.6,0.00,1.00,0,2.00,4.00,50.0,5.00,10.00,15.00,3.00,0.00,4.00,1.00,5.00,10.00,43.50,40.75,24.00,0.00,0.00
698703,11,20002004,2,2020,Chandler Hutchison,CHI,SF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
698777,11,20002280,2,2020,Coby White,CHI,PG,1,5,131.70,128,49,35.00,77.00,45.5,19.00,40.00,47.5,16.00,37.00,43.2,10.00,15.00,66.7,4.00,17.00,21.00,5.00,2.00,1.00,3.00,8.00,96.00,134.70,142.25,25.00,0.00,0.00
698767,11,20002329,2,2020,Daniel Gafford,CHI,PF,1,5,73.60,77,58,11.00,20.00,55.0,11.00,20.00,55.0,0.00,0.00,0,11.00,16.00,68.8,10.00,8.00,18.00,0.00,5.00,6.00,3.00,18.00,33.00,84.60,76.00,-19.00,0.00,0.00
698809,11,20002361,2,2020,Simi Shittu,CHI,C,0,1,0.20,4,4,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,1.00,1.00,0.00,0.00,0.00,1.00,2.00,0.00,0.20,0.75,-3.00,0.00,0.00
698684,11,20002393,2,2020,Justin Simon,CHI,PG,0,5,30.90,45,33,9.00,26.00,34.6,9.00,23.00,39.1,0.00,3.00,0,0.00,4.00,0,6.00,6.00,12.00,1.00,0.00,1.00,5.00,7.00,18.00,31.90,34.00,-39.00,0.00,0.00
698781,11,20002458,2,2020,Adam Mokoka,CHI,SG,0,5,26.30,58,9,6.00,19.00,31.6,6.00,10.00,60.0,0.00,9.00,0,7.00,8.00,87.5,1.00,3.00,4.00,3.00,1.00,0.00,4.00,8.00,19.00,27.30,28.50,-54.00,0.00,0.00
698789,11,20002473,2,2020,Perrion Callandret,CHI,PG,0,1,5.70,4,4,1.00,1.00,100,1.00,1.00,100,0.00,0.00,0,0.00,0.00,0,0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,2.00,6.70,6.25,-3.00,0.00,0.00
701188,12,20000502,2,2020,John Henson,CLE,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
701199,12,20000572,2,2020,Kevin Love,CLE,PF,2,2,25.80,25,17,7.00,15.00,46.7,5.00,8.00,62.5,2.00,7.00,28.6,1.00,1.00,100,1.00,8.00,9.00,0.00,0.00,0.00,2.00,7.00,17.00,25.80,28.25,-10.00,0.00,0.00
701190,12,20000577,2,2020,Tristan Thompson,CLE,C,1,1,25.10,29,22,7.00,11.00,63.6,7.00,11.00,63.6,0.00,0.00,0,1.00,2.00,50.0,4.00,4.00,8.00,1.00,0.00,0.00,1.00,5.00,15.00,25.10,26.00,-9.00,0.00,0.00
701180,12,20000579,2,2020,Matthew Dellavedova,CLE,PG,3,3,29.20,53,17,4.00,15.00,26.7,2.00,5.00,40.0,2.00,10.00,20.0,0.00,0.00,0,0.00,6.00,6.00,10.00,1.00,0.00,5.00,5.00,10.00,30.20,33.00,-40.00,0.00,0.00
701179,12,20000708,2,2020,Jordan Clarkson,CLE,PG,0,3,35.10,53,12,11.00,22.00,50.0,5.00,9.00,55.6,6.00,13.00,46.2,1.00,1.00,100,0.00,3.00,3.00,5.00,0.00,0.00,5.00,4.00,29.00,35.10,40.75,-19.00,0.00,0.00
701187,12,20000745,2,2020,Brandon Knight,CLE,PG,0,2,20.90,31,31,6.00,14.00,42.9,3.00,8.00,37.5,3.00,6.00,50.0,1.00,3.00,33.3,0.00,2.00,2.00,1.00,0.00,1.00,1.00,4.00,16.00,21.90,23.00,-11.00,0.00,0.00
701183,12,20001421,2,2020,Cedi Osman,CLE,SF,3,3,32.30,73,46,5.00,23.00,21.7,4.00,10.00,40.0,1.00,13.00,7.7,9.00,12.00,75.0,1.00,8.00,9.00,3.00,2.00,0.00,7.00,4.00,20.00,34.30,36.75,-56.00,0.00,0.00
701205,12,20001445,2,2020,Jarell Martin,CLE,PF,2,3,62.90,65,42,7.00,19.00,36.8,4.00,6.00,66.7,3.00,13.00,23.1,4.00,6.00,66.7,3.00,19.00,22.00,1.00,5.00,3.00,2.00,11.00,21.00,70.90,66.50,-29.00,0.00,0.00
701173,12,20001457,2,2020,Larry Nance Jr.,CLE,PF,1,3,46.70,68,25,6.00,18.00,33.3,5.00,9.00,55.6,1.00,9.00,11.1,3.00,6.00,50.0,3.00,18.00,21.00,5.00,1.00,1.00,6.00,3.00,16.00,48.70,51.25,-34.00,0.00,0.00
701175,12,20001692,2,2020,Timothe Luwawu,CLE,SG,0,2,7.60,13,37,1.00,3.00,33.3,0.00,1.00,0,1.00,2.00,50.0,0.00,0.00,0,2.00,1.00,3.00,0.00,1.00,0.00,1.00,3.00,3.00,8.60,8.75,-17.00,0.00,0.00
701169,12,20001695,2,2020,Ante Zizic,CLE,PF,0,0,0.00,0,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
701189,12,20001725,2,2020,Daniel Hamilton,CLE,SG,0,2,6.10,21,47,2.00,8.00,25.0,2.00,6.00,33.3,0.00,2.00,0,2.00,2.00,100,0.00,3.00,3.00,1.00,1.00,0.00,7.00,1.00,6.00,7.10,9.75,-18.00,0.00,0.00
701198,12,20001869,2,2020,Sindarius Thornwell,CLE,SG,0,2,27.20,26,2,3.00,5.00,60.0,2.00,3.00,66.7,1.00,2.00,50.0,5.00,6.00,83.3,1.00,5.00,6.00,2.00,2.00,1.00,1.00,0.00,12.00,30.20,28.50,-14.00,0.00,0.00
701192,12,20001997,2,2020,Collin Sexton,CLE,PG,3,3,58.10,81,32,14.00,35.00,40.0,10.00,22.00,45.5,4.00,13.00,30.8,16.00,18.00,88.9,2.00,6.00,8.00,7.00,1.00,0.00,12.00,7.00,48.00,59.10,66.50,-34.00,0.00,0.00
