fixture_id,event_date,home_team,away_team,home_team_id,away_team_id,h_halftime_score,a_halftime_score,h_fulltime_score,a_fulltime_score
608687,2021-01-06T11:30:00+00:00,Cagliari,Benevento,490,506,1,2,1,2
608685,2021-01-06T14:00:00+00:00,Atalanta,Parma,499,523,1,0,3,0
608686,2021-01-06T14:00:00+00:00,Bologna,Udinese,500,494,2,1,2,2
608688,2021-01-06T14:00:00+00:00,Crotone,AS Roma,501,497,0,3,1,3
608689,2021-01-06T14:00:00+00:00,Lazio,Fiorentina,487,502,1,0,2,1
608692,2021-01-06T14:00:00+00:00,Sampdoria,Inter,498,505,2,0,2,1
608693,2021-01-06T14:00:00+00:00,Sassuolo,Genoa,488,495,0,0,2,1
608694,2021-01-06T14:00:00+00:00,Torino,Verona,503,504,0,0,1,1
608691,2021-01-06T17:00:00+00:00,Napoli,Spezia,492,515,0,0,1,2
608690,2021-01-06T19:45:00+00:00,AC Milan,Juventus,489,496,1,1,1,3
608695,2021-01-09T14:00:00+00:00,Benevento,Atalanta,506,499,0,1,1,4
608697,2021-01-09T17:00:00+00:00,Genoa,Bologna,495,500,1,0,2,0
608699,2021-01-09T19:45:00+00:00,AC Milan,Torino,489,503,2,0,2,0
608701,2021-01-10T11:30:00+00:00,AS Roma,Inter,497,505,1,0,2,2
608700,2021-01-10T14:00:00+00:00,Parma,Lazio,523,487,0,0,0,2
608703,2021-01-10T14:00:00+00:00,Udinese,Napoli,494,492,1,1,1,2
608704,2021-01-10T14:00:00+00:00,Verona,Crotone,504,501,2,0,2,1
608696,2021-01-10T17:00:00+00:00,Fiorentina,Cagliari,502,490,0,0,1,0
608698,2021-01-10T19:45:00+00:00,Juventus,Sassuolo,496,488,0,0,3,1
608702,2021-01-11T19:45:00+00:00,Spezia,Sampdoria,515,498,1,1,2,1
608710,2021-01-15T19:45:00+00:00,Lazio,AS Roma,487,497,,,,
608706,2021-01-16T14:00:00+00:00,Bologna,Verona,500,504,,,,
608714,2021-01-16T17:00:00+00:00,Torino,Spezia,503,515,,,,
608712,2021-01-16T19:45:00+00:00,Sampdoria,Udinese,498,494,,,,
608711,2021-01-17T11:30:00+00:00,Napoli,Fiorentina,492,502,,,,
608708,2021-01-17T14:00:00+00:00,Crotone,Benevento,501,506,,,,
608713,2021-01-17T14:00:00+00:00,Sassuolo,Parma,488,523,,,,
608705,2021-01-17T17:00:00+00:00,Atalanta,Genoa,499,495,,,,
608709,2021-01-17T19:45:00+00:00,Inter,Juventus,505,496,,,,
608707,2021-01-18T19:45:00+00:00,Cagliari,AC Milan,490,489,,,,
608633,2021-01-20T14:00:00+00:00,Udinese,Atalanta,494,499,,,,
