fixture_id,event_date,home_team,away_team,home_team_id,away_team_id,h_halftime_score,a_halftime_score,h_fulltime_score,a_fulltime_score
328261,2021-01-06T22:15:00+00:00,Gremio,Bahia,130,118,1,0,2,1
328262,2021-01-06T22:15:00+00:00,Botafogo,Atletico Paranaense,120,134,0,1,0,2
328263,2021-01-06T23:30:00+00:00,Sport Recife,Fortaleza EC,123,154,1,0,1,0
328264,2021-01-06T23:30:00+00:00,Coritiba,Goias,147,151,0,2,1,2
328255,2021-01-07T00:30:00+00:00,Flamengo,Fluminense,127,124,1,0,1,2
328257,2021-01-07T00:30:00+00:00,Bragantino,Sao Paulo,794,126,4,1,4,2
328260,2021-01-07T22:00:00+00:00,Ceara,Internacional,129,119,0,0,0,2
328256,2021-01-08T00:00:00+00:00,Atletico Goianiense,Vasco DA Gama,144,133,0,0,0,0
328267,2021-01-09T22:00:00+00:00,Sport Recife,Palmeiras,123,121,0,1,0,1
328272,2021-01-09T22:00:00+00:00,Coritiba,Atletico Paranaense,147,134,0,0,0,0
328270,2021-01-10T00:00:00+00:00,Fortaleza EC,Gremio,154,130,0,0,0,0
328268,2021-01-10T19:00:00+00:00,Sao Paulo,Santos,126,128,0,0,0,1
328273,2021-01-10T19:00:00+00:00,Flamengo,Ceara,127,129,0,1,0,2
328271,2021-01-10T21:15:00+00:00,Atletico Goianiense,Bahia,144,118,1,0,1,1
328274,2021-01-10T21:15:00+00:00,Internacional,Goias,119,151,1,0,1,0
328266,2021-01-10T23:30:00+00:00,Vasco DA Gama,Botafogo,133,120,1,0,3,0
328269,2021-01-11T23:00:00+00:00,Bragantino,Atletico-MG,794,1062,1,0,2,2
328265,2021-01-14T00:30:00+00:00,Corinthians,Fluminense,131,124,1,0,5,0
328280,2021-01-16T00:30:00+00:00,Palmeiras,Gremio,121,130,,,,
328281,2021-01-16T22:00:00+00:00,Fluminense,Sport Recife,124,123,,,,
328282,2021-01-17T00:00:00+00:00,Vasco DA Gama,Coritiba,133,147,,,,
328276,2021-01-17T19:00:00+00:00,Santos,Botafogo,128,120,,,,
328277,2021-01-17T19:00:00+00:00,Atletico Paranaense,Sao Paulo,134,126,,,,
328284,2021-01-17T21:15:00+00:00,Atletico-MG,Atletico Goianiense,1062,144,,,,
328278,2021-01-17T23:30:00+00:00,Ceara,Bragantino,129,794,,,,
328283,2021-01-17T23:30:00+00:00,Internacional,Fortaleza EC,119,154,,,,
328259,2021-01-18T22:00:00+00:00,Palmeiras,Corinthians,121,131,,,,
328275,2021-01-18T23:00:00+00:00,Goias,Flamengo,151,127,,,,
328294,2021-01-20T20:00:00+00:00,Botafogo,Atletico Goianiense,120,144,,,,
328292,2021-01-20T21:00:00+00:00,Bahia,Atletico Paranaense,118,134,,,,
328289,2021-01-20T22:15:00+00:00,Gremio,Atletico-MG,130,1062,,,,
328285,2021-01-20T23:30:00+00:00,Coritiba,Fluminense,147,124,,,,
328286,2021-01-21T00:30:00+00:00,Bragantino,Vasco DA Gama,794,133,,,,
328290,2021-01-21T00:30:00+00:00,Sao Paulo,Internacional,126,119,,,,
328287,2021-01-21T22:00:00+00:00,Flamengo,Palmeiras,127,121,,,,
328288,2021-01-21T22:00:00+00:00,Fortaleza EC,Santos,154,128,,,,
328293,2021-01-21T22:00:00+00:00,Goias,Ceara,151,129,,,,
