,fixture_id,event_date,home_team,away_team,home_team_id,away_team_id,h_halftime_score,a_halftime_score,h_fulltime_score,a_fulltime_score
412,592176,2020-10-04T11:00:00+00:00,Leicester,West Ham,46,48,0,2,0,3
413,592179,2020-10-04T11:00:00+00:00,Southampton,West Brom,41,60,1,0,2,0
414,592171,2020-10-04T13:00:00+00:00,Arsenal,Sheffield Utd,42,62,0,0,2,1
415,592180,2020-10-04T13:00:00+00:00,Wolves,Fulham,39,36,0,0,1,0
416,592177,2020-10-04T15:30:00+00:00,Manchester United,Tottenham,33,47,1,4,1,6
417,592172,2020-10-04T18:15:00+00:00,Aston Villa,Liverpool,66,40,4,1,7,2
418,592183,2020-10-17T11:30:00+00:00,Everton,Liverpool,45,40,1,1,2,2
419,592181,2020-10-17T14:00:00+00:00,Chelsea,Southampton,49,41,2,1,3,3
420,592186,2020-10-17T16:30:00+00:00,Manchester City,Arsenal,50,42,1,0,1,0
421,592187,2020-10-17T19:00:00+00:00,Newcastle,Manchester United,34,33,1,1,1,4
422,592188,2020-10-18T11:00:00+00:00,Sheffield Utd,Fulham,62,36,0,0,1,1
423,592182,2020-10-18T13:00:00+00:00,Crystal Palace,Brighton,52,51,1,0,1,1
424,592189,2020-10-18T15:30:00+00:00,Tottenham,West Ham,47,48,3,0,3,3
425,592185,2020-10-18T18:15:00+00:00,Leicester,Aston Villa,46,66,0,0,0,1
426,592190,2020-10-19T16:30:00+00:00,West Brom,Burnley,60,44,0,0,0,0
427,592184,2020-10-19T19:00:00+00:00,Leeds,Wolves,63,39,0,0,0,1
428,592192,2020-10-23T19:00:00+00:00,Aston Villa,Leeds,66,63,0,0,0,3
429,592199,2020-10-24T11:30:00+00:00,West Ham,Manchester City,48,50,1,0,1,1
430,592195,2020-10-24T14:00:00+00:00,Fulham,Crystal Palace,36,52,0,1,1,2
431,592197,2020-10-24T16:30:00+00:00,Manchester United,Chelsea,33,49,0,0,0,0
432,592196,2020-10-24T19:00:00+00:00,Liverpool,Sheffield Utd,40,62,1,1,2,1
433,592198,2020-10-25T14:00:00+00:00,Southampton,Everton,41,45,2,0,2,0
434,592200,2020-10-25T16:30:00+00:00,Wolves,Newcastle,39,34,0,0,1,1
435,592191,2020-10-25T19:15:00+00:00,Arsenal,Leicester,42,46,0,0,0,1
436,592193,2020-10-26T17:30:00+00:00,Brighton,West Brom,51,60,1,0,1,1
437,592194,2020-10-26T20:00:00+00:00,Burnley,Tottenham,44,47,0,0,0,1
438,592210,2020-10-30T20:00:00+00:00,Wolves,Crystal Palace,39,52,2,0,2,0
439,592208,2020-10-31T12:30:00+00:00,Sheffield Utd,Manchester City,62,50,0,1,0,1
440,592202,2020-10-31T15:00:00+00:00,Burnley,Chelsea,44,49,0,1,0,3
441,592205,2020-10-31T17:30:00+00:00,Liverpool,West Ham,40,48,1,1,2,1
442,592201,2020-11-01T12:00:00+00:00,Aston Villa,Southampton,66,41,0,3,3,4
443,592207,2020-11-01T14:00:00+00:00,Newcastle,Everton,34,45,0,0,2,1
444,592206,2020-11-01T16:30:00+00:00,Manchester United,Arsenal,33,42,0,0,0,1
445,592209,2020-11-01T19:15:00+00:00,Tottenham,Brighton,47,51,1,0,2,1
446,592203,2020-11-02T17:30:00+00:00,Fulham,West Brom,36,60,2,0,2,0
447,592204,2020-11-02T20:00:00+00:00,Leeds,Leicester,63,46,0,2,1,4
448,592212,2020-11-06T17:30:00+00:00,Brighton,Burnley,51,44,0,0,0,0
449,592218,2020-11-06T20:00:00+00:00,Southampton,Newcastle,41,34,1,0,2,0
450,592215,2020-11-07T12:30:00+00:00,Everton,Manchester United,45,33,1,2,1,3
451,592214,2020-11-07T15:00:00+00:00,Crystal Palace,Leeds,52,63,3,1,4,1
452,592213,2020-11-07T17:30:00+00:00,Chelsea,Sheffield Utd,49,62,2,1,4,1
453,592220,2020-11-07T20:00:00+00:00,West Ham,Fulham,48,36,0,0,1,0
454,592219,2020-11-08T12:00:00+00:00,West Brom,Tottenham,60,47,0,0,0,1
455,592216,2020-11-08T14:00:00+00:00,Leicester,Wolves,46,39,1,0,1,0
456,592217,2020-11-08T16:30:00+00:00,Manchester City,Liverpool,50,40,1,1,1,1
457,592211,2020-11-08T19:15:00+00:00,Arsenal,Aston Villa,42,66,0,1,0,3
458,592227,2020-11-21T12:30:00+00:00,Newcastle,Chelsea,34,49,0,1,0,2
459,592221,2020-11-21T15:00:00+00:00,Aston Villa,Brighton,66,51,0,1,1,2
460,592229,2020-11-21T17:30:00+00:00,Tottenham,Manchester City,47,50,1,0,2,0
461,592226,2020-11-21T20:00:00+00:00,Manchester United,West Brom,33,60,0,0,1,0
462,592223,2020-11-22T12:00:00+00:00,Fulham,Everton,36,45,1,3,2,3
463,592228,2020-11-22T14:00:00+00:00,Sheffield Utd,West Ham,62,48,0,0,0,1
464,592224,2020-11-22T16:30:00+00:00,Leeds,Arsenal,63,42,0,0,0,0
465,592225,2020-11-22T19:15:00+00:00,Liverpool,Leicester,40,46,2,0,3,0
466,592222,2020-11-23T17:30:00+00:00,Burnley,Crystal Palace,44,52,1,0,1,0
467,592230,2020-11-23T20:00:00+00:00,Wolves,Southampton,39,41,0,0,1,1
468,592234,2020-11-27T20:00:00+00:00,Crystal Palace,Newcastle,52,34,0,0,0,2
469,592232,2020-11-28T12:30:00+00:00,Brighton,Liverpool,51,40,0,0,1,1
470,592237,2020-11-28T15:00:00+00:00,Manchester City,Burnley,50,44,3,0,5,0
471,592235,2020-11-28T17:30:00+00:00,Everton,Leeds,45,63,0,0,0,1
472,592239,2020-11-28T20:00:00+00:00,West Brom,Sheffield Utd,60,62,1,0,1,0
473,592238,2020-11-29T14:00:00+00:00,Southampton,Manchester United,41,33,2,0,2,3
474,592233,2020-11-29T16:30:00+00:00,Chelsea,Tottenham,49,47,0,0,0,0
475,592231,2020-11-29T19:15:00+00:00,Arsenal,Wolves,42,39,1,2,1,2
476,592236,2020-11-30T17:30:00+00:00,Leicester,Fulham,46,36,0,2,1,2
477,592240,2020-11-30T20:00:00+00:00,West Ham,Aston Villa,48,66,1,1,2,1
478,592241,2020-12-04T20:00:00+00:00,Aston Villa,Newcastle,66,34,,,,
479,592243,2020-12-05T12:30:00+00:00,Burnley,Everton,44,45,1,1,1,1
480,592246,2020-12-05T15:00:00+00:00,Manchester City,Fulham,50,36,2,0,2,0
481,592250,2020-12-05T17:30:00+00:00,West Ham,Manchester United,48,33,1,0,1,3
482,592244,2020-12-05T20:00:00+00:00,Chelsea,Leeds,49,63,1,1,3,1
483,592249,2020-12-06T12:00:00+00:00,West Brom,Crystal Palace,60,52,1,1,1,5
484,592247,2020-12-06T14:15:00+00:00,Sheffield Utd,Leicester,62,46,1,1,1,2
485,592248,2020-12-06T16:30:00+00:00,Tottenham,Arsenal,47,42,2,0,2,0
486,592245,2020-12-06T19:15:00+00:00,Liverpool,Wolves,40,39,1,0,4,0
487,592242,2020-12-07T20:00:00+00:00,Brighton,Southampton,51,41,1,1,1,2
488,592255,2020-12-11T20:00:00+00:00,Leeds,West Ham,63,48,1,1,1,2
489,592260,2020-12-12T12:30:00+00:00,Wolves,Aston Villa,39,66,0,0,0,1
490,592258,2020-12-12T15:00:00+00:00,Newcastle,West Brom,34,60,1,0,2,1
491,592257,2020-12-12T17:30:00+00:00,Manchester United,Manchester City,33,50,0,0,0,0
492,592253,2020-12-12T20:00:00+00:00,Everton,Chelsea,45,49,1,0,1,0
493,592259,2020-12-13T12:00:00+00:00,Southampton,Sheffield Utd,41,62,1,0,3,0
494,592252,2020-12-13T14:15:00+00:00,Crystal Palace,Tottenham,52,47,0,1,1,1
495,592254,2020-12-13T16:30:00+00:00,Fulham,Liverpool,36,40,1,0,1,1
496,592256,2020-12-13T19:15:00+00:00,Leicester,Brighton,46,51,3,0,3,0
497,592251,2020-12-13T19:15:00+00:00,Arsenal,Burnley,42,44,0,0,0,1
498,592268,2020-12-15T18:00:00+00:00,Wolves,Chelsea,39,49,0,0,2,1
499,592270,2020-12-15T20:00:00+00:00,Manchester City,West Brom,50,60,1,1,1,1
500,592261,2020-12-16T18:00:00+00:00,Arsenal,Southampton,42,41,0,1,1,1
501,592264,2020-12-16T18:00:00+00:00,Leeds,Newcastle,63,34,1,1,5,2
502,592265,2020-12-16T18:00:00+00:00,Leicester,Everton,46,45,0,1,0,2
503,592263,2020-12-16T20:00:00+00:00,Fulham,Brighton,36,51,0,0,0,0
504,592267,2020-12-16T20:00:00+00:00,West Ham,Crystal Palace,48,52,0,1,1,1
505,592269,2020-12-16T20:00:00+00:00,Liverpool,Tottenham,40,47,1,1,2,1
506,592262,2020-12-17T18:00:00+00:00,Aston Villa,Burnley,66,44,0,0,0,0
507,592266,2020-12-17T20:00:00+00:00,Sheffield Utd,Manchester United,62,33,1,2,2,3
508,592274,2020-12-19T12:30:00+00:00,Crystal Palace,Liverpool,52,40,0,3,0,7
509,592278,2020-12-19T15:00:00+00:00,Southampton,Manchester City,41,50,0,1,0,1
510,592275,2020-12-19T17:30:00+00:00,Everton,Arsenal,45,42,2,1,2,1
511,592277,2020-12-19T20:00:00+00:00,Newcastle,Fulham,34,36,0,1,1,1
512,592271,2020-12-20T12:00:00+00:00,Brighton,Sheffield Utd,51,62,0,0,1,1
513,592279,2020-12-20T14:15:00+00:00,Tottenham,Leicester,47,46,0,1,0,2
514,592276,2020-12-20T16:30:00+00:00,Manchester United,Leeds,33,63,4,1,6,2
515,592280,2020-12-20T19:15:00+00:00,West Brom,Aston Villa,60,66,0,1,0,3
516,592272,2020-12-21T17:30:00+00:00,Burnley,Wolves,44,39,1,0,2,1
517,592273,2020-12-21T20:00:00+00:00,Chelsea,West Ham,49,48,1,0,3,0
518,592285,2020-12-26T12:30:00+00:00,Leicester,Manchester United,46,33,1,1,2,2
519,592282,2020-12-26T15:00:00+00:00,Aston Villa,Crystal Palace,66,52,1,0,3,0
520,592283,2020-12-26T15:00:00+00:00,Fulham,Southampton,36,41,0,0,0,0
521,592281,2020-12-26T17:30:00+00:00,Arsenal,Chelsea,42,49,2,0,3,1
522,592287,2020-12-26T20:00:00+00:00,Manchester City,Newcastle,50,34,1,0,2,0
523,592288,2020-12-26T20:00:00+00:00,Sheffield Utd,Everton,62,45,0,0,0,1
524,592284,2020-12-27T12:00:00+00:00,Leeds,Burnley,63,44,1,0,1,0
525,592289,2020-12-27T14:15:00+00:00,West Ham,Brighton,48,51,0,1,2,2
526,592286,2020-12-27T16:30:00+00:00,Liverpool,West Brom,40,60,1,0,1,1
527,592290,2020-12-27T19:15:00+00:00,Wolves,Tottenham,39,47,0,1,1,1
528,592294,2020-12-28T15:00:00+00:00,Crystal Palace,Leicester,52,46,0,0,1,1
529,592293,2020-12-28T17:30:00+00:00,Chelsea,Aston Villa,49,66,1,0,1,1
530,592295,2020-12-28T20:00:00+00:00,Everton,Manchester City,45,50,,,,
531,592291,2020-12-29T18:00:00+00:00,Brighton,Arsenal,51,42,0,0,0,1
532,592292,2020-12-29T18:00:00+00:00,Burnley,Sheffield Utd,44,62,1,0,1,0
533,592298,2020-12-29T18:00:00+00:00,Southampton,West Ham,41,48,0,0,0,0
534,592300,2020-12-29T18:00:00+00:00,West Brom,Leeds,60,63,0,4,0,5
535,592296,2020-12-29T20:00:00+00:00,Manchester United,Wolves,33,39,0,0,1,0
536,592297,2020-12-30T20:00:00+00:00,Newcastle,Liverpool,34,40,0,0,0,0
537,592305,2021-01-01T17:30:00+00:00,Everton,West Ham,45,48,0,0,0,1
538,592306,2021-01-01T20:00:00+00:00,Manchester United,Aston Villa,33,66,1,0,2,1
539,592309,2021-01-02T12:30:00+00:00,Tottenham,Leeds,47,63,2,0,3,0
540,592304,2021-01-02T15:00:00+00:00,Crystal Palace,Sheffield Utd,52,62,2,0,2,0
541,592301,2021-01-02T17:30:00+00:00,Brighton,Wolves,51,39,1,3,3,3
542,592310,2021-01-02T20:00:00+00:00,West Brom,Arsenal,60,42,0,2,0,4
543,592302,2021-01-03T12:00:00+00:00,Burnley,Fulham,44,36,,,,
544,592307,2021-01-03T14:15:00+00:00,Newcastle,Leicester,34,46,0,0,1,2
545,592303,2021-01-03T16:30:00+00:00,Chelsea,Manchester City,49,50,0,3,1,3
546,592308,2021-01-04T20:00:00+00:00,Southampton,Liverpool,41,40,1,0,1,0
547,592316,2021-01-12T18:00:00+00:00,Sheffield Utd,Newcastle,62,34,0,0,1,0
548,592318,2021-01-12T20:15:00+00:00,Wolves,Everton,39,45,1,1,1,2
549,592141,2021-01-12T20:15:00+00:00,Burnley,Manchester United,44,33,0,0,0,1
550,592320,2021-01-13T18:00:00+00:00,Manchester City,Brighton,50,51,1,0,1,0
551,592299,2021-01-13T20:15:00+00:00,Tottenham,Fulham,47,36,1,0,1,1
552,592312,2021-01-13T20:15:00+00:00,Aston Villa,Tottenham,66,47,,,,
553,592311,2021-01-14T20:00:00+00:00,Arsenal,Crystal Palace,42,52,,,,
554,592330,2021-01-16T12:30:00+00:00,Wolves,West Brom,39,60,,,,
555,592324,2021-01-16T15:00:00+00:00,Leeds,Brighton,63,51,,,,
556,592329,2021-01-16T15:00:00+00:00,West Ham,Burnley,48,44,,,,
557,592323,2021-01-16T17:30:00+00:00,Fulham,Chelsea,36,49,,,,
558,592325,2021-01-16T20:00:00+00:00,Leicester,Southampton,46,41,,,,
559,592322,2021-01-17T12:00:00+00:00,Aston Villa,Everton,66,45,,,,
560,592328,2021-01-17T14:00:00+00:00,Sheffield Utd,Tottenham,62,47,,,,
561,592326,2021-01-17T16:30:00+00:00,Liverpool,Manchester United,40,33,,,,
562,592327,2021-01-17T19:15:00+00:00,Manchester City,Crystal Palace,50,52,,,,
563,592321,2021-01-18T20:00:00+00:00,Arsenal,Newcastle,42,34,,,,
564,592317,2021-01-19T18:00:00+00:00,West Ham,West Brom,48,60,,,,
565,592315,2021-01-19T20:15:00+00:00,Leicester,Chelsea,46,49,,,,
566,592314,2021-01-20T18:00:00+00:00,Leeds,Southampton,63,41,,,,
567,592313,2021-01-20T20:15:00+00:00,Fulham,Manchester United,36,33,,,,
568,592145,2021-01-20T20:15:00+00:00,Manchester City,Aston Villa,50,66,,,,
569,592319,2021-01-21T20:00:00+00:00,Liverpool,Burnley,40,44,,,,
570,592331,2021-01-26T18:00:00+00:00,Brighton,Fulham,51,36,,,,
571,592337,2021-01-26T18:00:00+00:00,Newcastle,Leeds,34,63,,,,
572,592335,2021-01-26T20:15:00+00:00,West Brom,Manchester City,60,50,,,,
573,592338,2021-01-26T20:15:00+00:00,Southampton,Arsenal,41,42,,,,
574,592332,2021-01-27T18:00:00+00:00,Burnley,Aston Villa,44,66,,,,
575,592336,2021-01-27T18:00:00+00:00,Chelsea,Wolves,49,39,,,,
576,592340,2021-01-27T19:30:00+00:00,Crystal Palace,West Ham,52,48,,,,
577,592333,2021-01-27T20:15:00+00:00,Everton,Leicester,45,46,,,,
578,592334,2021-01-27T20:15:00+00:00,Manchester United,Sheffield Utd,33,62,,,,
579,592339,2021-01-28T20:00:00+00:00,Tottenham,Liverpool,47,40,,,,
580,592345,2021-01-30T12:30:00+00:00,Everton,Newcastle,45,34,,,,
581,592343,2021-01-30T15:00:00+00:00,Chelsea,Burnley,49,44,,,,
582,592344,2021-01-30T15:00:00+00:00,Crystal Palace,Wolves,52,39,,,,
583,592347,2021-01-30T15:00:00+00:00,Manchester City,Sheffield Utd,50,62,,,,
584,592349,2021-01-30T15:00:00+00:00,West Brom,Fulham,60,36,,,,
585,592341,2021-01-30T17:30:00+00:00,Arsenal,Manchester United,42,33,,,,
586,592348,2021-01-30T20:00:00+00:00,Southampton,Aston Villa,41,66,,,,
587,592342,2021-01-31T14:00:00+00:00,Brighton,Tottenham,51,47,,,,
588,592346,2021-01-31T14:00:00+00:00,Leicester,Leeds,46,63,,,,
589,592350,2021-01-31T16:30:00+00:00,West Ham,Liverpool,48,40,,,,
590,592351,2021-02-02T19:45:00+00:00,Aston Villa,West Ham,66,48,,,,
591,592352,2021-02-02T19:45:00+00:00,Burnley,Manchester City,44,50,,,,
592,592353,2021-02-02T19:45:00+00:00,Fulham,Leicester,36,46,,,,
593,592354,2021-02-02T19:45:00+00:00,Leeds,Everton,63,45,,,,
594,592355,2021-02-02T19:45:00+00:00,Sheffield Utd,West Brom,62,60,,,,
595,592356,2021-02-02T19:45:00+00:00,Wolves,Arsenal,39,42,,,,
596,592357,2021-02-02T20:00:00+00:00,Manchester United,Southampton,33,41,,,,
597,592358,2021-02-02T20:00:00+00:00,Newcastle,Crystal Palace,34,52,,,,
598,592359,2021-02-03T19:45:00+00:00,Tottenham,Chelsea,47,49,,,,
599,592360,2021-02-03T20:00:00+00:00,Liverpool,Brighton,40,51,,,,
600,592361,2021-02-06T15:00:00+00:00,Aston Villa,Arsenal,66,42,,,,
601,592362,2021-02-06T15:00:00+00:00,Burnley,Brighton,44,51,,,,
602,592363,2021-02-06T15:00:00+00:00,Fulham,West Ham,36,48,,,,
603,592364,2021-02-06T15:00:00+00:00,Leeds,Crystal Palace,63,52,,,,
604,592365,2021-02-06T15:00:00+00:00,Liverpool,Manchester City,40,50,,,,
605,592366,2021-02-06T15:00:00+00:00,Manchester United,Everton,33,45,,,,
606,592367,2021-02-06T15:00:00+00:00,Newcastle,Southampton,34,41,,,,
607,592368,2021-02-06T15:00:00+00:00,Sheffield Utd,Chelsea,62,49,,,,
608,592369,2021-02-06T15:00:00+00:00,Tottenham,West Brom,47,60,,,,
609,592370,2021-02-06T15:00:00+00:00,Wolves,Leicester,39,46,,,,
610,592726,2021-02-13T15:00:00+00:00,Arsenal,Leeds,42,63,,,,
611,592727,2021-02-13T15:00:00+00:00,Brighton,Aston Villa,51,66,,,,
612,592728,2021-02-13T15:00:00+00:00,Chelsea,Newcastle,49,34,,,,
613,592729,2021-02-13T15:00:00+00:00,Crystal Palace,Burnley,52,44,,,,
614,592730,2021-02-13T15:00:00+00:00,Everton,Fulham,45,36,,,,
615,592731,2021-02-13T15:00:00+00:00,Leicester,Liverpool,46,40,,,,
616,592732,2021-02-13T15:00:00+00:00,Manchester City,Tottenham,50,47,,,,
617,592733,2021-02-13T15:00:00+00:00,Southampton,Wolves,41,39,,,,
618,592734,2021-02-13T15:00:00+00:00,West Brom,Manchester United,60,33,,,,
619,592735,2021-02-13T15:00:00+00:00,West Ham,Sheffield Utd,48,62,,,,
620,592736,2021-02-20T15:00:00+00:00,Arsenal,Manchester City,42,50,,,,
621,592737,2021-02-20T15:00:00+00:00,Aston Villa,Leicester,66,46,,,,
622,592738,2021-02-20T15:00:00+00:00,Brighton,Crystal Palace,51,52,,,,
623,592739,2021-02-20T15:00:00+00:00,Burnley,West Brom,44,60,,,,
624,592740,2021-02-20T15:00:00+00:00,Fulham,Sheffield Utd,36,62,,,,
625,592741,2021-02-20T15:00:00+00:00,Liverpool,Everton,40,45,,,,
626,592742,2021-02-20T15:00:00+00:00,Manchester United,Newcastle,33,34,,,,
627,592743,2021-02-20T15:00:00+00:00,Southampton,Chelsea,41,49,,,,
628,592744,2021-02-20T15:00:00+00:00,West Ham,Tottenham,48,47,,,,
629,592745,2021-02-20T15:00:00+00:00,Wolves,Leeds,39,63,,,,
630,592746,2021-02-27T15:00:00+00:00,Chelsea,Manchester United,49,33,,,,
631,592747,2021-02-27T15:00:00+00:00,Crystal Palace,Fulham,52,36,,,,
632,592748,2021-02-27T15:00:00+00:00,Everton,Southampton,45,41,,,,
633,592749,2021-02-27T15:00:00+00:00,Leeds,Aston Villa,63,66,,,,
634,592750,2021-02-27T15:00:00+00:00,Leicester,Arsenal,46,42,,,,
635,592751,2021-02-27T15:00:00+00:00,Manchester City,West Ham,50,48,,,,
636,592752,2021-02-27T15:00:00+00:00,Newcastle,Wolves,34,39,,,,
637,592753,2021-02-27T15:00:00+00:00,Sheffield Utd,Liverpool,62,40,,,,
638,592754,2021-02-27T15:00:00+00:00,Tottenham,Burnley,47,44,,,,
639,592755,2021-02-27T15:00:00+00:00,West Brom,Brighton,60,51,,,,
640,592765,2021-03-06T15:00:00+00:00,West Ham,Leeds,48,63,,,,
641,592756,2021-03-06T15:00:00+00:00,Aston Villa,Wolves,66,39,,,,
642,592757,2021-03-06T15:00:00+00:00,Brighton,Leicester,51,46,,,,
643,592758,2021-03-06T15:00:00+00:00,Burnley,Arsenal,44,42,,,,
644,592759,2021-03-06T15:00:00+00:00,Chelsea,Everton,49,45,,,,
645,592760,2021-03-06T15:00:00+00:00,Liverpool,Fulham,40,36,,,,
646,592761,2021-03-06T15:00:00+00:00,Manchester City,Manchester United,50,33,,,,
647,592762,2021-03-06T15:00:00+00:00,Sheffield Utd,Southampton,62,41,,,,
648,592763,2021-03-06T15:00:00+00:00,Tottenham,Crystal Palace,47,52,,,,
649,592764,2021-03-06T15:00:00+00:00,West Brom,Newcastle,60,34,,,,
650,592766,2021-03-13T15:00:00+00:00,Arsenal,Tottenham,42,47,,,,
651,592767,2021-03-13T15:00:00+00:00,Crystal Palace,West Brom,52,60,,,,
652,592768,2021-03-13T15:00:00+00:00,Everton,Burnley,45,44,,,,
653,592769,2021-03-13T15:00:00+00:00,Fulham,Manchester City,36,50,,,,
654,592770,2021-03-13T15:00:00+00:00,Leeds,Chelsea,63,49,,,,
655,592771,2021-03-13T15:00:00+00:00,Leicester,Sheffield Utd,46,62,,,,
656,592772,2021-03-13T15:00:00+00:00,Manchester United,West Ham,33,48,,,,
657,592773,2021-03-13T15:00:00+00:00,Newcastle,Aston Villa,34,66,,,,
658,592774,2021-03-13T15:00:00+00:00,Southampton,Brighton,41,51,,,,
659,592775,2021-03-13T15:00:00+00:00,Wolves,Liverpool,39,40,,,,
660,592776,2021-03-20T15:00:00+00:00,Brighton,Newcastle,51,34,,,,
661,592777,2021-03-20T15:00:00+00:00,Burnley,Leicester,44,46,,,,
662,592778,2021-03-20T15:00:00+00:00,Crystal Palace,Manchester United,52,33,,,,
663,592779,2021-03-20T15:00:00+00:00,Fulham,Leeds,36,63,,,,
664,592780,2021-03-20T15:00:00+00:00,Liverpool,Chelsea,40,49,,,,
665,592781,2021-03-20T15:00:00+00:00,Manchester City,Wolves,50,39,,,,
666,592782,2021-03-20T15:00:00+00:00,Sheffield Utd,Aston Villa,62,66,,,,
667,592783,2021-03-20T15:00:00+00:00,Tottenham,Southampton,47,41,,,,
668,592784,2021-03-20T15:00:00+00:00,West Brom,Everton,60,45,,,,
669,592785,2021-03-20T15:00:00+00:00,West Ham,Arsenal,48,42,,,,
670,592786,2021-04-03T14:00:00+00:00,Arsenal,Liverpool,42,40,,,,
671,592787,2021-04-03T14:00:00+00:00,Aston Villa,Fulham,66,36,,,,
672,592788,2021-04-03T14:00:00+00:00,Chelsea,West Brom,49,60,,,,
673,592789,2021-04-03T14:00:00+00:00,Everton,Crystal Palace,45,52,,,,
674,592790,2021-04-03T14:00:00+00:00,Leeds,Sheffield Utd,63,62,,,,
675,592791,2021-04-03T14:00:00+00:00,Leicester,Manchester City,46,50,,,,
676,592792,2021-04-03T14:00:00+00:00,Manchester United,Brighton,33,51,,,,
677,592793,2021-04-03T14:00:00+00:00,Newcastle,Tottenham,34,47,,,,
678,592794,2021-04-03T14:00:00+00:00,Southampton,Burnley,41,44,,,,
679,592795,2021-04-03T14:00:00+00:00,Wolves,West Ham,39,48,,,,
680,592796,2021-04-10T14:00:00+00:00,Brighton,Everton,51,45,,,,
681,592797,2021-04-10T14:00:00+00:00,Burnley,Newcastle,44,34,,,,
682,592798,2021-04-10T14:00:00+00:00,Crystal Palace,Chelsea,52,49,,,,
683,592799,2021-04-10T14:00:00+00:00,Fulham,Wolves,36,39,,,,
684,592800,2021-04-10T14:00:00+00:00,Liverpool,Aston Villa,40,66,,,,
685,592801,2021-04-10T14:00:00+00:00,Manchester City,Leeds,50,63,,,,
686,592802,2021-04-10T14:00:00+00:00,Sheffield Utd,Arsenal,62,42,,,,
687,592803,2021-04-10T14:00:00+00:00,Tottenham,Manchester United,47,33,,,,
688,592804,2021-04-10T14:00:00+00:00,West Brom,Southampton,60,41,,,,
689,592805,2021-04-10T14:00:00+00:00,West Ham,Leicester,48,46,,,,
690,592806,2021-04-17T14:00:00+00:00,Arsenal,Fulham,42,36,,,,
691,592807,2021-04-17T14:00:00+00:00,Aston Villa,Manchester City,66,50,,,,
692,592808,2021-04-17T14:00:00+00:00,Chelsea,Brighton,49,51,,,,
693,592809,2021-04-17T14:00:00+00:00,Everton,Tottenham,45,47,,,,
694,592810,2021-04-17T14:00:00+00:00,Leeds,Liverpool,63,40,,,,
695,592811,2021-04-17T14:00:00+00:00,Leicester,West Brom,46,60,,,,
696,592812,2021-04-17T14:00:00+00:00,Manchester United,Burnley,33,44,,,,
697,592813,2021-04-17T14:00:00+00:00,Newcastle,West Ham,34,48,,,,
698,592814,2021-04-17T14:00:00+00:00,Southampton,Crystal Palace,41,52,,,,
699,592815,2021-04-17T14:00:00+00:00,Wolves,Sheffield Utd,39,62,,,,
700,592816,2021-04-24T14:00:00+00:00,Arsenal,Everton,42,45,,,,
701,592817,2021-04-24T14:00:00+00:00,Aston Villa,West Brom,66,60,,,,
702,592818,2021-04-24T14:00:00+00:00,Fulham,Tottenham,36,47,,,,
703,592819,2021-04-24T14:00:00+00:00,Leeds,Manchester United,63,33,,,,
704,592820,2021-04-24T14:00:00+00:00,Leicester,Crystal Palace,46,52,,,,
705,592821,2021-04-24T14:00:00+00:00,Liverpool,Newcastle,40,34,,,,
706,592822,2021-04-24T14:00:00+00:00,Manchester City,Southampton,50,41,,,,
707,592823,2021-04-24T14:00:00+00:00,Sheffield Utd,Brighton,62,51,,,,
708,592824,2021-04-24T14:00:00+00:00,West Ham,Chelsea,48,49,,,,
709,592825,2021-04-24T14:00:00+00:00,Wolves,Burnley,39,44,,,,
710,592826,2021-05-01T14:00:00+00:00,Brighton,Leeds,51,63,,,,
711,592827,2021-05-01T14:00:00+00:00,Burnley,West Ham,44,48,,,,
712,592828,2021-05-01T14:00:00+00:00,Chelsea,Fulham,49,36,,,,
713,592829,2021-05-01T14:00:00+00:00,Crystal Palace,Manchester City,52,50,,,,
714,592830,2021-05-01T14:00:00+00:00,Everton,Aston Villa,45,66,,,,
715,592831,2021-05-01T14:00:00+00:00,Manchester United,Liverpool,33,40,,,,
716,592832,2021-05-01T14:00:00+00:00,Newcastle,Arsenal,34,42,,,,
717,592833,2021-05-01T14:00:00+00:00,Southampton,Leicester,41,46,,,,
718,592834,2021-05-01T14:00:00+00:00,Tottenham,Sheffield Utd,47,62,,,,
719,592835,2021-05-01T14:00:00+00:00,West Brom,Wolves,60,39,,,,
720,592836,2021-05-08T14:00:00+00:00,Arsenal,West Brom,42,60,,,,
721,592837,2021-05-08T14:00:00+00:00,Aston Villa,Manchester United,66,33,,,,
722,592838,2021-05-08T14:00:00+00:00,Fulham,Burnley,36,44,,,,
723,592839,2021-05-08T14:00:00+00:00,Leeds,Tottenham,63,47,,,,
724,592840,2021-05-08T14:00:00+00:00,Leicester,Newcastle,46,34,,,,
725,592841,2021-05-08T14:00:00+00:00,Liverpool,Southampton,40,41,,,,
726,592842,2021-05-08T14:00:00+00:00,Manchester City,Chelsea,50,49,,,,
727,592843,2021-05-08T14:00:00+00:00,Sheffield Utd,Crystal Palace,62,52,,,,
728,592844,2021-05-08T14:00:00+00:00,West Ham,Everton,48,45,,,,
729,592845,2021-05-08T14:00:00+00:00,Wolves,Brighton,39,51,,,,
730,592846,2021-05-11T18:45:00+00:00,Brighton,West Ham,51,48,,,,
731,592847,2021-05-11T18:45:00+00:00,Burnley,Leeds,44,63,,,,
732,592848,2021-05-11T18:45:00+00:00,Everton,Sheffield Utd,45,62,,,,
733,592849,2021-05-11T19:00:00+00:00,Manchester United,Leicester,33,46,,,,
