fixture_id,event_date,home_team,away_team,home_team_id,away_team_id,h_halftime_score,a_halftime_score,h_fulltime_score,a_fulltime_score
628142,2021-01-04T14:00:00+00:00,Nuova Cosenza,Empoli,10137,511,0,1,0,2
628148,2021-01-04T14:00:00+00:00,Venezia,Pisa,517,801,0,1,1,1
628145,2021-01-04T15:00:00+00:00,Lecce,Monza,867,1579,0,0,0,0
628140,2021-01-04T16:00:00+00:00,Ascoli,Reggina,507,1692,0,1,2,1
628143,2021-01-04T17:00:00+00:00,Cremonese,Chievo,520,491,0,1,0,2
628144,2021-01-04T17:00:00+00:00,Frosinone,Spal,512,493,1,1,1,2
628146,2021-01-04T17:00:00+00:00,Reggiana,Pescara,880,525,0,0,0,1
628147,2021-01-04T17:00:00+00:00,Salernitana,Pordenone,514,862,0,0,0,2
628149,2021-01-04T17:00:00+00:00,Virtus Entella,Cittadella,527,510,1,0,1,0
628141,2021-01-04T20:00:00+00:00,Brescia,Vicenza Virtus,518,1584,0,2,0,3
628026,2021-01-09T13:00:00+00:00,Reggiana,Cittadella,880,510,0,1,0,2
628150,2021-01-15T18:00:00+00:00,Chievo,Virtus Entella,491,527,,,,
628153,2021-01-15T20:00:00+00:00,Vicenza Virtus,Frosinone,1584,512,,,,
628151,2021-01-16T13:00:00+00:00,Cittadella,Ascoli,510,507,,,,
628154,2021-01-16T13:00:00+00:00,Monza,Nuova Cosenza,1579,10137,,,,
628156,2021-01-16T13:00:00+00:00,Pisa,Brescia,801,518,,,,
628157,2021-01-16T13:00:00+00:00,Pordenone,Venezia,862,517,,,,
628158,2021-01-16T15:00:00+00:00,Reggina,Lecce,1692,867,,,,
628155,2021-01-17T14:00:00+00:00,Pescara,Cremonese,525,520,,,,
628152,2021-01-17T20:00:00+00:00,Empoli,Salernitana,511,514,,,,
628159,2021-01-18T20:00:00+00:00,Spal,Reggiana,493,880,,,,
628054,2021-01-19T18:00:00+00:00,Vicenza Virtus,Chievo,1584,491,,,,
