fixture_id,event_date,home_team,away_team,home_team_id,away_team_id,h_halftime_score,a_halftime_score,h_fulltime_score,a_fulltime_score
568253,2021-01-05T19:00:00+00:00,Clermont Foot,Grenoble,99,101,1,0,3,0
568254,2021-01-05T19:00:00+00:00,Chambly Thelle FC,LE Havre,1291,111,0,0,0,1
568255,2021-01-05T19:00:00+00:00,Auxerre,Caen,108,88,0,0,1,1
568256,2021-01-05T19:00:00+00:00,Ajaccio,PAU,98,1297,2,1,4,1
568257,2021-01-05T19:00:00+00:00,Guingamp,Amiens,90,87,2,1,2,2
568258,2021-01-05T19:00:00+00:00,Rodez,Niort,1301,113,0,0,1,1
568259,2021-01-05T19:00:00+00:00,Estac Troyes,Chateauroux,110,107,0,0,2,0
568260,2021-01-05T19:00:00+00:00,Toulouse,Paris FC,96,114,0,0,1,0
568261,2021-01-05T19:00:00+00:00,Sochaux,Dunkerque,115,1304,0,0,1,0
568262,2021-01-05T19:00:00+00:00,Valenciennes,Nancy,105,102,1,0,2,3
568264,2021-01-08T19:00:00+00:00,Dunkerque,Estac Troyes,1304,110,0,0,0,0
568265,2021-01-08T19:00:00+00:00,Chateauroux,Guingamp,107,90,0,0,2,3
568266,2021-01-08T19:00:00+00:00,LE Havre,Valenciennes,111,105,0,0,0,2
568267,2021-01-08T19:00:00+00:00,Nancy,Rodez,102,1301,1,1,2,2
568268,2021-01-08T19:00:00+00:00,PAU,Chambly Thelle FC,1297,1291,0,1,1,3
568269,2021-01-08T19:00:00+00:00,Sochaux,Clermont Foot,115,99,0,0,0,0
568270,2021-01-08T19:00:00+00:00,Paris FC,Ajaccio,114,98,0,1,1,1
568271,2021-01-08T19:00:00+00:00,Niort,Amiens,113,87,0,2,0,2
568263,2021-01-09T14:00:00+00:00,Grenoble,Auxerre,101,108,0,1,2,2
568272,2021-01-11T19:45:00+00:00,Caen,Toulouse,88,96,2,1,2,2
568279,2021-01-16T14:00:00+00:00,Estac Troyes,Sochaux,110,115,,,,
568280,2021-01-16T14:00:00+00:00,Toulouse,Grenoble,96,101,,,,
568273,2021-01-16T18:00:00+00:00,Chambly Thelle FC,Niort,1291,113,,,,
568274,2021-01-16T18:00:00+00:00,Auxerre,Chateauroux,108,107,,,,
568275,2021-01-16T18:00:00+00:00,Amiens,LE Havre,87,111,,,,
568276,2021-01-16T18:00:00+00:00,Ajaccio,Caen,98,88,,,,
568277,2021-01-16T18:00:00+00:00,Clermont Foot,Dunkerque,99,1304,,,,
568278,2021-01-16T18:00:00+00:00,Guingamp,Nancy,90,102,,,,
568281,2021-01-16T18:00:00+00:00,Rodez,PAU,1301,1297,,,,
568282,2021-01-16T18:00:00+00:00,Valenciennes,Paris FC,105,114,,,,
